o1,o2,>,=,<,scene,freq,typical
cabinet-top,ceiling recessed light,121,76,429,kitchen,626,<
cabinet-top,ceiling recessed light-light source,82,41,255,kitchen,378,<
cabinet-top,chair,193,0,0,kitchen,193,>
cabinet-top,door,89,19,0,kitchen,108,>
cabinet-top,door-handle,851,0,0,kitchen,851,>
cabinet-top,door-knob,1498,0,10,kitchen,1508,>
cabinet-top,door-pane,559,46,0,kitchen,605,>
cabinet-top,floor,200,0,0,kitchen,200,>
cabinet-top,picture,67,11,34,kitchen,112,">,<"
cabinet-top,plant,118,29,42,kitchen,189,>
cabinet-top,window,177,73,20,kitchen,270,>
cabinets,cabinet,127,138,154,kitchen,419,">,=,<"
cabinets,ceiling,0,29,102,kitchen,131,<
cabinets,ceiling recessed light,0,36,143,kitchen,179,<
cabinets,plant,61,30,118,kitchen,209,">,<"
cabinets,wall,53,185,192,kitchen,430,"=,<"
cabinets,window,11,68,98,kitchen,177,"=,<"
cabinets-door,cabinet,187,142,165,kitchen,494,">,=,<"
cabinets-door,cabinet-door,188,147,204,kitchen,539,">,=,<"
cabinets-door,ceiling recessed light,0,18,133,kitchen,151,<
cabinets-door,door-knob,509,184,198,kitchen,891,">,=,<"
cabinets-door,door-pane,35,59,37,kitchen,131,">,=,<"
cabinets-door,wall,92,205,181,kitchen,478,"=,<"
cabinets-door,window,0,79,46,kitchen,125,"=,<"
candle holder,arm-outside arm,102,19,0,living_room,121,>
candle holder,armchair,207,140,31,living_room,378,">,="
candle holder,armchair-leg,127,17,0,living_room,144,>
candle holder,armchair-seat cushion,82,29,0,living_room,111,>
candle holder,book,91,0,10,living_room,101,>
candle holder,books,175,35,159,living_room,369,">,<"
candle holder,cabinet-door,24,28,137,bathroom,189,<
candle holder,carpet,156,15,0,living_room,171,>
candle holder,ceiling recessed light-aperture,0,0,102,living_room,102,<
candle holder,chair,16,11,93,kitchen,120,<
candle holder,chandelier-shade,0,0,128,living_room,128,<
candle holder,coffee table,230,68,0,living_room,298,>
candle holder,coffee table-leg,111,0,0,living_room,111,>
candle holder,door,12,118,88,living_room,218,"=,<"
candle holder,door-knob,59,29,79,kitchen,167,">,<"
candle holder,figurine,87,36,56,living_room,179,">,=,<"
candle holder,fireplace,154,71,44,living_room,269,">,="
candle holder,floor lamp,52,33,56,living_room,141,">,=,<"
candle holder,floor lamp-shade,51,10,76,living_room,137,">,<"
candle holder,flowerpot,140,50,63,living_room,253,">,<"
candle holder,plant,179,122,13,bathroom,314,">,="
candle holder,shelves,27,69,35,living_room,131,">,=,<"
candle holder,shelves-shelf,46,19,70,living_room,135,">,<"
candle holder,side table,250,90,36,living_room,376,>
candle holder,sofa,126,137,51,living_room,314,">,="
candle holder,sofa-arm,146,75,23,living_room,244,">,="
candle holder,sofa-back pillow,169,117,57,living_room,343,">,="
candle holder,sofa-seat cushion,247,65,10,living_room,322,>
candle holder,table,90,34,21,living_room,145,>
candle holder,television,31,36,62,living_room,129,">,=,<"
candle holder,window-pane,18,32,121,living_room,171,<
carpet,arm-inside arm,0,73,169,living_room,242,"=,<"
carpet,arm-outside arm,0,97,46,living_room,143,"=,<"
carpet,armchair-seat cushion,0,37,69,living_room,106,"=,<"
carpet,candle holder,0,15,156,living_room,171,<
carpet,chandelier-light source,0,0,104,living_room,104,<
carpet,coffee table,18,255,62,living_room,335,=
carpet,coffee table-leg,15,85,0,living_room,100,=
carpet,figurine,0,12,162,living_room,174,<
carpet,fireplace,0,12,153,living_room,165,<
carpet,floor lamp,0,0,109,living_room,109,<
carpet,floor lamp-shade,0,0,109,living_room,109,<
carpet,flowerpot,0,21,99,living_room,120,<
carpet,sofa-arm,0,72,194,living_room,266,<
carpet,sofa-back pillow,0,19,288,living_room,307,<
carpet,sofa-leg,46,54,21,living_room,121,">,="
carpet,sofa-seat base,11,66,40,living_room,117,"=,<"
carpet,sofa-seat cushion,16,110,236,living_room,362,"=,<"
carpet,television,0,0,109,living_room,109,<
carpet,window-pane,0,0,157,living_room,157,<
casserole,wall,14,52,88,kitchen,154,"=,<"
cds,books,18,0,93,living_room,111,<
ceiling,cabinets,102,29,0,kitchen,131,>
ceiling,coffee table-top,122,0,0,living_room,122,>
ceiling,extractor hood,197,51,0,kitchen,248,>
ceiling,kettle,115,0,0,kitchen,115,>
ceiling,microwave,296,0,0,kitchen,296,>
ceiling,oven,261,0,0,kitchen,261,>
ceiling,pendant lamp-canopy,32,81,22,kitchen,135,=
ceiling,range,238,0,0,kitchen,238,>
ceiling,refrigerator,284,11,0,kitchen,295,>
ceiling,sink,344,0,0,bathroom,344,>
ceiling,speaker,135,0,0,living_room,135,>
ceiling,stove,164,0,0,kitchen,164,>
ceiling,work surface,793,0,0,kitchen,793,>
ceiling fan,sofa,115,0,0,living_room,115,>
ceiling fan-blade,arm-inside arm,130,0,0,living_room,130,>
ceiling fan-blade,arm-outside arm,104,0,0,living_room,104,>
ceiling fan-blade,coffee table-leg,119,0,0,living_room,119,>
ceiling fan-blade,door-knob,147,0,0,kitchen,147,>
ceiling fan-blade,shelves-shelf,127,0,0,living_room,127,>
ceiling fan-blade,sofa-back pillow,122,0,0,living_room,122,>
ceiling fan-blade,sofa-seat cushion,154,0,0,living_room,154,>
ceiling recessed light,arm-arm panel,142,0,0,living_room,142,>
ceiling recessed light,back-rail,117,0,0,kitchen,117,>
ceiling recessed light,back-spindle,207,0,0,kitchen,207,>
ceiling recessed light,blanket,140,0,0,living_room,140,>
ceiling recessed light,cabinet-skirt,119,0,0,kitchen,119,>
ceiling recessed light,cabinet-top,429,76,121,kitchen,626,>
ceiling recessed light,cabinets,143,36,0,kitchen,179,>
ceiling recessed light,cabinets-door,133,18,0,kitchen,151,>
ceiling recessed light,chandelier,43,51,15,kitchen,109,">,="
ceiling recessed light,coffee maker,262,0,0,kitchen,262,>
ceiling recessed light,coffee table-top,153,0,0,living_room,153,>
ceiling recessed light,extractor hood,385,146,23,kitchen,554,>
ceiling recessed light,fruit,111,0,0,kitchen,111,>
ceiling recessed light,fruits,146,0,0,kitchen,146,>
ceiling recessed light,kettle,232,0,0,kitchen,232,>
ceiling recessed light,kitchen island,317,0,0,kitchen,317,>
ceiling recessed light,knife set,161,0,0,kitchen,161,>
ceiling recessed light,microwave,460,0,0,kitchen,460,>
ceiling recessed light,oven,630,0,0,kitchen,630,>
ceiling recessed light,pendant lamp-canopy,137,31,334,kitchen,502,<
ceiling recessed light,pendant lamp-chain,31,25,60,kitchen,116,">,=,<"
ceiling recessed light,plate,336,0,0,kitchen,336,>
ceiling recessed light,refrigerator,592,57,0,kitchen,649,>
ceiling recessed light,sconce-backplate,111,0,0,living_room,111,>
ceiling recessed light,sculpture,147,0,0,living_room,147,>
ceiling recessed light,shelves-door,120,0,0,living_room,120,>
ceiling recessed light,sofa-leg,300,0,0,living_room,300,>
ceiling recessed light,sofa-skirt,113,0,0,living_room,113,>
ceiling recessed light,stool-leg,136,0,0,kitchen,136,>
ceiling recessed light,stove,334,0,0,kitchen,334,>
ceiling recessed light,toaster,121,0,0,kitchen,121,>
ceiling recessed light,window-muntin,133,0,0,living_room,133,>
ceiling recessed light,work surface,1543,0,0,kitchen,1543,>
ceiling recessed light-aperture,candle holder,102,0,0,living_room,102,>
ceiling recessed light-aperture,chair-leg,115,0,0,kitchen,115,>
ceiling recessed light-aperture,coffee table,146,0,0,living_room,146,>
ceiling recessed light-aperture,door-knob,450,0,0,kitchen,450,>
ceiling recessed light-aperture,oven,102,0,0,kitchen,102,>
ceiling recessed light-aperture,pendant lamp-canopy,31,0,109,kitchen,140,<
ceiling recessed light-aperture,refrigerator,109,0,0,kitchen,109,>
ceiling recessed light-aperture,sofa-arm,142,0,0,living_room,142,>
ceiling recessed light-aperture,sofa-seat cushion,195,0,0,living_room,195,>
ceiling recessed light-highlight,armchair,119,0,0,living_room,119,>
ceiling recessed light-highlight,cabinet,30,242,64,bathroom,336,=
ceiling recessed light-highlight,cabinet-door,23,211,124,bathroom,358,"=,<"
ceiling recessed light-highlight,chair,104,0,0,kitchen,104,>
ceiling recessed light-highlight,coffee table,114,0,0,living_room,114,>
ceiling recessed light-highlight,door-handle,279,33,12,kitchen,324,>
ceiling recessed light-highlight,door-knob,17,12,76,bathroom,105,<
ceiling recessed light-highlight,outlet,122,0,0,kitchen,122,>
ceiling recessed light-highlight,pendant lamp-shade,81,13,22,kitchen,116,>
ceiling recessed light-highlight,sofa,122,0,0,living_room,122,>
ceiling recessed light-highlight,sofa-arm,126,0,0,living_room,126,>
ceiling recessed light-highlight,sofa-seat cushion,221,0,0,living_room,221,>
ceiling recessed light-highlight,work surface,182,0,0,kitchen,182,>
ceiling recessed light-light source,back-spindle,172,0,0,kitchen,172,>
ceiling recessed light-light source,basket,129,0,0,kitchen,129,>
ceiling recessed light-light source,blanket,109,0,0,living_room,109,>
ceiling recessed light-light source,bowl,320,0,0,kitchen,320,>
ceiling recessed light-light source,cabinet-top,255,41,82,kitchen,378,>
ceiling recessed light-light source,coffee maker,147,0,0,kitchen,147,>
ceiling recessed light-light source,coffee table-top,103,0,0,living_room,103,>
ceiling recessed light-light source,extractor hood,231,83,19,kitchen,333,>
ceiling recessed light-light source,fruits,115,0,0,kitchen,115,>
ceiling recessed light-light source,kettle,155,0,0,kitchen,155,>
ceiling recessed light-light source,kitchen island,207,0,0,kitchen,207,>
ceiling recessed light-light source,microwave,251,0,0,kitchen,251,>
ceiling recessed light-light source,oven,410,0,0,kitchen,410,>
ceiling recessed light-light source,pendant lamp-canopy,105,18,229,kitchen,352,">,<"
ceiling recessed light-light source,plate,216,0,0,kitchen,216,>
ceiling recessed light-light source,railing,85,17,26,living_room,128,>
ceiling recessed light-light source,refrigerator,353,36,0,kitchen,389,>
ceiling recessed light-light source,sculpture,105,0,0,living_room,105,>
ceiling recessed light-light source,shelves-shelf,213,0,0,living_room,213,>
ceiling recessed light-light source,sofa-back pillow,128,0,0,kitchen,128,>
ceiling recessed light-light source,sofa-leg,192,0,0,living_room,192,>
ceiling recessed light-light source,stool,130,0,0,kitchen,130,>
ceiling recessed light-light source,stool-leg,108,0,0,kitchen,108,>
ceiling recessed light-light source,stove,192,0,0,kitchen,192,>
ceiling recessed light-light source,table,146,0,0,kitchen,146,>
ceiling recessed light-light source,work surface,1007,0,0,kitchen,1007,>
ceiling spotlight,books,383,0,0,living_room,383,>
ceiling spotlight,cabinet-door,292,26,0,kitchen,318,>
ceiling spotlight,door-handle,179,0,0,kitchen,179,>
ceiling spotlight,sofa-arm,104,0,0,living_room,104,>
ceiling spotlight,sofa-back pillow,200,0,0,living_room,200,>
ceiling spotlight,sofa-seat cushion,160,0,0,living_room,160,>
ceiling spotlight,window,91,15,0,kitchen,106,>
ceiling spotlight,work surface,105,0,0,kitchen,105,>
ceiling spotlight-arm,books,112,0,0,living_room,112,>
ceiling spotlight-highlight,books,203,0,0,living_room,203,>
ceiling spotlight-highlight,cabinet,99,42,0,kitchen,141,>
ceiling spotlight-highlight,cabinet-door,74,42,0,kitchen,116,">,="
ceiling spotlight-highlight,ceiling spotlight-light source,28,29,50,kitchen,107,">,=,<"
ceiling spotlight-highlight,ceiling spotlight-shade,109,47,31,kitchen,187,">,="
ceiling spotlight-highlight,cushion,173,0,0,living_room,173,>
ceiling spotlight-highlight,door-handle,101,0,0,kitchen,101,>
ceiling spotlight-highlight,picture,182,10,0,living_room,192,>
ceiling spotlight-highlight,sofa-back pillow,112,0,0,living_room,112,>
ceiling spotlight-light source,books,248,0,0,living_room,248,>
ceiling spotlight-light source,cabinet,182,20,0,kitchen,202,>
ceiling spotlight-light source,cabinet-door,136,13,0,kitchen,149,>
ceiling spotlight-light source,ceiling spotlight-highlight,50,29,28,kitchen,107,">,=,<"
ceiling spotlight-light source,picture,200,0,0,living_room,200,>
ceiling spotlight-light source,sofa-back pillow,106,0,0,living_room,106,>
ceiling spotlight-shade,books,188,0,0,living_room,188,>
ceiling spotlight-shade,cabinet,204,23,0,kitchen,227,>
ceiling spotlight-shade,cabinet-door,178,12,0,kitchen,190,>
ceiling spotlight-shade,ceiling spotlight-highlight,31,47,109,kitchen,187,"=,<"
ceiling spotlight-shade,door-handle,120,0,0,kitchen,120,>
ceiling spotlight-shade,picture,308,0,0,living_room,308,>
ceiling spotlight-shade,sofa-back pillow,100,0,0,living_room,100,>
ceiling-beam,cabinet-door,142,0,0,kitchen,142,>
ceiling-beam,cushion,197,0,0,living_room,197,>
ceiling-beam,door-handle,124,0,0,kitchen,124,>
chair,arm-arm panel,138,34,0,living_room,172,>
chair,arm-arm support,73,36,0,living_room,109,">,="
chair,arm-inside arm,294,126,23,living_room,443,>
chair,arm-outside arm,200,54,0,living_room,254,>
chair,armchair-back,34,77,17,living_room,128,">,="
chair,armchair-back pillow,70,69,15,living_room,154,">,="
chair,armchair-leg,218,28,0,living_room,246,>
chair,armchair-seat cushion,141,37,0,living_room,178,>
chair,back-rail,60,223,35,kitchen,318,=
chair,back-stile,48,303,15,kitchen,366,=
chair,basket,17,37,117,kitchen,171,<
chair,bottle,15,79,268,kitchen,362,<
chair,bowl,57,84,198,kitchen,339,<
chair,cabinet-top,0,0,193,kitchen,193,<
chair,candle holder,93,11,16,kitchen,120,>
chair,ceiling recessed light-highlight,0,0,104,kitchen,104,<
chair,chair-apron,95,70,0,kitchen,165,">,="
chair,chair-stretcher,210,18,0,kitchen,228,>
chair,coffee table-leg,141,0,0,living_room,141,>
chair,door-hinge,15,0,95,kitchen,110,<
chair,door-muntin,16,12,182,kitchen,210,<
chair,extractor hood,0,0,206,kitchen,206,<
chair,faucet,14,28,88,kitchen,130,<
chair,figurine,10,59,45,kitchen,114,"=,<"
chair,fireplace,12,235,65,living_room,312,=
chair,floor lamp-column,0,47,77,living_room,124,"=,<"
chair,jar,10,17,117,kitchen,144,<
chair,kettle,18,31,62,kitchen,111,"=,<"
chair,kitchen island,10,130,20,kitchen,160,=
chair,microwave,0,0,184,kitchen,184,<
chair,ottoman,99,37,0,living_room,136,>
chair,oven,27,91,122,kitchen,240,"=,<"
chair,pendant lamp-canopy,0,0,212,kitchen,212,<
chair,pendant lamp-cord,0,0,184,kitchen,184,<
chair,pendant lamp-light source,0,0,310,kitchen,310,<
chair,pendant lamp-shade,0,0,438,kitchen,438,<
chair,plate,27,47,146,kitchen,220,<
chair,pot,11,63,223,kitchen,297,<
chair,refrigerator,0,97,117,kitchen,214,"=,<"
chair,sink,92,80,13,bathroom,185,">,="
chair,sofa-arm,368,202,27,living_room,597,">,="
chair,sofa-back pillow,286,10,36,kitchen,332,>
chair,sofa-leg,219,17,0,living_room,236,>
chair,sofa-seat base,190,37,0,living_room,227,>
chair,sofa-seat cushion,11,162,21,kitchen,194,=
chair,speaker,25,36,68,living_room,129,"=,<"
chair,tray,20,29,76,kitchen,125,<
chair,work surface,103,195,307,kitchen,605,"=,<"
chair-apron,back-stile,0,0,129,kitchen,129,<
chair-apron,cabinet,0,21,104,kitchen,125,<
chair-apron,cabinet-door,0,24,141,kitchen,165,<
chair-apron,chair,0,70,95,kitchen,165,"=,<"
chair-apron,chair-back,0,0,120,kitchen,120,<
chair-apron,chair-seat,0,30,82,kitchen,112,<
chair-arm,books,0,13,226,living_room,239,<
chair-back,armchair-arm,84,25,10,living_room,119,>
chair-back,back-rail,49,157,14,kitchen,220,=
chair-back,back-stile,21,242,0,kitchen,263,=
chair-back,chair-apron,120,0,0,kitchen,120,>
chair-back,chair-stretcher,193,0,0,kitchen,193,>
chair-back,door-knob,44,30,220,kitchen,294,<
chair-back,sofa-back pillow,18,81,13,living_room,112,=
chair-back,sofa-seat cushion,89,31,0,living_room,120,>
chair-leg,arm-inside arm,17,49,70,living_room,136,"=,<"
chair-leg,armchair,0,44,71,living_room,115,"=,<"
chair-leg,back-stile,0,10,506,kitchen,516,<
chair-leg,bowl,0,0,127,kitchen,127,<
chair-leg,ceiling recessed light-aperture,0,0,115,kitchen,115,<
chair-leg,chair-stretcher,174,358,27,kitchen,559,">,="
chair-leg,lower sash-pane,0,0,145,kitchen,145,<
chair-leg,plate,0,12,96,kitchen,108,<
chair-leg,sofa,0,43,93,living_room,136,"=,<"
chair-leg,sofa-arm,34,84,111,living_room,229,"=,<"
chair-leg,sofa-back pillow,0,45,209,living_room,254,<
chair-leg,sofa-seat cushion,102,72,121,living_room,295,">,=,<"
chair-leg,upper sash-pane,0,0,153,kitchen,153,<
chair-seat,back-rail,0,13,90,kitchen,103,<
chair-seat,back-spindle,0,17,90,kitchen,107,<
chair-seat,back-stile,0,37,106,kitchen,143,<
chair-seat,cabinet,0,37,160,kitchen,197,<
chair-seat,chair-apron,82,30,0,kitchen,112,>
chair-seat,chair-stretcher,136,0,0,kitchen,136,>
chair-skirt,books,0,0,165,living_room,165,<
chair-stretcher,back-rail,0,0,183,kitchen,183,<
chair-stretcher,back-stile,0,0,205,kitchen,205,<
chair-stretcher,cabinet,0,0,216,kitchen,216,<
chair-stretcher,cabinet-door,0,13,233,kitchen,246,<
chair-stretcher,chair,0,18,210,kitchen,228,<
chair-stretcher,chair-back,0,0,193,kitchen,193,<
chair-stretcher,chair-leg,27,358,174,kitchen,559,"=,<"
chair-stretcher,chair-seat,0,0,136,kitchen,136,<
chair-stretcher,wall,0,0,136,kitchen,136,<
chair-stretcher,window-pane,0,0,144,kitchen,144,<
chandelier,ceiling recessed light,15,51,43,kitchen,109,"=,<"
chandelier-light source,armchair-arm,125,0,0,living_room,125,>
chandelier-light source,books,135,0,0,living_room,135,>
chandelier-light source,carpet,104,0,0,living_room,104,>
chandelier-light source,coffee table,101,0,0,living_room,101,>
chandelier-light source,door-pane,195,0,0,living_room,195,>
chandelier-light source,fireplace,105,0,0,living_room,105,>
chandelier-light source,sconce-shade,73,0,28,bathroom,101,>
chandelier-light source,side table,103,0,0,living_room,103,>
chandelier-light source,sofa,103,0,0,living_room,103,>
chandelier-light source,sofa-arm,147,0,0,living_room,147,>
chandelier-light source,sofa-back pillow,129,0,0,living_room,129,>
chandelier-light source,sofa-seat cushion,189,0,0,living_room,189,>
chandelier-shade,arm-inside arm,119,0,0,living_room,119,>
chandelier-shade,candle holder,128,0,0,living_room,128,>
chandelier-shade,coffee table,122,0,0,living_room,122,>
chandelier-shade,door-muntin,115,0,0,living_room,115,>
chandelier-shade,door-pane,224,13,13,kitchen,250,>
chandelier-shade,sconce-shade,74,0,28,bathroom,102,>
chandelier-shade,side table,115,0,0,living_room,115,>
chandelier-shade,sofa,142,0,0,living_room,142,>
chandelier-shade,sofa-arm,132,0,0,living_room,132,>
chandelier-shade,sofa-back pillow,198,0,0,living_room,198,>
chandelier-shade,sofa-seat cushion,167,0,0,living_room,167,>
chandelier-shade,window-pane,52,17,40,kitchen,109,">,<"
chest of drawers,cabinet-door,13,229,563,kitchen,805,<
chest of drawers,door-knob,12,79,234,kitchen,325,<
chest of drawers-drawer,button panel-dial,14,85,362,kitchen,461,<
clock,cabinet-door,121,73,74,kitchen,268,">,=,<"
clock-face,cabinet-door,84,55,14,kitchen,153,">,="
coffee maker,ceiling recessed light,0,0,262,kitchen,262,<
coffee maker,ceiling recessed light-light source,0,0,147,kitchen,147,<
coffee table,arm-inside arm,12,140,146,living_room,298,"=,<"
coffee table,arm-outside arm,27,141,19,living_room,187,=
coffee table,armchair-seat cushion,12,62,54,living_room,128,"=,<"
coffee table,blind,0,0,110,living_room,110,<
coffee table,book,17,95,34,living_room,146,=
coffee table,books,12,108,329,living_room,449,<
coffee table,bowl,0,105,67,living_room,172,"=,<"
coffee table,box,14,63,52,living_room,129,"=,<"
coffee table,cabinet,0,87,321,living_room,408,<
coffee table,cabinet-door,0,25,105,living_room,130,<
coffee table,candle holder,0,68,230,living_room,298,<
coffee table,carpet,62,255,18,living_room,335,=
coffee table,ceiling recessed light-aperture,0,0,146,living_room,146,<
coffee table,ceiling recessed light-highlight,0,0,114,living_room,114,<
coffee table,chandelier-light source,0,0,101,living_room,101,<
coffee table,chandelier-shade,0,0,122,living_room,122,<
coffee table,coffee table-top,0,117,0,living_room,117,=
coffee table,figurine,0,34,145,living_room,179,<
coffee table,fireplace,0,25,196,living_room,221,<
coffee table,floor lamp-shade,0,0,139,living_room,139,<
coffee table,flowerpot,0,68,116,living_room,184,"=,<"
coffee table,plate,0,32,69,living_room,101,"=,<"
coffee table,side table,34,185,244,living_room,463,"=,<"
coffee table,sofa-back pillow,0,58,424,living_room,482,<
coffee table,sofa-leg,90,43,0,living_room,133,">,="
coffee table,sofa-seat base,11,172,0,living_room,183,=
coffee table,table,0,24,108,living_room,132,<
coffee table,television,0,0,160,living_room,160,<
coffee table,window-pane,0,0,232,living_room,232,<
coffee table-apron,coffee table-leg,60,112,0,living_room,172,">,="
coffee table-apron,cushion,0,11,172,living_room,183,<
coffee table-apron,picture,0,0,111,living_room,111,<
coffee table-apron,sofa-seat cushion,10,32,72,living_room,114,"=,<"
coffee table-apron,wall,0,0,158,living_room,158,<
coffee table-apron,window-pane,0,0,118,living_room,118,<
coffee table-leg,arm-outside arm,0,76,105,living_room,181,"=,<"
coffee table-leg,armchair-leg,51,39,57,living_room,147,">,=,<"
coffee table-leg,books,0,0,225,living_room,225,<
coffee table-leg,candle holder,0,0,111,living_room,111,<
coffee table-leg,carpet,0,85,15,living_room,100,=
coffee table-leg,ceiling fan-blade,0,0,119,living_room,119,<
coffee table-leg,chair,0,0,141,living_room,141,<
coffee table-leg,coffee table-apron,0,112,60,living_room,172,"=,<"
coffee table-leg,coffee table-top,0,39,212,living_room,251,<
coffee table-leg,door,0,0,118,living_room,118,<
coffee table-leg,flowerpot,0,24,118,living_room,142,<
coffee table-leg,flowers,0,0,113,living_room,113,<
coffee table-leg,plant,0,0,236,living_room,236,<
coffee table-leg,sofa-seat base,0,73,95,living_room,168,"=,<"
coffee table-leg,vase,0,0,197,living_room,197,<
coffee table-top,arm-inside arm,0,59,71,living_room,130,"=,<"
coffee table-top,armchair-arm,10,46,86,living_room,142,"=,<"
coffee table-top,books,0,12,135,living_room,147,<
coffee table-top,ceiling,0,0,122,living_room,122,<
coffee table-top,ceiling recessed light,0,0,153,living_room,153,<
coffee table-top,ceiling recessed light-light source,0,0,103,living_room,103,<
coffee table-top,coffee table,0,117,0,living_room,117,=
coffee table-top,coffee table-leg,212,39,0,living_room,251,>
coffee table-top,curtain,0,0,135,living_room,135,<
coffee table-top,door-pane,0,0,137,living_room,137,<
coffee table-top,picture,0,0,223,living_room,223,<
coffee table-top,plant,0,0,106,living_room,106,<
coffee table-top,sofa-arm,0,79,90,living_room,169,"=,<"
coffee table-top,sofa-back pillow,0,17,187,living_room,204,<
coffee table-top,sofa-seat cushion,33,133,77,living_room,243,"=,<"
coffee table-top,window,0,0,212,living_room,212,<
coffee table-top,window-pane,0,0,147,living_room,147,<
column,cabinet,40,60,26,kitchen,126,">,=,<"
column,plant,75,53,0,living_room,128,">,="
column,sofa-seat cushion,110,0,0,living_room,110,>
console table,picture,0,0,106,living_room,106,<
curtain,arm-arm support,119,0,0,living_room,119,>
curtain,coffee table-top,135,0,0,living_room,135,>
curtain,floor lamp-highlight,82,80,22,living_room,184,">,="
curtain,plant pot,117,32,0,living_room,149,>
curtain,sofa-skirt,109,0,0,living_room,109,>
curtain,work surface,200,0,0,kitchen,200,>
cushion,arm-arm support,119,28,0,living_room,147,>
cushion,armchair-earmuffs,0,47,70,living_room,117,"=,<"
cushion,ceiling spotlight-highlight,0,0,173,living_room,173,<
cushion,ceiling-beam,0,0,197,living_room,197,<
cushion,coffee table-apron,172,11,0,living_room,183,>
cushion,door-muntin,0,0,220,living_room,220,<
cushion,floor lamp-arm,0,0,134,living_room,134,<
cushion,sofa-skirt,214,10,0,living_room,224,>
cushion,step,94,47,10,living_room,151,">,="
cushion,torchiere lamp,0,10,137,living_room,147,<
cushion,torchiere lamp-shade,0,0,128,living_room,128,<
cushion,window-casing,0,0,102,living_room,102,<
cushion,window-rail,0,0,138,living_room,138,<
cushion,window-stile,0,0,109,living_room,109,<
door,bottle,30,54,26,bathroom,110,">,=,<"
door,bowl,66,30,12,kitchen,108,">,="
door,cabinet-top,0,19,89,kitchen,108,<
door,candle holder,88,118,12,living_room,218,">,="
door,coffee table-leg,118,0,0,living_room,118,>
door,fireplace,43,158,0,living_room,201,=
door,floor lamp-shade,10,93,0,living_room,103,=
door,microwave,21,95,0,kitchen,116,=
door,pendant lamp-light source,0,66,35,kitchen,101,"=,<"
door,refrigerator,0,140,0,kitchen,140,=
door,sofa,32,80,0,kitchen,112,=
door,sofa-back pillow,23,97,0,kitchen,120,=
door,sofa-leg,107,0,0,living_room,107,>
door,sofa-seat base,128,0,0,living_room,128,>
door,sofa-seat cushion,411,0,0,living_room,411,>
door,work surface,268,68,0,kitchen,336,>
door-door frame,cabinet-door,25,221,70,bathroom,316,=
door-door frame,sofa-seat cushion,115,0,0,living_room,115,>
door-handle,back-spindle,175,21,18,kitchen,214,>
door-handle,button panel-dial,994,152,641,kitchen,1787,">,<"
door-handle,cabinet-shelf,123,12,246,kitchen,381,">,<"
door-handle,cabinet-skirt,454,0,39,kitchen,493,>
door-handle,cabinet-top,0,0,851,kitchen,851,<
door-handle,ceiling recessed light-highlight,12,33,279,kitchen,324,<
door-handle,ceiling spotlight,0,0,179,kitchen,179,<
door-handle,ceiling spotlight-highlight,0,0,101,kitchen,101,<
door-handle,ceiling spotlight-shade,0,0,120,kitchen,120,<
door-handle,ceiling-beam,0,0,124,kitchen,124,<
door-handle,door-knob,13,213,852,bathroom,1078,<
door-handle,door-muntin,37,27,201,kitchen,265,<
door-handle,oven,344,209,111,kitchen,664,">,="
door-handle,pot,340,51,26,bathroom,417,>
door-handle,sofa-seat cushion,131,12,10,living_room,153,>
door-handle,stool-leg,197,0,0,kitchen,197,>
door-handle,table,103,28,30,kitchen,161,>
door-handle,tray,84,20,91,kitchen,195,">,<"
door-handle,work surface,914,151,543,kitchen,1608,">,<"
door-hinge,cabinet-door,448,403,519,kitchen,1370,">,=,<"
door-hinge,chair,95,0,15,kitchen,110,>
door-hinge,door-knob,395,85,187,kitchen,667,">,<"
door-hinge,door-muntin,117,31,116,kitchen,264,">,<"
door-hinge,door-pane,223,73,236,kitchen,532,">,<"
door-knob,armchair-seat cushion,104,0,0,living_room,104,>
door-knob,back-rail,186,15,19,kitchen,220,>
door-knob,book,98,0,43,kitchen,141,">,<"
door-knob,books,91,0,35,kitchen,126,>
door-knob,bowl,335,15,255,kitchen,605,">,<"
door-knob,box,106,0,127,kitchen,233,">,<"
door-knob,cabinet-shelf,49,0,116,kitchen,165,<
door-knob,cabinet-top,10,0,1498,kitchen,1508,<
door-knob,cabinets-door,198,184,509,kitchen,891,">,=,<"
door-knob,candle holder,79,29,59,kitchen,167,">,<"
door-knob,ceiling fan-blade,0,0,147,kitchen,147,<
door-knob,ceiling recessed light-aperture,0,0,450,kitchen,450,<
door-knob,ceiling recessed light-highlight,76,12,17,bathroom,105,>
door-knob,chair-back,220,30,44,kitchen,294,>
door-knob,chest of drawers,234,79,12,kitchen,325,>
door-knob,door-handle,852,213,13,bathroom,1078,>
door-knob,door-hinge,187,85,395,kitchen,667,">,<"
door-knob,door-muntin,112,43,933,kitchen,1088,<
door-knob,flowerpot,202,10,146,kitchen,358,">,<"
door-knob,pendant lamp-canopy,0,0,251,kitchen,251,<
door-knob,pendant lamp-light source,0,0,260,kitchen,260,<
door-knob,pitcher,107,0,156,kitchen,263,">,<"
door-knob,plate,230,14,436,kitchen,680,">,<"
door-knob,pot,608,26,21,bathroom,655,>
door-knob,sofa,57,11,35,kitchen,103,">,<"
door-knob,sofa-back pillow,81,16,20,kitchen,117,>
door-knob,table,95,20,16,kitchen,131,>
door-knob,teapot,68,0,55,kitchen,123,">,<"
door-knob,tray,188,0,130,kitchen,318,">,<"
