object,entropy,total,red,orange,yellow,brown,green,blue,purple,pink,white,gray,black
banana holder,1.5314,32,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.2188,0.2188,0.0625
pajama,1.5315,25,0.04,0.0,0.04,0.04,0.04,0.52,0.0,0.12,0.16,0.04,0.0
water scene,1.5317,72,0.0,0.0,0.0,0.1667,0.1528,0.4444,0.0,0.0,0.0972,0.0417,0.0972
glass lid,1.5318,14,0.0,0.0,0.0,0.0,0.2143,0.1429,0.0,0.0,0.1429,0.1429,0.3571
ace,1.5318,14,0.1429,0.0,0.0,0.1429,0.0,0.3571,0.0,0.0,0.1429,0.0,0.2143
dessert,1.5318,942,0.103,0.0435,0.1253,0.5021,0.0212,0.0159,0.0011,0.0212,0.1624,0.0,0.0042
airport terminal building,1.5323,477,0.0105,0.0105,0.0189,0.2222,0.0294,0.0524,0.0,0.0,0.457,0.1656,0.0335
diamond formation,1.5325,387,0.0026,0.0103,0.2506,0.0,0.0052,0.0439,0.0,0.0,0.3618,0.155,0.1705
bathroom countertop,1.5326,93,0.0,0.0,0.0645,0.3011,0.0108,0.0215,0.0,0.0323,0.4194,0.0645,0.086
stone table,1.5327,760,0.0132,0.0039,0.0092,0.4053,0.0105,0.0276,0.0026,0.0026,0.1487,0.2789,0.0974
cigarette lighter,1.5327,29,0.069,0.069,0.1034,0.0,0.069,0.5517,0.0,0.0,0.069,0.0345,0.0345
metal walkway,1.5328,39,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0,0.0,0.1282,0.4615,0.2564
volleyball net,1.5329,193,0.0829,0.0518,0.1192,0.0052,0.0207,0.0207,0.0,0.0,0.3834,0.0,0.3161
lion statue,1.533,98,0.0,0.0,0.0816,0.2041,0.0102,0.0,0.0,0.0,0.1122,0.3469,0.2449
toy monkey,1.533,82,0.1098,0.061,0.0,0.5732,0.0,0.0366,0.0488,0.0244,0.0488,0.0488,0.0488
scrap paper,1.5331,65,0.0615,0.0154,0.0923,0.0308,0.0308,0.0462,0.0,0.0154,0.5846,0.0615,0.0615
polka dot shirt,1.5332,707,0.0736,0.0566,0.0071,0.0226,0.0099,0.0835,0.0057,0.0608,0.5743,0.0184,0.0877
player head,1.5334,1403,0.0984,0.0128,0.0164,0.3443,0.0157,0.0941,0.0014,0.0014,0.02,0.015,0.3806
score board,1.5335,155,0.0581,0.0194,0.0129,0.0065,0.3419,0.1355,0.0,0.0,0.0774,0.0,0.3484
living room couch,1.5335,334,0.006,0.003,0.1437,0.4731,0.012,0.0539,0.0,0.0,0.1946,0.0449,0.0689
zoo exhibit,1.5335,87,0.0115,0.0115,0.0,0.1724,0.2069,0.0345,0.0,0.0,0.046,0.4483,0.069
coffe table,1.5335,2043,0.0328,0.0137,0.0132,0.467,0.0215,0.0206,0.001,0.0064,0.2487,0.0426,0.1326
phillip,1.5336,17,0.0588,0.0588,0.0,0.0,0.0,0.0588,0.0,0.0,0.1765,0.2941,0.3529
party balloon,1.5336,21,0.0,0.1905,0.0,0.0,0.1429,0.2857,0.0,0.2857,0.0952,0.0,0.0
camper van,1.5338,201,0.1493,0.0249,0.0348,0.01,0.0299,0.204,0.0,0.0,0.4726,0.0697,0.005
menu board,1.5339,108,0.0556,0.0093,0.0278,0.0833,0.0833,0.0741,0.0,0.0,0.1481,0.0,0.5185
food dish,1.5339,566,0.0442,0.0177,0.0283,0.106,0.0194,0.0848,0.0,0.0053,0.5654,0.0795,0.0495
cole slaw,1.5342,61,0.0492,0.1148,0.0984,0.082,0.1148,0.0,0.0,0.0328,0.5082,0.0,0.0
web page,1.5343,74,0.0946,0.0135,0.0405,0.0,0.027,0.1892,0.0,0.0,0.4595,0.0135,0.1622
camera glare,1.5343,186,0.0538,0.0538,0.0269,0.0,0.0323,0.1505,0.0054,0.0,0.5376,0.0484,0.0914
bike number,1.5343,482,0.0664,0.0394,0.0705,0.0,0.0228,0.0581,0.0,0.0021,0.3734,0.0083,0.3589
boxer,1.5343,52,0.1154,0.0192,0.0,0.4038,0.0192,0.1154,0.0,0.0,0.0577,0.0,0.2692
cursive,1.5344,25,0.12,0.0,0.04,0.0,0.0,0.16,0.04,0.0,0.32,0.0,0.32
metal hanger,1.5346,40,0.0,0.025,0.1,0.025,0.025,0.025,0.0,0.0,0.125,0.475,0.2
spine,1.5346,90,0.0444,0.0,0.0,0.0889,0.1111,0.0444,0.0,0.0,0.0778,0.1222,0.5111
brick fence,1.5347,149,0.255,0.0,0.0,0.2685,0.0067,0.0,0.0,0.0,0.0537,0.1611,0.255
cat color,1.5349,40,0.0,0.075,0.0,0.225,0.0,0.0,0.0,0.0,0.2,0.3,0.2
girl skateboard,1.5349,294,0.1054,0.0578,0.0204,0.0782,0.0068,0.034,0.0034,0.0272,0.1088,0.0034,0.5544
road side,1.535,6479,0.0238,0.0017,0.033,0.1318,0.0733,0.0077,0.0002,0.0,0.0747,0.5027,0.1511
umbrella pole,1.5351,1008,0.0179,0.003,0.0228,0.1399,0.0079,0.0079,0.0,0.001,0.1488,0.2599,0.3909
megaphone,1.5351,22,0.2727,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.2273,0.2727,0.1364
office building,1.5353,877,0.0091,0.0046,0.0205,0.3444,0.0011,0.0456,0.0,0.0,0.2178,0.2896,0.0673
tank cover,1.5353,20,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.45,0.1,0.25
elevator door,1.5354,168,0.006,0.006,0.0417,0.3274,0.006,0.006,0.0,0.0,0.256,0.2619,0.0893
bathroom counter,1.5355,1224,0.0025,0.0016,0.0833,0.3742,0.0139,0.0253,0.0,0.0123,0.3497,0.0482,0.0891
court,1.5356,214,0.0093,0.0234,0.0,0.1355,0.271,0.4346,0.0234,0.0,0.0093,0.0514,0.0421
tiger cat,1.5358,266,0.0,0.1842,0.0038,0.3083,0.0,0.0,0.0,0.0,0.0714,0.2632,0.1692
clothe hanger,1.5358,64,0.0938,0.0156,0.0156,0.0469,0.0156,0.0,0.0,0.0,0.3281,0.375,0.1094
wind chime,1.5359,60,0.0167,0.0,0.05,0.0667,0.0167,0.0333,0.0,0.0,0.1333,0.4667,0.2167
speckle,1.5359,115,0.0261,0.0,0.0,0.2087,0.1043,0.0,0.0,0.0,0.2957,0.0522,0.313
kennel,1.5359,38,0.0526,0.0,0.0,0.4211,0.0263,0.1053,0.0,0.0,0.0263,0.2632,0.1053
mountain view,1.5359,212,0.0,0.0047,0.0,0.1038,0.1887,0.3491,0.0,0.0,0.0377,0.283,0.033
head,1.5359,6424,0.0254,0.0062,0.0215,0.3826,0.0048,0.0125,0.0,0.0006,0.2038,0.0789,0.2637
letter sign,1.536,90,0.1667,0.0,0.0222,0.0667,0.0333,0.0444,0.0,0.0,0.1889,0.0111,0.4667
skating,1.536,104,0.0481,0.0288,0.0096,0.1154,0.0288,0.0288,0.0,0.0,0.1538,0.0577,0.5288
map,1.536,580,0.0172,0.0638,0.0207,0.0345,0.0828,0.4897,0.0,0.0155,0.2448,0.0138,0.0172
skate boarder,1.5361,303,0.0231,0.0198,0.0132,0.2178,0.0066,0.0429,0.0033,0.0,0.2607,0.0198,0.3927
pasta salad,1.5362,88,0.0227,0.0909,0.3068,0.0682,0.3864,0.0,0.0,0.0227,0.1023,0.0,0.0
fire pit,1.5362,44,0.25,0.0455,0.0,0.3409,0.0,0.0227,0.0,0.0,0.0,0.1364,0.2045
bystander,1.5363,78,0.0128,0.0128,0.0128,0.4744,0.0641,0.0641,0.0,0.0,0.1667,0.0128,0.1795
game machine,1.5364,71,0.0563,0.0141,0.1831,0.0,0.0141,0.4789,0.0,0.0,0.0282,0.1268,0.0986
gas mask,1.5364,66,0.0,0.0,0.0303,0.1364,0.0303,0.0606,0.0,0.0,0.0909,0.1818,0.4697
mold,1.5364,108,0.0,0.0,0.0,0.1852,0.2222,0.0,0.0,0.0,0.1574,0.3333,0.1019
animal fur,1.5364,117,0.0,0.0,0.0256,0.3675,0.0,0.0,0.0598,0.0,0.2393,0.1111,0.1966
car emblem,1.5364,61,0.082,0.0,0.0492,0.0,0.0164,0.1148,0.0,0.0,0.1803,0.4754,0.082
sun spot,1.5365,214,0.014,0.1355,0.2523,0.1028,0.0187,0.0234,0.0,0.0,0.4299,0.0047,0.0187
lotion dispenser,1.5367,14,0.0714,0.1429,0.0714,0.0714,0.0,0.0,0.0,0.0,0.4286,0.0,0.2143
teabag,1.5367,14,0.1429,0.0,0.0,0.0714,0.0714,0.2143,0.0,0.0,0.4286,0.0714,0.0
marble kitchen counter,1.5368,24,0.0,0.0,0.0833,0.1667,0.0417,0.0,0.0,0.0,0.4167,0.2083,0.0833
limit,1.5368,29,0.069,0.0,0.1379,0.0,0.0345,0.0345,0.0,0.0,0.3793,0.0345,0.3103
sheet,1.537,567,0.03,0.0317,0.0159,0.0335,0.0494,0.157,0.0053,0.0335,0.5661,0.06,0.0176
kite show,1.5371,56,0.3393,0.0179,0.0893,0.0,0.0357,0.2321,0.0,0.0,0.2679,0.0,0.0179
magazine side,1.5371,181,0.0442,0.0276,0.0221,0.0166,0.0221,0.1657,0.0055,0.0055,0.1492,0.0221,0.5193
car seat,1.5371,311,0.0289,0.0096,0.0129,0.0772,0.0064,0.09,0.0032,0.0064,0.0322,0.4277,0.3055
baby animal,1.5371,232,0.0,0.0474,0.0086,0.3793,0.0043,0.0043,0.0,0.0043,0.2543,0.1336,0.1638
ski lift,1.5372,1118,0.0966,0.0304,0.0259,0.0045,0.0054,0.1002,0.0,0.0,0.0474,0.2138,0.4758
speedboat,1.5372,70,0.1,0.0143,0.0143,0.0429,0.0143,0.1714,0.0,0.0,0.5143,0.0429,0.0857
boat name,1.5374,238,0.0798,0.0168,0.021,0.0168,0.0042,0.1597,0.0,0.0042,0.2815,0.0126,0.4034
apple juice,1.5374,104,0.0288,0.4327,0.1827,0.1827,0.125,0.0096,0.0,0.0288,0.0096,0.0,0.0
street light lamp,1.5374,115,0.0174,0.0174,0.1304,0.0087,0.0174,0.0087,0.0,0.0,0.3739,0.113,0.313
sky plane,1.5374,1568,0.0491,0.03,0.0051,0.0019,0.0032,0.3208,0.0,0.0,0.2328,0.301,0.0561
air plane wing,1.5377,202,0.0396,0.0396,0.0248,0.0,0.005,0.0297,0.005,0.0,0.401,0.2673,0.1881
employee,1.5378,126,0.0159,0.0635,0.1349,0.0794,0.0159,0.0397,0.0,0.0,0.5,0.0,0.1508
weather vein,1.5379,94,0.1702,0.0,0.2872,0.0,0.0638,0.0106,0.0,0.0,0.3511,0.0106,0.1064
flowerpot,1.538,68,0.0147,0.0441,0.0294,0.5441,0.0147,0.0588,0.0,0.0147,0.1618,0.0294,0.0882
odometer,1.538,18,0.2778,0.0,0.0556,0.0,0.0,0.3333,0.0,0.0,0.0556,0.2222,0.0556
tree toy,1.538,52,0.1538,0.0192,0.0769,0.3846,0.2885,0.0385,0.0,0.0,0.0385,0.0,0.0
kayaker,1.5381,38,0.2368,0.4737,0.0789,0.0263,0.0789,0.0263,0.0,0.0,0.0526,0.0,0.0263
stone railing,1.5383,29,0.0,0.0,0.069,0.2414,0.0,0.0345,0.0,0.0,0.069,0.3448,0.2414
feline,1.5383,133,0.0,0.0827,0.0,0.1955,0.0,0.0,0.0,0.0,0.3008,0.1805,0.2406
dirt tennis court,1.5385,100,0.17,0.09,0.0,0.51,0.08,0.02,0.0,0.0,0.02,0.05,0.06
deck area,1.5385,36,0.0,0.0,0.0,0.4167,0.0556,0.1111,0.0,0.0,0.1389,0.2222,0.0556
wall panel,1.5386,128,0.0,0.0234,0.0625,0.3125,0.0312,0.0469,0.0,0.0078,0.4297,0.0625,0.0234
charge,1.5388,20,0.0,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.15,0.05,0.45
backgroud,1.5388,19,0.0,0.0,0.0,0.0526,0.4737,0.2105,0.0,0.0526,0.1053,0.0526,0.0526
shock,1.5391,73,0.0959,0.0137,0.0137,0.0548,0.0,0.0137,0.0,0.0137,0.0959,0.2329,0.4658
guy foot,1.5392,1134,0.0309,0.0141,0.0106,0.2187,0.0132,0.045,0.0018,0.0062,0.1543,0.0317,0.4735
teakettle,1.5393,40,0.1,0.05,0.0,0.1,0.025,0.0,0.0,0.0,0.1,0.5,0.125
parking sign,1.5395,1451,0.1813,0.0048,0.0179,0.0,0.0462,0.2419,0.0007,0.0,0.3997,0.011,0.0965
potato salad,1.5396,111,0.1171,0.018,0.3514,0.018,0.2523,0.0,0.0,0.027,0.2162,0.0,0.0
chair frame,1.5396,136,0.0074,0.0,0.0221,0.4044,0.0368,0.0294,0.0,0.0,0.1029,0.1029,0.2941
story window,1.5397,1244,0.0177,0.0056,0.0024,0.1977,0.0161,0.0354,0.0,0.0,0.4204,0.2042,0.1005
people hand,1.5397,244,0.0082,0.0451,0.0041,0.1598,0.0,0.0246,0.0041,0.0533,0.4836,0.0328,0.1844
evening sky,1.54,1681,0.0101,0.1933,0.0119,0.0024,0.0024,0.4706,0.0256,0.1535,0.0173,0.0993,0.0137
mattress,1.54,810,0.016,0.0025,0.0358,0.0617,0.0173,0.2321,0.0198,0.0173,0.5062,0.0716,0.0198
glass doorway,1.5401,121,0.0083,0.0165,0.0331,0.1901,0.0165,0.0331,0.0,0.0,0.4876,0.0826,0.1322
marble table,1.5401,535,0.0075,0.0,0.0262,0.2336,0.0037,0.0131,0.0,0.0019,0.2766,0.3121,0.1252
spiral design,1.5402,23,0.0435,0.0,0.0,0.1304,0.0435,0.0435,0.0,0.0,0.3043,0.0435,0.3913
number marking,1.5402,147,0.1293,0.0272,0.1293,0.0068,0.0136,0.034,0.0,0.0,0.2381,0.0,0.4218
glass water,1.5402,92,0.0109,0.0217,0.0,0.0978,0.337,0.3913,0.0217,0.0435,0.0109,0.0652,0.0
post card,1.5403,29,0.0,0.0345,0.3448,0.069,0.0345,0.3448,0.0,0.0345,0.1379,0.0,0.0
someone head,1.5403,505,0.0218,0.0178,0.0455,0.4198,0.004,0.0158,0.0,0.0,0.101,0.0792,0.295
philip,1.5403,11,0.0,0.0909,0.1818,0.0909,0.0,0.0909,0.0,0.0,0.0,0.4545,0.0909
microsoft,1.5403,11,0.1818,0.0909,0.0,0.0,0.0,0.0909,0.0,0.0,0.0909,0.0909,0.4545
han,1.5403,11,0.0909,0.0909,0.0,0.0909,0.0,0.0909,0.0,0.0,0.1818,0.0,0.4545
sunlit,1.5403,11,0.0,0.0909,0.4545,0.0909,0.0909,0.0909,0.0,0.0,0.1818,0.0,0.0
shin guard,1.5403,426,0.1174,0.0657,0.007,0.0141,0.0282,0.1573,0.0047,0.0,0.0516,0.0305,0.5235
wrinkle,1.5406,1322,0.0045,0.0008,0.0061,0.1445,0.0129,0.0159,0.003,0.003,0.2746,0.2005,0.3343
prison cell,1.5407,29,0.0,0.0,0.069,0.1724,0.1034,0.0345,0.0,0.0,0.4828,0.1034,0.0345
deodorant,1.5407,29,0.0345,0.0,0.069,0.0,0.0345,0.1724,0.1034,0.0,0.4828,0.1034,0.0
tv tray,1.5407,217,0.0,0.0138,0.0092,0.3364,0.023,0.0461,0.0,0.0,0.0599,0.3318,0.1797
tile walkway,1.5408,32,0.0312,0.0,0.0,0.1875,0.0938,0.0312,0.0,0.0,0.125,0.4688,0.0625
sink counter,1.5409,274,0.0036,0.0036,0.0401,0.4161,0.0255,0.0365,0.0,0.0036,0.3066,0.0949,0.0693
capital building,1.541,1423,0.0541,0.0035,0.0499,0.1673,0.0056,0.0267,0.0,0.0007,0.4687,0.1904,0.033
storage shelf,1.5411,81,0.0,0.0,0.0123,0.2593,0.0123,0.0617,0.0,0.0,0.284,0.2963,0.0741
spice rack,1.5413,227,0.0088,0.0044,0.0044,0.304,0.0176,0.022,0.0,0.0044,0.0793,0.2555,0.2996
fabric square,1.5416,33,0.0303,0.0,0.0,0.0303,0.1212,0.0606,0.0,0.0,0.0606,0.3333,0.3636
dress coat,1.5416,257,0.0195,0.0039,0.0,0.1362,0.0078,0.0778,0.0,0.0078,0.0895,0.2023,0.4553
sail mast,1.5417,61,0.0328,0.0164,0.0328,0.3279,0.0,0.0164,0.0,0.0,0.2459,0.0328,0.2951
ballpark,1.5418,18,0.3333,0.1111,0.0,0.0,0.1667,0.1667,0.0,0.0,0.2222,0.0,0.0
mast,1.5419,232,0.0517,0.0,0.0086,0.2414,0.0043,0.0216,0.0,0.0,0.3836,0.0819,0.2069
banister,1.5419,105,0.0,0.0,0.0762,0.4095,0.019,0.0095,0.0,0.0,0.2286,0.1048,0.1524
jawline,1.542,16,0.0,0.0,0.0625,0.1875,0.0,0.0,0.0,0.0625,0.125,0.125,0.4375
nike swoosh,1.542,92,0.2174,0.1087,0.0543,0.0,0.0,0.0217,0.0,0.0109,0.1848,0.0,0.4022
baby picture,1.5422,207,0.0193,0.0435,0.0338,0.0193,0.0048,0.0773,0.0,0.0531,0.401,0.0048,0.343
atv,1.5424,69,0.3623,0.1159,0.0725,0.0145,0.0,0.0,0.0,0.0,0.1159,0.0145,0.3043
table stand,1.5426,70,0.0,0.0143,0.0143,0.3571,0.0143,0.0286,0.0,0.0,0.1286,0.1286,0.3143
cockpit,1.5427,744,0.0242,0.0094,0.0228,0.0,0.0054,0.1304,0.0,0.0013,0.3898,0.1935,0.2231
gingham,1.5427,15,0.0667,0.0,0.0667,0.0,0.1333,0.3333,0.0,0.0,0.3333,0.0,0.0667
dept,1.5427,17,0.4118,0.0588,0.0,0.0,0.1176,0.1176,0.0,0.0,0.0588,0.0,0.2353
backstop,1.5427,33,0.0303,0.0,0.0,0.0303,0.3636,0.0303,0.0,0.0,0.0606,0.2424,0.2424
coffee lid,1.5427,184,0.0272,0.0,0.0054,0.0761,0.0217,0.0217,0.0,0.0054,0.375,0.163,0.3043
wire cage,1.5427,61,0.0,0.0328,0.0164,0.1148,0.0164,0.082,0.0,0.0,0.0328,0.3934,0.3115
utility van,1.5427,104,0.0288,0.0288,0.1154,0.0096,0.0288,0.1058,0.0,0.0,0.5385,0.0481,0.0962
body bag,1.5428,259,0.0618,0.0154,0.027,0.1004,0.0,0.0965,0.0039,0.0193,0.0579,0.0579,0.5598
plat,1.5431,40,0.0,0.0,0.0,0.125,0.075,0.1,0.0,0.0,0.45,0.175,0.075
payphone,1.5431,62,0.0645,0.0,0.0323,0.0,0.0,0.1129,0.0,0.0,0.1452,0.3065,0.3387
iron bench,1.5433,276,0.029,0.0,0.0,0.2428,0.0725,0.0326,0.0,0.0,0.0326,0.192,0.3986
medicine,1.5434,23,0.0435,0.0435,0.0435,0.1739,0.0435,0.2174,0.0,0.0,0.4348,0.0,0.0
bag woman,1.5434,23,0.0435,0.0435,0.0435,0.2174,0.0,0.1739,0.0,0.0,0.0435,0.0,0.4348
kayak paddle,1.5434,41,0.0,0.0732,0.122,0.1951,0.0,0.0,0.0,0.0,0.1951,0.0244,0.3902
iron bridge,1.5436,60,0.0333,0.0,0.0,0.2833,0.0333,0.0167,0.0,0.0,0.0667,0.3167,0.25
dinner napkin,1.5438,889,0.0675,0.0551,0.0506,0.0574,0.0304,0.0821,0.0067,0.0292,0.5883,0.0056,0.027
print letter,1.544,750,0.0853,0.0493,0.02,0.008,0.0013,0.0693,0.0013,0.0013,0.4133,0.04,0.3107
canopy bed,1.544,182,0.0989,0.011,0.1923,0.1154,0.0,0.0385,0.0,0.022,0.478,0.0,0.044
crock pot,1.544,211,0.0142,0.0142,0.0047,0.0237,0.0047,0.237,0.0,0.0,0.3886,0.1848,0.128
cent,1.5441,29,0.0345,0.0,0.0,0.0,0.0345,0.1724,0.0345,0.0,0.4138,0.069,0.2414
clasp,1.5441,170,0.0176,0.0059,0.1529,0.0706,0.0294,0.0176,0.0,0.0,0.0412,0.4824,0.1824
girl leg,1.5441,275,0.0145,0.0073,0.0182,0.4727,0.0,0.0473,0.0036,0.0764,0.1709,0.0109,0.1782
snow mobile,1.5441,38,0.2632,0.0526,0.2368,0.0,0.0,0.1053,0.0,0.0,0.0263,0.0,0.3158
control tower,1.5442,263,0.0494,0.0076,0.0076,0.1711,0.0038,0.0608,0.0,0.0,0.2738,0.3954,0.0304
bus rider,1.5444,47,0.0213,0.0638,0.0213,0.1277,0.0213,0.0638,0.0,0.0,0.4681,0.0,0.2128
forum,1.5444,17,0.0,0.0,0.0,0.1176,0.0,0.2941,0.0,0.0,0.2353,0.1176,0.2353
runway model,1.5446,105,0.019,0.0,0.0286,0.1524,0.0381,0.0286,0.019,0.0095,0.3524,0.0,0.3524
land,1.5448,1786,0.0011,0.0028,0.0129,0.4406,0.2424,0.1209,0.0,0.0011,0.075,0.0638,0.0392
bumper,1.5448,183,0.0383,0.0109,0.0546,0.0055,0.0328,0.0273,0.0,0.0,0.153,0.2131,0.4645
onlooker,1.545,81,0.037,0.0,0.0247,0.3333,0.0,0.0741,0.0123,0.0,0.3827,0.037,0.0988
grill line,1.545,772,0.0492,0.0039,0.0104,0.0376,0.0246,0.0415,0.0,0.0065,0.351,0.0881,0.3873
weather vane,1.5451,222,0.0225,0.0,0.3784,0.0225,0.0495,0.0,0.0,0.0,0.0946,0.1396,0.2928
ski brake,1.5451,49,0.0612,0.0204,0.0204,0.0,0.0,0.0612,0.0,0.0,0.2041,0.2653,0.3673
bump,1.5451,176,0.0114,0.0057,0.0284,0.3239,0.0,0.017,0.0,0.0,0.3182,0.1534,0.142
polka,1.5452,197,0.0355,0.0406,0.0254,0.0254,0.0051,0.203,0.0051,0.0812,0.5178,0.0051,0.0558
landing platform,1.5454,257,0.0,0.0,0.0311,0.2101,0.0156,0.0895,0.0,0.0,0.0817,0.4436,0.1284
metal hand,1.5454,1831,0.0492,0.0464,0.0918,0.0377,0.0055,0.0098,0.0,0.0005,0.0339,0.4391,0.2862
handicap symbol,1.5454,189,0.0635,0.0106,0.0529,0.0,0.0212,0.254,0.0,0.0,0.3545,0.0053,0.2381
driver side,1.5456,325,0.0554,0.0185,0.0062,0.0369,0.0215,0.1631,0.0,0.0,0.1446,0.0523,0.5015
fridge handle,1.5456,626,0.0415,0.0176,0.0096,0.0096,0.0032,0.0974,0.0016,0.0048,0.1629,0.4569,0.1949
woman surfing,1.5457,29,0.069,0.0345,0.0345,0.0,0.0345,0.1724,0.0,0.069,0.5172,0.0,0.069
animal pen,1.5458,83,0.012,0.0,0.0,0.3253,0.0361,0.1084,0.0,0.0,0.0723,0.3614,0.0843
truck light,1.5458,515,0.2796,0.2291,0.0718,0.0039,0.0097,0.0796,0.0,0.0,0.3204,0.0058,0.0
net,1.5458,641,0.0296,0.1108,0.0218,0.0203,0.0406,0.0499,0.0,0.0016,0.3526,0.0016,0.3713
bowling alley,1.546,33,0.0,0.0303,0.0,0.3939,0.1212,0.2424,0.0,0.0,0.1212,0.0909,0.0
wall clock,1.5461,612,0.0147,0.0065,0.0261,0.2271,0.0065,0.0343,0.0,0.0033,0.3595,0.0392,0.2827
sign point,1.5463,112,0.0893,0.0179,0.0446,0.0,0.0536,0.1429,0.0,0.0,0.4464,0.0,0.2054
ash,1.5463,59,0.0508,0.0169,0.0,0.1864,0.0,0.0339,0.0,0.0,0.3898,0.2542,0.0678
road divider,1.5463,50,0.04,0.02,0.34,0.02,0.0,0.0,0.0,0.0,0.32,0.12,0.14
cat head,1.5463,1480,0.0007,0.0878,0.0014,0.3318,0.0,0.0,0.0,0.0007,0.1642,0.1959,0.2176
cereal,1.5464,280,0.05,0.1714,0.1107,0.5071,0.025,0.0821,0.0179,0.0071,0.0286,0.0,0.0
squat,1.5465,29,0.069,0.0345,0.0,0.069,0.0,0.2414,0.0,0.0,0.0,0.3103,0.2759
mirror image,1.5465,1102,0.0064,0.0018,0.0517,0.0753,0.0272,0.1107,0.0036,0.0,0.1388,0.0653,0.5191
chariot,1.5466,54,0.1481,0.0,0.0185,0.1296,0.0185,0.037,0.0,0.0,0.1667,0.0185,0.463
dormer,1.5466,39,0.0,0.0,0.0256,0.0769,0.0769,0.0,0.0,0.0,0.3077,0.2821,0.2308
metal mailbox,1.5466,11,0.0,0.0,0.0,0.0,0.1818,0.1818,0.0,0.0,0.0909,0.2727,0.2727
insulation,1.5466,11,0.0,0.0,0.2727,0.2727,0.0,0.0,0.0,0.0,0.1818,0.0909,0.1818
pond,1.5467,1070,0.0,0.0009,0.0009,0.2028,0.2991,0.2766,0.0019,0.0,0.0047,0.1523,0.0607
metal beam,1.5469,298,0.0369,0.0,0.0034,0.2181,0.0537,0.0537,0.0,0.0,0.0369,0.453,0.1443
round table,1.5471,951,0.0284,0.0084,0.0147,0.4416,0.0105,0.02,0.0042,0.0042,0.2692,0.0873,0.1115
toilet brush holder,1.5471,80,0.025,0.0125,0.0375,0.0125,0.0125,0.05,0.0,0.0,0.325,0.375,0.15
rubber home plate,1.5472,317,0.0126,0.0252,0.0757,0.0347,0.0347,0.2145,0.0032,0.0158,0.5205,0.0252,0.0379
arm,1.5472,3319,0.0196,0.019,0.0096,0.4074,0.0087,0.035,0.0018,0.0051,0.3215,0.0862,0.0862
ethernet cord,1.5472,85,0.0,0.0235,0.0118,0.0,0.0824,0.1294,0.0,0.0,0.4235,0.1059,0.2235
sandwich truck,1.5473,44,0.2045,0.0455,0.0682,0.0,0.0455,0.1818,0.0,0.0,0.4318,0.0227,0.0
room divider,1.5473,62,0.0,0.0161,0.0161,0.2419,0.0161,0.0484,0.0,0.0,0.371,0.0484,0.2419
khaki jacket,1.5476,186,0.0,0.0,0.0699,0.4355,0.172,0.0269,0.0,0.0,0.0914,0.1882,0.0161
drain cover,1.5476,101,0.0297,0.0,0.0396,0.1287,0.0099,0.0297,0.0,0.0,0.0693,0.2673,0.4257
dish,1.5478,390,0.0359,0.0103,0.0154,0.0513,0.0359,0.1154,0.0077,0.0077,0.5641,0.0821,0.0744
america,1.5479,72,0.3056,0.0139,0.0,0.0,0.0278,0.1944,0.0,0.0,0.3194,0.0278,0.1111
handle knife,1.5479,30,0.0333,0.0333,0.0333,0.1333,0.0,0.0667,0.0,0.0,0.0333,0.1667,0.5
shower curtain,1.548,1570,0.0318,0.0389,0.0459,0.0701,0.0159,0.1363,0.0051,0.0153,0.5701,0.0306,0.0401
numberplate,1.5481,16,0.0625,0.0625,0.25,0.0,0.0,0.1875,0.0,0.0,0.375,0.0,0.0625
vacationer,1.5481,16,0.1875,0.0625,0.0625,0.0,0.0,0.375,0.0,0.0,0.25,0.0,0.0625
window pane,1.5481,1067,0.0169,0.0028,0.0084,0.1968,0.044,0.0131,0.0,0.0009,0.4461,0.1359,0.135
brick tile,1.5483,64,0.4219,0.0,0.0,0.2344,0.0156,0.0156,0.0,0.0156,0.0625,0.1719,0.0625
newspaper clipping,1.5485,17,0.0,0.0,0.2353,0.0,0.0588,0.0588,0.0,0.0,0.3529,0.0588,0.2353
car boat,1.5485,715,0.1077,0.0308,0.0322,0.0503,0.0126,0.151,0.0,0.0,0.5315,0.0322,0.0517
stone marker,1.5486,40,0.075,0.0,0.05,0.0,0.0,0.075,0.0,0.0,0.2,0.4,0.2
height,1.5486,96,0.0104,0.0104,0.0104,0.5,0.0938,0.0312,0.0,0.0,0.1562,0.1146,0.0729
bench leg,1.5488,943,0.0117,0.0,0.0074,0.2598,0.0265,0.0106,0.0011,0.0,0.1676,0.158,0.3574
van,1.5489,2809,0.0673,0.0117,0.0328,0.0146,0.0242,0.0801,0.0007,0.0004,0.5251,0.1552,0.0879
chairlift,1.5489,44,0.2045,0.0455,0.0227,0.0,0.0,0.0227,0.0,0.0,0.0682,0.3182,0.3182
control airplane,1.549,434,0.0507,0.0115,0.0438,0.0,0.0023,0.1751,0.0,0.0,0.235,0.4124,0.0691
paper mat,1.5491,43,0.0,0.0,0.0698,0.0698,0.2093,0.093,0.0,0.0,0.4651,0.0233,0.0698
