,o1,o2,>,<,typical
1844,stone,bike,114,426,<
1845,meal,broccoli,764,54,>
1846,pair,blouse,32,111,<
1847,rock,dog,892,2697,<
1848,mouth,hat,81,778,<
1849,ball,blanket,18,143,<
1850,train,tower,889,153,>
1851,rope,dog,260,1124,<
1852,dog,spot,3881,366,>
1853,sign,rack,102,367,<
1854,portrait,sheep,5,107,<
1855,surf board,day,5,160,<
1856,coffee maker,tile,33,94,<
1857,portion,surf board,72,30,>
1858,bracelet,animal,6,97,<
1859,sign,engine,43,290,<
1860,pan,orange,80,31,>
1861,yak,horn,145,18,>
1862,tree,cup,541,122,>
1863,dog,reflector,114,4,>
1864,stem,bowl,28,601,<
1865,tip,jacket,7,271,<
1866,sign,lawn,67,198,<
1867,phone,shoe,691,165,>
1868,luggage,hand,223,37,>
1869,mirror,pipe,698,144,>
1870,stem,giraffe,43,108,<
1871,elephant,blouse,123,8,>
1872,buckle,cat,0,258,<
1873,pole,horn,156,62,>
1874,suite,ripple,128,7,>
1875,knob,toaster oven,4,232,<
1876,wire,ear,448,77,>
1877,ceiling,drawer,79,24,>
1878,polka,umbrella,28,82,<
1879,hat,toy,99,237,<
1880,basket,shelf,89,249,<
1881,pedestrian,bus,83,515,<
1882,net,helmet,369,25,>
1883,station,shirt,145,34,>
1884,dock,bird,309,52,>
1885,shirt,apple,1004,307,>
1886,tail,ripple,33,114,<
1887,fork,spatula,34,83,<
1888,tree,hose,252,81,>
1889,pot,number,159,4,>
1890,barrel,hat,163,39,>
1891,audience,umpire,122,32,>
1892,mountain,ripple,395,124,>
1893,buckle,tie,0,113,<
1894,handle,sink,117,1645,<
1895,hoodie,truck,29,79,<
1896,container,poster,31,86,<
1897,elephant,chain,1818,170,>
1898,house,pillar,190,51,>
1899,flower,number,555,130,>
1900,handle,dirt,32,147,<
1901,sweater,hat,1098,279,>
1902,crop,horse,58,184,<
1903,swan,boat,74,263,<
1904,surf board,string,91,16,>
1905,camera,couch,36,129,<
1906,moss,bush,35,108,<
1907,tip,hat,23,169,<
1908,drawer,stack,155,28,>
1909,cap,counter,18,90,<
1910,sticker,monitor,6,129,<
1911,bag,produce,37,113,<
1912,candle,piano,0,107,<
1913,letter,rim,32,90,<
1914,light,switch,398,36,>
1915,giraffe,basket,745,249,>
1916,stone,path,39,216,<
1917,spectator,tennis,190,734,<
1918,object,plane,46,431,<
1919,outlet,curtain,1,480,<
1920,bus,uniform,121,9,>
1921,wood,garbage,73,29,>
1922,pillow,slat,138,20,>
1923,wire,dog,167,621,<
1924,towel,sponge,177,4,>
1925,coaster,couch,0,106,<
1926,tractor,leaf,106,8,>
1927,logo,tarp,4,111,<
1928,guy,bottom,433,72,>
1929,bit,giraffe,29,89,<
1930,dog,brick,2063,544,>
1931,microwave oven,knob,293,6,>
1932,giraffe,nostril,825,4,>
1933,field,umbrella,418,100,>
1934,police,sign,109,40,>
1935,leg,foliage,16,88,<
1936,panda,fur,216,21,>
1937,opening,vase,36,358,<
1938,tie,outfit,26,125,<
1939,bed,plate,248,81,>
1940,screw,toilet,2,203,<
1941,bed,box,395,33,>
1942,post,plane,59,345,<
1943,guitar,light,112,44,>
1944,handle,dish,49,355,<
1945,car,stain,128,54,>
1946,day,window,1320,41,>
1947,drain,window,36,189,<
1948,knob,carpet,8,153,<
1949,table,flag,377,70,>
1950,spot,thumb,25,180,<
1951,hill,portion,80,21,>
1952,stack,mug,173,66,>
1953,elephant,pant,1798,202,>
1954,spectator,soccer,7,125,<
1955,barrier,flag,126,29,>
1956,suit,plant,190,44,>
1957,head,paw,593,55,>
1958,monitor,key,2194,35,>
1959,portion,meal,3,110,<
1960,arm,outfit,23,105,<
1961,object,surfer,21,100,<
1962,flag,track,51,303,<
1963,chain,wood,17,168,<
1964,elephant,surface,149,51,>
1965,orange,truck,327,1004,<
1966,basket,desk,10,116,<
1967,building,boardwalk,23,77,<
1968,sculpture,jacket,79,22,>
1969,design,cat,370,1383,<
1970,sign,shelter,27,114,<
1971,outfit,elephant,94,415,<
1972,scarf,table,117,440,<
1973,symbol,tennis,0,119,<
1974,pasture,sheep,802,94,>
1975,horse,horn,247,53,>
1976,fruit,portion,95,14,>
1977,bird,leg,3518,377,>
1978,hole,elephant,71,431,<
1979,bagel,egg,162,37,>
1980,outlet,toilet,12,676,<
1981,knob,paint,5,104,<
1982,table,leg,1163,198,>
1983,towel,trash,600,144,>
1984,whisker,dog,92,886,<
1985,meal,chicken,171,3,>
1986,hat,bow tie,251,44,>
1987,guy,pillow,305,50,>
1988,leg,sheet,53,138,<
1989,magazine,letter,160,10,>
1990,medal,shirt,25,85,<
1991,pair,jean,639,2049,<
1992,sandwich,fruit,93,14,>
1993,number,block,27,115,<
1994,wildflower,tree,30,124,<
1995,phone,smile,104,34,>
1996,backpack,path,11,171,<
1997,person,car,100,301,<
1998,wood,knob,389,32,>
1999,cliff,tree,263,65,>
2000,shirt,bracelet,3706,162,>
2001,candle,flower,413,1175,<
2002,shirt,bottom,1895,711,>
2003,brick,house,176,614,<
2004,slice,design,177,51,>
2005,letter,cement,10,135,<
2006,raft,shirt,285,24,>
2007,veggie,pepper,94,21,>
2008,rope,forest,30,83,<
2009,glass,kid,147,645,<
2010,bag,path,25,119,<
2011,candle,decoration,38,227,<
2012,object,bench,73,372,<
2013,milk,shirt,22,87,<
2014,dog,flower,3067,673,>
2015,bicycle,sneaker,165,24,>
2016,coat,spectator,33,116,<
2017,hill,flower,346,64,>
2018,pant,ear,1154,65,>
2019,box,umbrella,247,706,<
2020,stand,towel,182,43,>
2021,cabin,sign,85,27,>
2022,pile,number,170,22,>
2023,pile,mirror,37,102,<
2024,wire,light,1876,396,>
2025,helmet,branch,46,108,<
2026,name,shirt,135,384,<
2027,sign,wagon,21,118,<
2028,vehicle,leaf,722,286,>
2029,guy,napkin,106,9,>
2030,coat,bus,217,1387,<
2031,door,field,11,166,<
2032,scaffolding,window,199,7,>
2033,clock,church,48,582,<
2034,ram,fur,130,23,>
2035,tree,valley,80,208,<
2036,sticker,animal,6,125,<
2037,jacket,bridge,45,237,<
2038,finger,door,26,100,<
2039,powder,donut,37,148,<
2040,waist,shirt,21,79,<
2041,kite,helmet,221,50,>
2042,ketchup,plate,249,909,<
2043,center,dog,89,240,<
2044,sandwich,bracelet,174,14,>
2045,panel,cord,76,24,>
2046,pizza,thumb,226,83,>
2047,key,pile,7,136,<
2048,horse,truck,1181,471,>
2049,logo,pair,143,902,<
2050,couch,t-shirt,229,93,>
2051,handle,toaster,24,139,<
2052,bush,cap,321,62,>
2053,railing,arm,117,33,>
2054,bed,toddler,92,21,>
2055,bag,eye,586,49,>
2056,wheel,pizza,14,119,<
2057,sink,bar,189,78,>
2058,bulb,mirror,3,204,<
2059,triangle,cat,17,241,<
2060,arm,cow,18,189,<
2061,stool,light,561,202,>
2062,glass,knob,354,58,>
2063,bottle,bear,106,347,<
2064,tusk,rock,30,152,<
2065,avocado,vegetable,26,77,<
2066,tent,plane,31,132,<
2067,blanket,horse,272,1485,<
2068,table,grape,401,79,>
2069,swimmer,surfer,44,154,<
2070,snow,sign,4915,1759,>
2071,bed,cord,684,25,>
2072,beef,dish,17,85,<
2073,cab,sign,378,65,>
2074,sconce,window,30,81,<
2075,body,tail,138,43,>
2076,train,tire,409,16,>
2077,tree,grate,211,45,>
2078,body,stripe,130,44,>
2079,tire,minivan,8,101,<
2080,boot,bike,44,559,<
2081,suit,plate,209,32,>
2082,button,pair,216,880,<
2083,umbrella,pony tail,76,24,>
2084,basket,door,96,530,<
2085,handle,freezer,8,95,<
2086,paint,letter,782,182,>
2087,step,cap,151,14,>
2088,clock,series,23,98,<
2089,fence,vine,89,34,>
2090,plate,ribbon,200,60,>
2091,pen,hand,71,251,<
2092,van,hill,21,89,<
2093,trash,hole,96,28,>
2094,foliage,window,192,34,>
2095,sofa,vase,454,21,>
2096,orange,bench,178,502,<
2097,tree,bottle,554,121,>
2098,pant,field,254,1380,<
2099,beak,crane,5,111,<
2100,pizza,fork,6014,581,>
2101,spoon,dessert,70,389,<
2102,pole,couch,17,88,<
2103,hand,t-shirt,324,1385,<
2104,cow nose,horn,17,93,<
2105,bench,day,33,525,<
2106,tip,apple,8,366,<
2107,towel,bidet,25,82,<
2108,leg,suit,44,531,<
2109,beak,cat,8,120,<
2110,sausage,tomato,159,64,>
2111,muffin,handle,93,14,>
2112,hand,pillar,46,242,<
2113,chimney,truck,15,130,<
2114,car,statue,186,494,<
2115,truck,wiper,116,16,>
2116,bread,mushroom,162,31,>
2117,claw,rock,67,527,<
2118,arm,spectator,44,194,<
2119,sheep nose,animal,3,139,<
2120,cap,kitchen,6,99,<
2121,light,elephant,369,1367,<
2122,umbrella,pool,156,464,<
2123,face,toy,41,120,<
2124,wave,board,4927,1553,>
2125,sticker,post,52,135,<
2126,t-shirt,hat,1296,335,>
2127,lampshade,pillow,236,689,<
2128,star,door,42,134,<
2129,building,bell,325,40,>
2130,pile,couch,30,118,<
2131,semi,truck,128,51,>
2132,train,outfit,102,3,>
2133,terrain,sheep,232,55,>
2134,banana,bruise,722,32,>
2135,magazine,toilet,35,184,<
2136,bag,passenger,20,261,<
2137,blind,candle,173,17,>
2138,glass,chin,189,44,>
2139,bicycle,leaf,1223,246,>
2140,stack,guy,55,194,<
2141,alleyway,sign,99,18,>
2142,orange,kid,69,336,<
2143,glove,kite,6,179,<
2144,table,strawberry,397,108,>
2145,car,logo,1128,138,>
2146,curtain,toy,132,41,>
2147,knob,steel oven,2,146,<
2148,racket,logo,751,74,>
2149,bench,ring,201,23,>
2150,stripe,donut,109,257,<
2151,key,bottom,70,197,<
2152,roof,arm,106,43,>
2153,mouth,plant,23,261,<
2154,bike,window,4957,787,>
2155,pile,desk,23,159,<
2156,mirror,chrome,96,33,>
2157,antenna,tree,50,232,<
2158,helmet,scooter,100,1313,<
2159,bag,hill,47,149,<
2160,decoration,elephant,26,119,<
2161,stand,bottle,102,19,>
2162,frame,bus,24,132,<
2163,stand,base,134,33,>
2164,tile,table,429,1701,<
2165,coat,giraffe,86,215,<
2166,garbage,bus,12,203,<
2167,mountain,wheel,523,45,>
2168,lettering,vehicle,59,162,<
2169,herd,shirt,348,22,>
2170,nut,fork,21,102,<
2171,snout,face,6,98,<
2172,bench,leaf,7274,1573,>
2173,stripe,bowl,104,319,<
2174,sleeve,handle,80,22,>
2175,dog,bucket,422,54,>
2176,saucer,plate,284,881,<
2177,board,name,106,9,>
2178,wing,bird,908,4941,<
2179,cycle,shirt,107,33,>
2180,crack,letter,180,28,>
2181,belt,watch,87,14,>
2182,boot,wood,18,98,<
2183,pile,pizza,97,372,<
2184,bench,cone,139,39,>
2185,building,handrail,72,28,>
2186,pole,bench,776,2212,<
2187,trail,pant,144,11,>
2188,hill,skier,1736,518,>
2189,control,keyboard,6,216,<
2190,horse,bandana,126,30,>
2191,sheep,face,1275,157,>
2192,crowd,ball,288,42,>
2193,tree,paint,1396,422,>
2194,shirt,shore,47,212,<
2195,knife,drawer,52,126,<
2196,glass,van,90,226,<
2197,glob,plate,18,124,<
2198,horse,stroller,126,33,>
2199,bird,needle,91,27,>
2200,cat nose,bottle,7,95,<
2201,rubber,bus,8,96,<
2202,bike,plant,607,174,>
2203,ramp,board,217,47,>
2204,cow,something,91,24,>
2205,jacket,skier,1847,6266,<
2206,step,ear,116,6,>
2207,couch,face,158,15,>
2208,screen,plant,131,40,>
2209,tarp,letter,271,6,>
2210,blanket,button,431,25,>
2211,bed,cat nose,114,0,>
2212,blanket,knob,187,0,>
2213,mouth,toy,5,142,<
2214,backpack,bracelet,122,7,>
2215,table cloth,fork,696,257,>
2216,tattoo,tree,27,246,<
2217,book,hole,96,9,>
2218,kid,family,17,83,<
2219,tattoo,elephant,16,183,<
2220,umbrella,lantern,90,21,>
2221,fence,bowl,162,24,>
2222,body,stone,88,12,>
2223,marker,paper,7,145,<
2224,apple,bottom,562,104,>
2225,shirt,hut,37,89,<
2226,light,station,20,146,<
2227,hat,graffiti,88,374,<
2228,feather,animal,33,138,<
2229,number,boat,99,1457,<
2230,crosswalk,bicycle,174,58,>
2231,wood,towel,465,162,>
2232,button,door,90,1043,<
2233,orange,tree,1342,3616,<
2234,guy,smile,128,7,>
2235,propeller,sign,80,28,>
2236,post,bunch,39,129,<
2237,drawer,eye,118,7,>
2238,wheel,firetruck,4,112,<
2239,basket,giraffe,249,745,<
2240,wire,cake,18,87,<
2241,chain,bush,50,238,<
2242,cake,logo,243,18,>
2243,rock,object,236,93,>
2244,plaque,shirt,48,124,<
2245,ear,statue,8,336,<
2246,tree,tail,5545,349,>
2247,handle,sandwich,12,212,<
2248,necklace,pizza,26,435,<
2249,parrot,flower,78,24,>
2250,wood,flag,203,36,>
2251,toy,hat,237,99,>
2252,statue,cap,98,8,>
2253,boot,clothe,10,93,<
2254,cat,clock,503,142,>
2255,cat,tongue,197,35,>
2256,statue,eye,423,13,>
2257,letter,bear,100,1215,<
2258,pillow,object,435,76,>
2259,jean,stair,72,183,<
2260,hinge,towel,8,121,<
2261,ribbon,elephant,22,118,<
2262,button,container,55,254,<
2263,camera,finger nail,110,0,>
2264,guy,tip,123,0,>
2265,umbrella,tile,664,198,>
2266,eye,bush,27,780,<
2267,sticker,house,21,92,<
2268,folk,plate,14,90,<
2269,pot,pole,51,127,<
2270,refrigerator,knife,172,4,>
2271,device,cat,20,284,<
2272,sleeve,jacket,105,338,<
2273,jacket,carriage,18,130,<
2274,guy,backpack,683,196,>
2275,traffic,sign,739,186,>
2276,frisbee,beard,269,79,>
2277,batter,belt,659,16,>
2278,ear,calf,26,491,<
2279,arch,number,236,11,>
2280,dress,woman,382,66,>
2281,kite,trunk,131,17,>
2282,hole,mirror,11,266,<
2283,kiwi,bowl,7,93,<
2284,zebras nose,zebra,10,257,<
2285,rider,shirt,416,117,>
2286,drawer,curtain,69,567,<
2287,mouth,tree,86,1663,<
2288,tree,sleeve,489,171,>
2289,jacket,sleeve,338,105,>
2290,shoe,ramp,71,807,<
2291,beach,jacket,432,46,>
2292,shelf,wheel,125,30,>
2293,paint,sheep,24,376,<
2294,train,star,125,8,>
2295,cat,card,100,10,>
2296,sheet,telephone,137,6,>
2297,jacket,helmet,6142,1327,>
2298,letter,monitor,9,302,<
2299,skier,ski stick,229,92,>
2300,fence,mirror,255,67,>
2301,toddler,pant,270,78,>
2302,apron,meat,153,35,>
2303,sock,goalie,12,107,<
2304,table,eye,1265,89,>
2305,banana,cookie,188,44,>
2306,stem,table,151,613,<
2307,dog,shoe,3807,504,>
2308,camera,sandal,86,21,>
2309,sweater,person,115,37,>
2310,table,cabbage,114,46,>
2311,rim,bowl,78,298,<
2312,tie,rose,124,25,>
2313,tail,jet,140,1274,<
2314,seat,strap,113,28,>
2315,elephant,dress,652,115,>
2316,train,wood,473,184,>
2317,hoodie,wheel,297,27,>
2318,child,snow,26,97,<
2319,wave,something,130,46,>
2320,logo,train,85,1660,<
2321,t-shirt,skater,60,166,<
2322,muffin,plate,129,336,<
2323,umbrella,key,106,6,>
2324,spot,plant,77,774,<
2325,knife,leaf,376,94,>
2326,helmet,dress,47,155,<
2327,friend,shirt,566,48,>
2328,bucket,sheep,57,310,<
2329,tie,fence,35,174,<
2330,uniform,catcher,851,248,>
2331,vase,camera,80,29,>
2332,weed,train,261,791,<
2333,tie,cake,103,569,<
2334,banana,banana peel,1195,231,>
2335,window,hook,152,34,>
2336,plant,pond,23,134,<
2337,column,truck,37,90,<
2338,bed,jacket,266,44,>
2339,eye,t-shirt,44,595,<
2340,glass,scarf,280,748,<
2341,mountain,backpack,907,110,>
2342,face,plant,88,207,<
2343,tip,pole,17,205,<
2344,candle,cabinet,38,227,<
2345,carrot,pan,75,294,<
2346,flag,forest,3,154,<
2347,watch,cow,2,180,<
2348,tile,shower,121,636,<
2349,model,coat,29,168,<
2350,ear,dog,1928,22220,<
2351,wire,flower,319,126,>
2352,fence,tuft,96,5,>
2353,tool,table,32,81,<
2354,glass,dessert,94,281,<
2355,van,door,492,126,>
2356,wrist band,spectator,2,173,<
2357,banana,beard,220,52,>
2358,drawer,tv,135,358,<
2359,arrow,bike,52,276,<
2360,board,pool,45,107,<
2361,purse,head,146,47,>
2362,net,light,156,35,>
2363,number,baby,3,192,<
2364,dog,trash can,90,20,>
2365,post,animal,94,339,<
2366,outlet,stove,14,481,<
2367,mouse,book,156,843,<
2368,tusk,ear,93,1023,<
2369,spoon,tree,19,100,<
2370,whiteboard,keyboard,96,15,>
2371,vase,cord,108,20,>
2372,pebble,baby,2,100,<
2373,cabinet,paper,485,71,>
2374,plane,light,3052,450,>
2375,cleat,pant,42,252,<
2376,chain,dirt,52,137,<
2377,light,sheet,123,565,<
2378,book,marker,103,34,>
2379,grate,building,37,158,<
2380,gold,dress,28,89,<
2381,tree,diamond,227,32,>
2382,leaf,crane,14,108,<
2383,tie,carpet,59,168,<
2384,person,bench,43,438,<
2385,umbrella,cushion,104,37,>
2386,helmet,string,8,98,<
2387,plantation,banana,91,28,>
2388,jean,ring,307,28,>
2389,catcher,hand,364,81,>
2390,bow,toy,26,202,<
2391,bolt,bottom,10,105,<
2392,donut,bottom,293,50,>
2393,antelope,elephant,26,85,<
2394,basket,rug,37,239,<
2395,elephant,rock,7237,1867,>
2396,pen,camera,18,94,<
2397,dog nose,blanket,5,330,<
2398,sail,flag,123,52,>
2399,flower,cake,447,3447,<
2400,pink,bench,40,106,<
2401,table,handle,1677,291,>
2402,skin,sheep,1,99,<
2403,sneaker,sheep,12,92,<
2404,helmet,bridge,7,155,<
2405,animal,hole,93,34,>
2406,chef,glass,99,29,>
2407,dirt,hat,1239,232,>
2408,window,drain,189,36,>
2409,light,cab,32,222,<
2410,jar,label,203,18,>
2411,cat nose,cat,134,13035,<
2412,bolt,bench,19,588,<
2413,handle,urn,10,90,<
2414,bottom,surfer,74,519,<
2415,mustache,guy,12,141,<
2416,sofa,ottoman,192,24,>
2417,bracelet,window,19,287,<
2418,hand,microwave,41,141,<
2419,beard,head,110,288,<
2420,sandwich,ham,295,41,>
2421,bottle,button,540,146,>
2422,frisbee,post,189,70,>
2423,dog,strawberry,109,5,>
2424,pizza,nail,98,5,>
2425,object,beach,52,336,<
2426,mound,zebra,34,127,<
2427,cow,poster,98,22,>
2428,nostril,bird,0,102,<
2429,pant,uniform,131,667,<
2430,toilet,hat,126,22,>
2431,fruit,scale,143,46,>
2432,arrow,house,44,286,<
2433,stain,tree,14,135,<
2434,kitchen,bag,265,24,>
2435,store,light,309,88,>
2436,sneaker,arm,96,274,<
2437,sign,bull,34,193,<
2438,bottom,fruit,68,289,<
2439,handle,backpack,22,353,<
2440,receipt,pizza,1,106,<
2441,building,cathedral,35,86,<
2442,hotdog,stripe,92,29,>
2443,window,t-shirt,239,678,<
2444,tv,flower,420,140,>
2445,mountain,leaf,1443,107,>
2446,screen,computer,183,563,<
2447,paper,mouth,121,41,>
2448,ostrich,head,128,13,>
2449,bike,pipe,260,65,>
2450,collar,paper,33,96,<
2451,pillow,kid,47,353,<
2452,crate,train,20,94,<
2453,reflector,building,10,158,<
2454,ball,puppy,15,113,<
2455,pastry,car,81,25,>
2456,landscape,pair,98,17,>
2457,pant,officer,25,92,<
2458,dugout,shoe,103,22,>
2459,shirt,icing,196,32,>
2460,button,uniform,2,191,<
2461,light,cable,119,384,<
2462,giraffe,tip,768,11,>
2463,symbol,pant,16,122,<
2464,relish,bun,31,92,<
2465,mirror,phone,464,65,>
2466,pepperoni,plate,200,804,<
2467,tattoo,frisbee,19,201,<
2468,blender,cord,291,19,>
2469,plate,skin,250,30,>
2470,bed,tree,428,154,>
2471,window,sail,4,100,<
2472,lamp,letter,267,74,>
2473,television,curtain,332,1081,<
2474,horse,rock,3096,1005,>
2475,train,snow,1370,549,>
2476,cap,tennis,13,1331,<
2477,mountain,tent,182,50,>
2478,building,pant,3028,746,>
2479,taillight,car,43,1166,<
2480,shelf,plate,379,121,>
2481,branch,hole,103,20,>
2482,rail,flag,110,12,>
2483,race,number,136,3,>
2484,pair,mat,32,103,<
2485,sheet,key,151,14,>
2486,light,couch,173,1806,<
2487,window,jeep,36,447,<
2488,letter,light,860,2798,<
2489,tongue,fur,15,117,<
2490,tie,mannequin,38,151,<
2491,stripe,hole,116,35,>
2492,building,plant,1577,605,>
2493,husk,elephant,27,162,<
2494,shoe,railing,46,435,<
2495,pillow,cot,19,130,<
2496,chicken,carrot,471,107,>
2497,corn,plate,136,599,<
2498,mirror,lighting,123,49,>
2499,counter,book,108,40,>
2500,pillow,ball,124,51,>
2501,blind,ear,200,13,>
2502,microwave,cord,376,34,>
2503,shirt,button,5906,895,>
2504,basket,lettuce,98,31,>
2505,necklace,arm,30,132,<
2506,shrub,spot,173,27,>
2507,rock,foliage,73,246,<
2508,carrot,tree,37,111,<
2509,cup,dessert,49,216,<
2510,dog,strap,930,110,>
2511,bracelet,cellphone,31,169,<
2512,stair,pair,182,50,>
2513,fence,umpire,423,157,>
2514,plate,jean,103,258,<
2515,cone,track,5,96,<
2516,lettering,banner,27,102,<
2517,broccoli,muffin,0,104,<
2518,collection,tv,20,81,<
2519,stove,plate,422,71,>
2520,shutter,umbrella,45,127,<
2521,spot,arm,35,254,<
2522,logo,bottom,71,248,<
2523,guy,wii remote,86,25,>
2524,propeller,mountain,27,97,<
2525,bike,helmet,5280,483,>
2526,clock,book shelf,9,97,<
2527,soap,window,3,169,<
2528,train,crate,94,20,>
2529,faucet,sink,273,4479,<
2530,pole,surfer,46,133,<
2531,donut,dog,38,197,<
2532,buffalo,cow,43,123,<
2533,lettuce,dish,59,194,<
2534,track,vest,117,17,>
2535,candle,ribbon,33,111,<
2536,scissors,portion,86,14,>
2537,mammal,elephant,74,28,>
2538,fridge,jean,99,26,>
2539,deer,leg,116,26,>
2540,light,spectator,30,112,<
2541,plane,pipe,107,7,>
2542,train,seat,375,110,>
2543,basket,pizza,32,252,<
2544,leaf,monkey,9,170,<
2545,couch,refrigerator,99,39,>
2546,net,glove,234,20,>
2547,bed,curtain,3511,1140,>
2548,knife,portion,124,52,>
2549,dot,light,39,195,<
2550,bicycle,banner,195,56,>
2551,wheel,bottle,105,17,>
2552,dish,carrot,628,103,>
2553,jacket,beard,572,153,>
2554,kid,helmet,2186,352,>
2555,ketchup,hand,22,168,<
2556,board,forest,10,98,<
2557,orange,building,549,1386,<
2558,cat,tube,128,15,>
2559,pot,ear,101,0,>
2560,towel,handle,1373,108,>
2561,plate,portion,1061,311,>
2562,mouth,guy,22,548,<
2563,beer,shirt,221,573,<
2564,number,kite,48,121,<
2565,bench,paint,487,142,>
2566,elephant,bottom,804,92,>
2567,hat,clothing,72,435,<
2568,flower,blender,43,133,<
2569,shoe,weed,21,84,<
2570,giraffe,glass,595,87,>
2571,lid,door,42,299,<
2572,baby,horse,84,267,<
2573,mulch,dog,14,98,<
2574,baby,pile,104,44,>
2575,scooter,wheel,829,52,>
2576,kitchen,curtain,168,21,>
2577,panel,microwave,29,83,<
2578,broccoli,variety,1,102,<
2579,harness,ear,191,14,>
2580,bun,mustard,301,101,>
2581,car,pane,102,0,>
2582,paper,plate,490,1186,<
2583,giraffe,skin,234,54,>
2584,house,paint,144,45,>
2585,elephant,wood log,150,36,>
2586,design,arm,95,246,<
2587,beef,sandwich,31,221,<
2588,surf board,shoe,204,50,>
2589,bed,container,145,20,>
2590,boot,biker,3,113,<
2591,cow,skirt,121,16,>
2592,woman,kite,68,205,<
2593,kid,hole,129,5,>
2594,mouth,foot,15,142,<
2595,button,cord,135,899,<
2596,plastic,umbrella,30,131,<
2597,sandwich,sign,330,62,>
2598,base,bench,91,387,<
2599,pigeon,beak,201,2,>
2600,suv,shoe,78,22,>
2601,skier,vest,401,59,>
2602,hat,friend,5,125,<
2603,television,pizza,12,145,<
2604,patch,bear,172,1179,<
2605,wood,arm,260,94,>
2606,seagull,fish,94,11,>
2607,cup,guy,26,554,<
2608,dresser,flower,105,28,>
2609,blanket,ring,141,10,>
2610,eye,phone,67,1077,<
2611,ski,bag,235,50,>
2612,flag,tarp,9,109,<
2613,apartment,window,159,16,>
2614,handle,pot,110,940,<
2615,jean,kid,261,762,<
2616,vest,leaf,254,105,>
2617,tennis,dirt,94,33,>
2618,smile,sweater,17,111,<
2619,mouth,pair,66,628,<
2620,portion,tennis,25,128,<
2621,object,cat,206,1002,<
2622,racket,fence,208,667,<
2623,cone,snow,24,298,<
2624,belt,table,27,179,<
2625,stripe,board,83,410,<
2626,butter,bowl,17,209,<
2627,duck,body,152,46,>
2628,lid,scissors,33,89,<
2629,bread,handle,248,39,>
2630,tennis,woman,254,27,>
2631,camera,dress,123,341,<
2632,cake,pillow,127,22,>
2633,logo,elephant,5,146,<
2634,dog,opening,95,30,>
2635,bike,bird,178,71,>
2636,plate,dollop,158,35,>
2637,beach,face,107,7,>
2638,curtain,basket,325,15,>
2639,wheel,tarp,25,120,<
2640,tree,clothing,454,166,>
2641,pant,hill,127,1129,<
2642,computer,phone,541,43,>
2643,luggage,letter,301,24,>
2644,tomato,menu,20,90,<
2645,pant,pitcher,259,736,<
2646,microwave,rock,97,23,>
2647,dot,horse,3,140,<
2648,sign,surf board,56,139,<
2649,duck,tail,286,27,>
2650,clothing,bike,25,79,<
2651,station,window,188,55,>
2652,photograph,sign,285,43,>
2653,hand,pitcher,57,264,<
2654,grape,lemon,40,99,<
2655,snow,dot,104,2,>
2656,shoe,sport,10,98,<
2657,marking,sheep,30,290,<
2658,lettering,fence,37,263,<
2659,potato,tan,108,24,>
2660,hole,bus,0,144,<
2661,canopy,lamp,104,14,>
2662,pizza,mitt,196,62,>
2663,eye,chain,21,159,<
2664,utensil,cake,74,380,<
2665,ball,rope,26,118,<
2666,ring,blanket,10,141,<
2667,ring,cow,12,131,<
2668,design,bowl,119,667,<
2669,wii,light,365,32,>
2670,toddler,cake,123,47,>
2671,fire,pizza,68,283,<
2672,door,soap,97,6,>
2673,frisbee,otter,3,131,<
2674,wheel,leg,137,471,<
2675,bean sprout,plate,11,97,<
2676,entrance,building,128,506,<
2677,dog,field,419,1604,<
2678,flock,sheep,1922,212,>
2679,head,doll,26,75,<
2680,spoon,camera,22,78,<
2681,goggle,arm,23,122,<
2682,pizza,dinner,38,133,<
2683,fire,mirror,23,80,<
2684,panel,hat,146,54,>
2685,sofa,desk,84,32,>
2686,phone,couch,46,426,<
2687,statue,light,483,169,>
2688,icicle,sign,36,150,<
2689,court,number,124,4,>
2690,light,streetlight,171,449,<
2691,forest,bush,291,99,>
2692,cement,rock,93,39,>
2693,wagon,train,37,134,<
2694,backpack,wire,31,84,<
2695,rug,patch,116,1,>
2696,pot,rose,99,21,>
2697,cable,television,7,184,<
2698,cake,egg,153,20,>
2699,balcony,truck,60,212,<
2700,bike,case,99,15,>
2701,eye,zebra,95,13742,<
2702,ear,giraffe nose,117,35,>
2703,runway,truck,134,11,>
2704,truck,day time,11,91,<
2705,cigarette,umbrella,10,186,<
2706,boat,glove,138,8,>
2707,handle,pepper,30,78,<
2708,towel,ladder,28,91,<
2709,arm,bush,80,239,<
2710,collar,tan,11,147,<
2711,knife,cabinet,41,385,<
2712,tennis,stand,194,61,>
2713,hand,railing,44,282,<
2714,tennis,string,192,6,>
2715,donut,dress,36,97,<
2716,shirt,scale,118,42,>
2717,camera,handle,130,31,>
2718,suit,knife,132,10,>
2719,barrier,pair,123,19,>
2720,couple,cap,230,30,>
2721,decoration,tv,23,107,<
2722,glove,rock,52,227,<
2723,animal,sticker,125,6,>
2724,magazine,television,13,104,<
2725,piano,plant,97,8,>
2726,balloon,string,85,21,>
2727,fruit,pepper,338,62,>
2728,duvet,pillow,128,27,>
2729,window,skier,20,128,<
2730,pizza,meal,86,286,<
2731,salad,crouton,190,12,>
2732,bridge,leaf,1021,143,>
