,o1,o2,>,<,typical
1842,cuff,shirt,18,244,<
1843,stroller,baby,195,78,>
1844,logo,hand,204,915,<
1845,vehicle,ear,176,18,>
1846,building,indicator,100,7,>
1847,body,field,19,119,<
1848,shirt,head light,190,19,>
1849,event,pant,99,15,>
1850,skirt,band,95,5,>
1851,clock,keyboard,45,179,<
1852,leg,seat,87,237,<
1853,pan,sweater,15,137,<
1854,pole,photograph,14,113,<
1855,bowl,bottom,446,160,>
1856,trash,sticker,88,15,>
1857,building,window,58855,4393,>
1858,ad,building,24,92,<
1859,eye,frame,11,154,<
1860,tree,paddle,180,77,>
1861,coffee,sandwich,36,92,<
1862,stripe,vase,70,289,<
1863,door,light,5987,1496,>
1864,shirt,pony tail,417,175,>
1865,stream,bear,187,71,>
1866,hinge,mirror,3,133,<
1867,seed,orange,28,669,<
1868,container,counter,116,345,<
1869,shirt,coffee,144,49,>
1870,bracelet,door,6,151,<
1871,bench,eye,654,11,>
1872,taillight,van,3,104,<
1873,pepperoni,plate,200,804,<
1874,shirt,sail boat,28,85,<
1875,speaker,printer,21,147,<
1876,table,strawberry,397,108,>
1877,uniform,hat,1314,91,>
1878,zebra,stone,1172,257,>
1879,person,shirt,517,1697,<
1880,canoe,rock,132,35,>
1881,bark,branch,56,207,<
1882,symbol,flag,24,108,<
1883,paper,window,385,1116,<
1884,poster,rug,57,166,<
1885,beach,wing,88,28,>
1886,train,symbol,267,12,>
1887,hat,elephant,454,4956,<
1888,stove,plate,422,71,>
1889,ceiling,umbrella,146,62,>
1890,backpack,strap,554,31,>
1891,taillight,tire,11,92,<
1892,banner,bus,77,880,<
1893,tape,horse,10,204,<
1894,fence,helmet,2679,274,>
1895,bag,path,25,119,<
1896,branch,tree,2309,7374,<
1897,beard,ear,383,28,>
1898,balcony,tree,215,1134,<
1899,fence,hoof,304,12,>
1900,whisker,key,73,28,>
1901,van,window,6530,587,>
1902,runway,truck,134,11,>
1903,boat,sleeve,85,16,>
1904,tree,cup,541,122,>
1905,pipe,curtain,9,128,<
1906,elephant,foot,1467,106,>
1907,dish,orange,279,100,>
1908,sign,tan,205,599,<
1909,letter,logo,319,1154,<
1910,runway,logo,127,13,>
1911,coffee maker,refrigerator,2,192,<
1912,chef,button,104,4,>
1913,cat,beak,120,8,>
1914,stack,rug,16,277,<
1915,head,pant,275,1663,<
1916,vent,pillow,40,188,<
1917,donut,flower,188,66,>
1918,swing,shirt,150,29,>
1919,trash can,shirt,63,181,<
1920,scarf,bottle,169,35,>
1921,shoe,pack,69,218,<
1922,mirror,pillow,2658,812,>
1923,outfit,bike,55,138,<
1924,window,rose,286,57,>
1925,shaft,umbrella,7,264,<
1926,cup,tub,23,89,<
1927,hill,engine,89,27,>
1928,field,pair,1158,121,>
1929,forest,building,285,50,>
1930,taxi,building,159,506,<
1931,utensil,door,19,115,<
1932,toilet,design,290,69,>
1933,head,pizza,134,356,<
1934,lettering,table,62,291,<
1935,orange,bread,80,200,<
1936,stripe,board,83,410,<
1937,hotdog,cap,101,11,>
1938,foot,zebra,82,812,<
1939,banana,dot,825,14,>
1940,paper,fruit,56,178,<
1941,court,logo,268,14,>
1942,hill,glove,825,31,>
1943,rock,zebra grazing,39,292,<
1944,plant,flower,5336,2100,>
1945,tower,flag,602,64,>
1946,rope,bear,44,253,<
1947,fence,cleat,152,22,>
1948,chimney,house,23,1150,<
1949,statue,head,379,43,>
1950,knife,portion,124,52,>
1951,horse,banner,523,77,>
1952,shirt,waist,79,21,>
1953,tree,tongue,221,64,>
1954,cap,blender,10,99,<
1955,bus,table,164,53,>
1956,bottom,tower,44,145,<
1957,vase,eye,161,0,>
1958,cake,bird,218,61,>
1959,hallway,window,121,14,>
1960,machine,screen,110,30,>
1961,logo,sign,421,1201,<
1962,beverage,sandwich,21,199,<
1963,pair,photograph,30,114,<
1964,mound,zebra,34,127,<
1965,fire extinguisher,window,41,98,<
1966,horn,window,26,81,<
1967,dog,fabric,439,149,>
1968,horse,forelock,134,1,>
1969,tomato,bottle,67,164,<
1970,letter,pick,12,105,<
1971,window,crane,77,649,<
1972,truck,mirror,2605,191,>
1973,plant,refrigerator,50,341,<
1974,shirt,fist,100,39,>
1975,train,truss,154,29,>
1976,table,sign,1691,491,>
1977,car,skater,40,177,<
1978,container,bench,40,199,<
1979,bag,carrot,502,211,>
1980,sign,wagon,21,118,<
1981,tail,brush,0,100,<
1982,sock,bottom,53,132,<
1983,dirt,foot,268,72,>
1984,ear,harness,14,191,<
1985,bowl,packet,146,21,>
1986,keyboard,animal,113,25,>
1987,sock,cat,29,336,<
1988,curtain,ball,212,11,>
1989,snow,beach,43,118,<
1990,umpire,crowd,44,332,<
1991,fruit,seed,191,7,>
1992,candle,refrigerator,23,88,<
1993,rock,strap,111,26,>
1994,cat,stomach,275,72,>
1995,horse,trash,205,30,>
1996,tree,sleeve,489,171,>
1997,clothing,building,53,244,<
1998,clock,sheet,29,92,<
1999,cup,sleeve,44,125,<
2000,bat,pair,675,272,>
2001,wood,toy,143,43,>
2002,head,hill,27,467,<
2003,necklace,letter,126,38,>
2004,dot,board,30,138,<
2005,cat,bracelet,163,4,>
2006,orange,bed,57,284,<
2007,t-shirt,skater,60,166,<
2008,letter,stop light,20,98,<
2009,bench,bracelet,266,23,>
2010,door,trailer,7,114,<
2011,fence,design,182,70,>
2012,beard,board,29,81,<
2013,mouse,computer,110,1964,<
2014,post,chain,211,59,>
2015,crumb,spoon,21,92,<
2016,pillow,ball,124,51,>
2017,clock,tower,699,6231,<
2018,shirt,goal,39,153,<
2019,rubber,bike,13,146,<
2020,shoe,garbage,32,75,<
2021,surfing,ripple,84,25,>
2022,brick,table,239,770,<
2023,letter,pastry,1,225,<
2024,fan,number,190,13,>
2025,book,fur,154,49,>
2026,shelf,bottom,179,69,>
2027,wire,gravel,337,118,>
2028,house,beach,229,544,<
2029,basket,sweater,26,138,<
2030,packet,cup,26,112,<
2031,tattoo,surfer,6,108,<
2032,lamp,button,406,33,>
2033,fur,forest,13,92,<
2034,poster,guy,44,179,<
2035,dog,band,419,33,>
2036,helmet,boat,26,412,<
2037,label,bottle,188,1338,<
2038,bunch,leg,153,33,>
2039,hand,tablet,24,81,<
2040,rabbit,cake,24,110,<
2041,speaker,frame,22,94,<
2042,eye,handle,43,184,<
2043,beard,eyebrow,177,10,>
2044,skier,cap,629,62,>
2045,pigeon,tree,49,270,<
2046,animal,twig,103,10,>
2047,rim,glass,65,336,<
2048,rose,table,174,427,<
2049,roof,eye,139,4,>
2050,carpet,toilet,77,193,<
2051,tail,elephant,175,3105,<
2052,box,bed,33,395,<
2053,skier,mitten,108,17,>
2054,pant,collar,239,18,>
2055,letter,desk,36,171,<
2056,terrain,sheep,232,55,>
2057,tree,mountain,3271,8465,<
2058,frisbee,basket,43,136,<
2059,stripe,crosswalk,30,115,<
2060,towel,t-shirt,22,122,<
2061,banana,smile,161,32,>
2062,box,apple,1000,407,>
2063,switch,jacket,1,132,<
2064,building,opening,249,55,>
2065,body,tent,88,13,>
2066,skin,sheep,1,99,<
2067,cat,pumpkin,239,70,>
2068,dirt,mirror,93,39,>
2069,boat,antenna,310,16,>
2070,band,shirt,182,2348,<
2071,bicycle,rock,244,55,>
2072,vest,field,26,141,<
2073,stapler,wheel,124,9,>
2074,portion,dog,119,550,<
2075,ear,comforter,2,136,<
2076,flag,string,41,165,<
2077,t-shirt,lettering,91,13,>
2078,umbrella,puddle,214,45,>
2079,candle,wood,88,312,<
2080,train,icing,80,28,>
2081,moon,snow,4,112,<
2082,glove,kitchen,3,100,<
2083,sofa,door,448,138,>
2084,toaster,fridge,3,123,<
2085,grape,cup,33,152,<
2086,table,skin,113,42,>
2087,plate,coaster,331,49,>
2088,car,belt,200,35,>
2089,fixture,stove,29,102,<
2090,ear,weed,93,671,<
2091,suit,name tag,109,7,>
2092,steel,knob,174,7,>
2093,window,wind shield,21,206,<
2094,light,carriage,17,112,<
2095,tree,bolt,838,22,>
2096,bus,pedestrian,515,83,>
2097,foot,giraffe,40,280,<
2098,spot,branch,127,1007,<
2099,car,indicator,170,23,>
2100,window,van,587,6530,<
2101,arm,dress,138,381,<
2102,logo,tarp,4,111,<
2103,animal,sticker,125,6,>
2104,bat,car,209,79,>
2105,bird,tuft,93,10,>
2106,crop,horse,58,184,<
2107,bottle,blouse,9,102,<
2108,sign,hill,242,1079,<
2109,ship,bench,58,150,<
2110,knife,curtain,14,92,<
2111,chain,bolt,394,27,>
2112,wrist band,arm,8,192,<
2113,suit,belt,287,5,>
2114,sweater,snow,196,502,<
2115,object,donut,25,229,<
2116,door,toddler,29,73,<
2117,hat,crowd,179,1386,<
2118,truck,door,1873,279,>
2119,door,thermostat,114,5,>
2120,ball,puppy,15,113,<
2121,number,block,27,115,<
2122,sack,jacket,11,105,<
2123,bowl,toddler,2,98,<
2124,sticker,refrigerator,5,353,<
2125,kite,stone,245,74,>
2126,lid,cup,129,366,<
2127,leaf,tub,13,121,<
2128,pillar,head,104,13,>
2129,trash,kitchen,1,167,<
2130,selfie,tile,92,11,>
2131,bracelet,animal,6,97,<
2132,patch,bus,70,313,<
2133,lampshade,shirt,19,178,<
2134,plate,macaroni,314,127,>
2135,handle,range,5,125,<
2136,dog,advertisement,105,40,>
2137,pillow,wheel,137,19,>
2138,number,batter,62,1424,<
2139,bolt,base,9,132,<
2140,pole,number,2650,327,>
2141,paper,straw,134,35,>
2142,control,shirt,180,611,<
2143,ear,pant,65,1154,<
2144,disc,keyboard,9,101,<
2145,beam,light,356,87,>
2146,frisbee,watch,426,33,>
2147,woman,suit,30,140,<
2148,ski,eye,139,0,>
2149,ring,toilet,7,159,<
2150,broccoli,apple,139,56,>
2151,umpire,arm,235,11,>
2152,fur,toy,28,80,<
2153,stand,towel,182,43,>
2154,whisker,kitty,10,101,<
2155,letter,flag,253,1103,<
2156,leaf,monkey,9,170,<
2157,apple,tie,16,86,<
2158,crack,curb,34,129,<
2159,bottom,pizza,122,576,<
2160,cow,poster,98,22,>
2161,eye,parrot,36,312,<
2162,jacket,helmet,6142,1327,>
2163,crack,giraffe,18,225,<
2164,sandwich,bag,359,126,>
2165,calf,tail,145,10,>
2166,bench,ceiling,52,130,<
2167,shutter,bench,27,118,<
2168,kitten,keyboard,171,36,>
2169,bracelet,wine,15,105,<
2170,surf board,person,151,15,>
2171,hat,robe,6,139,<
2172,letter,stroller,15,133,<
2173,building,bolt,328,14,>
2174,band,cat,1,135,<
2175,hand,hole,341,62,>
2176,bottle,bear,106,347,<
2177,woman,ski,30,111,<
2178,suit,logo,723,28,>
2179,cover,ear,156,25,>
2180,elephant,wheel,230,35,>
2181,bowl,ketchup,148,33,>
2182,stand,handle,158,19,>
2183,vest,necklace,111,21,>
2184,hand,sculpture,33,125,<
2185,rope,window,447,163,>
2186,chicken,potato,220,27,>
2187,dirt,bucket,115,17,>
2188,broccoli,border,40,111,<
2189,sticker,bowl,45,377,<
2190,head,paw,593,55,>
2191,leaf,panel,43,186,<
2192,shirt,thumb,679,106,>
2193,park,sign,237,84,>
2194,vegetation,tail,128,5,>
2195,letter,frame,50,468,<
2196,hinge,towel,8,121,<
2197,train,flower,1632,226,>
2198,pant,path,47,249,<
2199,train,marking,157,21,>
2200,sticker,helmet,40,153,<
2201,plate,seed,577,79,>
2202,phone,pen,304,53,>
2203,ear,foliage,25,337,<
2204,hydrant,bottom,154,52,>
2205,piano,table,113,47,>
2206,keypad,button,182,13,>
2207,orange,truck,327,1004,<
2208,glove,orange,129,368,<
2209,shirt,hat,18120,5937,>
2210,post,animal,94,339,<
2211,marker,cat,6,100,<
2212,arm,snow,350,1578,<
2213,opening,window,333,134,>
2214,stain,plate,12,237,<
2215,baby,field,42,132,<
2216,graffiti,panel,97,13,>
2217,day,pair,361,8,>
2218,hoof,giraffe,45,1476,<
2219,ear,scarf,60,267,<
2220,ribbon,sheep,33,86,<
2221,bottom,guy,72,433,<
2222,train,label,149,8,>
2223,bottom,skater,32,161,<
2224,suv,train,15,183,<
2225,muffin,egg,82,28,>
2226,step,house,47,358,<
2227,engine,window,1136,193,>
2228,ski,letter,696,19,>
2229,rope,forest,30,83,<
2230,letter,doll,9,122,<
2231,elephant,bell,159,6,>
2232,bowl,cucumber,422,65,>
2233,goat,pant,126,20,>
2234,carpet,logo,140,18,>
2235,beef,sandwich,31,221,<
2236,car,ear,932,90,>
2237,bow,tile,80,22,>
2238,nut,plate,76,354,<
2239,boot,patch,112,46,>
2240,cow,camera,179,60,>
2241,plate,roll,425,156,>
2242,lettering,skier,11,140,<
2243,shirt,watch,5666,543,>
2244,rose,cat,38,93,<
2245,apron,bag,233,57,>
2246,snow,glass,1019,216,>
2247,plane,blade,199,20,>
2248,feather,bush,11,130,<
2249,pizza,cabinet,169,69,>
2250,window,wire,764,3315,<
2251,fence,lettering,263,37,>
2252,ear,pug,2,109,<
2253,wave,tattoo,190,15,>
2254,switch,window,18,709,<
2255,bar,leaf,170,62,>
2256,vest,building,108,429,<
2257,dress,flag,416,161,>
2258,helmet,skate board,132,706,<
2259,median,sign,202,19,>
2260,bench,glass,2073,253,>
2261,stem,meat,6,115,<
2262,yak,animal,51,154,<
2263,sandwich,bracelet,174,14,>
2264,wristwatch,shirt,43,679,<
2265,sticker,house,21,92,<
2266,bench,ship,150,58,>
2267,ramp,window,475,64,>
2268,teddy bear nose,animal,3,157,<
2269,guy,bottom,433,72,>
2270,couch,cup,580,28,>
2271,banana,bin,96,300,<
2272,bunch,variety,8,148,<
2273,lid,refrigerator,0,132,<
2274,hood,guy,15,90,<
2275,book,leaf,342,126,>
2276,spot,wave,42,316,<
2277,rope,dog,260,1124,<
2278,feather,animal,33,138,<
2279,paint,sheep,24,376,<
2280,car,leg,450,141,>
2281,hat,friend,5,125,<
2282,bean,basket,34,153,<
2283,pocket,shirt,152,1513,<
2284,forest,track,119,37,>
2285,knob,bunch,8,95,<
2286,eye,straw,20,145,<
2287,board,bottle,586,84,>
2288,ripple,seagull,53,163,<
2289,truck,giraffe,108,278,<
2290,tire,jet,14,239,<
2291,kid,hood,130,12,>
2292,patch,zebra,385,1603,<
2293,stripe,zebras,52,137,<
2294,pole,spectator,65,156,<
2295,jacket,court,28,89,<
2296,rose,cake,57,579,<
2297,chain,necklace,31,87,<
2298,bag,surf board,11,93,<
2299,cow,mountain,978,3111,<
2300,woman,door,33,133,<
2301,shirt,eye glass,1281,171,>
2302,tree,bottle,554,121,>
2303,rug,patch,116,1,>
2304,bird,plane,184,519,<
2305,tree,sandal,637,73,>
2306,pant,day,13,457,<
2307,tower,track,33,114,<
2308,cat,tube,128,15,>
2309,head,toddler,12,106,<
2310,shirt,skater,502,1416,<
2311,letter,railing,17,267,<
2312,sweater,cup,572,41,>
2313,bed,vase,259,8,>
2314,cake,blueberry,95,5,>
2315,plaque,tree,27,268,<
2316,bit,cheese,28,102,<
2317,wave,ear,733,17,>
2318,eye,fish,1,170,<
2319,claw,pair,3,100,<
2320,controller,tv,84,251,<
2321,button,desk,43,794,<
2322,soccer,uniform,256,37,>
2323,triangle,cat,17,241,<
2324,hand,tree,1024,5083,<
2325,mannequin,sign,214,90,>
2326,apple,shelf,26,101,<
2327,spot,dirt,134,757,<
2328,mountain,pick,109,6,>
2329,stripe,runway,32,115,<
2330,crowd,leg,90,14,>
2331,tv,wire,415,63,>
2332,balcony,hand,92,27,>
2333,hand,cake,466,1504,<
2334,jean,couch,238,698,<
2335,tooth,cup,101,13,>
2336,container,eye,141,43,>
2337,logo,guy,62,751,<
2338,brick,number,1328,166,>
2339,beard,sweater,58,218,<
2340,neck,fence,67,234,<
2341,tower,archway,103,26,>
2342,ring,cat,50,824,<
2343,head,mane,395,128,>
2344,cat,design,1383,370,>
2345,light,spectator,30,112,<
2346,bear,bow tie,359,89,>
2347,spot,dish,6,170,<
2348,letter,ladder,25,171,<
2349,letter,day,8,244,<
2350,ceiling,letter,210,11,>
2351,gate,bike,45,119,<
2352,surfer,foot,1464,88,>
2353,spot,thumb,25,180,<
2354,paper,cat,406,2302,<
2355,pink,bench,40,106,<
2356,pillow,t-shirt,78,201,<
2357,train,ladder,708,75,>
2358,batter,foot,192,10,>
2359,tile,doorknob,109,3,>
2360,patch,snow,184,582,<
2361,sheep,duck,351,54,>
2362,hand,door,342,1036,<
2363,train,wood,473,184,>
2364,animal,helmet,93,13,>
2365,glass,chin,189,44,>
2366,toilet cleaner,toilet,1,123,<
2367,light,stage,87,259,<
2368,guy,tire,342,80,>
2369,post,plane,59,345,<
2370,door,tire,896,309,>
2371,towel,doorknob,113,9,>
2372,pin,suit,23,163,<
2373,barricade,shirt,85,34,>
2374,tattoo,phone,39,171,<
2375,flag,tarp,9,109,<
2376,stop light,train,4,200,<
2377,curtain,light,2473,440,>
2378,window,signage,57,140,<
2379,cross,tree,74,324,<
2380,ribbon,teddy bear nose,103,2,>
2381,bagel,plate,96,412,<
2382,cat,forehead,152,3,>
2383,meal,cheese,246,10,>
2384,skier,object,102,31,>
2385,child,baby,67,215,<
2386,horse,mask,137,39,>
2387,jean,kid,261,762,<
2388,tshirt,tree,106,285,<
2389,rug,fan,156,24,>
2390,bench,beak,113,0,>
2391,glass,screen,192,455,<
2392,lemon,glass,67,179,<
2393,crumb,paper,18,124,<
2394,wine,napkin,229,96,>
2395,pair,snow board,75,275,<
2396,coat,basket,107,27,>
2397,elephant,tip,787,14,>
2398,banana,cat,125,437,<
2399,bowl,stripe,319,104,>
2400,shirt,lanyard,566,138,>
2401,towel,door,423,1823,<
2402,watch,pizza,29,583,<
2403,pant,pitcher,259,736,<
2404,door,shop,29,89,<
2405,knife,screw,119,1,>
2406,paper,utensil,81,32,>
2407,tan,letter,395,35,>
2408,flower,bear,663,3033,<
2409,bike,bar,407,61,>
2410,outlet,handle,24,110,<
2411,broccoli,spice,87,37,>
2412,horn,zebra,56,1149,<
2413,tent,mountain,50,182,<
2414,jar,drawer,5,139,<
2415,paint,knob,104,5,>
2416,knob,cup,46,156,<
2417,lamb,face,194,27,>
2418,head,foam,19,197,<
2419,tree,vent,317,34,>
2420,pizza,blind,92,26,>
2421,cookie,shirt,58,194,<
2422,church,brick,81,31,>
2423,zebra,snow,431,162,>
2424,tire,walkway,8,100,<
2425,comforter,curtain,458,169,>
2426,paint,train,110,1285,<
2427,truck,day time,11,91,<
2428,kid,coat,441,169,>
2429,kitchen,bag,265,24,>
2430,stain,door,12,96,<
2431,lip,shirt,51,784,<
2432,cup,monitor,24,653,<
2433,light,head board,8,134,<
2434,t-shirt,tattoo,167,10,>
2435,leaf,costume,8,94,<
2436,cloth,handle,273,56,>
2437,hill,shirt,1109,205,>
2438,helmet,catcher,680,4723,<
2439,fabric,couch,17,123,<
2440,garbage,table,10,153,<
2441,family,plate,119,2,>
2442,kid,helmet,2186,352,>
2443,pizza,cellphone,149,0,>
2444,collar,boat,3,121,<
2445,table,wrist,160,4,>
2446,bench,twig,235,9,>
2447,kettle,handle,173,31,>
2448,fish,carrot,118,21,>
2449,sweater,sneaker,178,36,>
2450,toilet,telephone,142,8,>
2451,wood log,tree,33,95,<
2452,display,bench,23,121,<
2453,wrist band,cap,20,92,<
2454,post,crosswalk,25,78,<
2455,knife,leaf,376,94,>
2456,bottle,logo,241,49,>
2457,broccoli,light,139,47,>
2458,mouse,toy,17,98,<
2459,monitor,glass,297,109,>
2460,fence,racquet,85,26,>
2461,flock,flamingo,109,13,>
2462,lettering,bike,17,252,<
2463,desk,toy,79,24,>
2464,number,banana,44,602,<
2465,necklace,door,15,147,<
2466,bird,couple,102,420,<
2467,jacket,ribbon,232,56,>
2468,hole,board,26,202,<
2469,fruit,bear,55,220,<
2470,knife,salad,51,318,<
2471,liquid,window,18,98,<
2472,leaf,park,89,507,<
2473,cat,bedsheet,125,33,>
2474,cow,backpack,141,52,>
2475,spot,hydrant,11,109,<
2476,truck,train,158,798,<
2477,triangle,train,0,105,<
2478,hat,bleacher,20,267,<
2479,spinach,sandwich,11,148,<
2480,control,tile,29,81,<
2481,mirror,soap,745,21,>
2482,bolt,wire,8,162,<
2483,panel,light,445,163,>
2484,hand,olive,111,28,>
2485,cloth,kite,17,109,<
2486,dot,blanket,29,158,<
2487,sticker,jean,15,251,<
2488,wood,tip,160,4,>
2489,pan,jacket,19,83,<
2490,bucket,curtain,2,107,<
2491,window,skateboarding,4,137,<
2492,fence,ring,142,12,>
2493,sleeve,kid,14,151,<
2494,truck,cover,165,27,>
2495,microwave,socket,194,0,>
2496,day,bike,199,20,>
2497,cleat,pitcher,7,184,<
2498,string,horse,15,158,<
2499,box,slice,151,35,>
2500,nail,rock,10,104,<
2501,vent,tree,34,317,<
2502,bus,shoe,966,84,>
2503,sneaker,wheel,485,141,>
2504,blazer,glass,225,24,>
2505,bench,stack,134,29,>
2506,donut,cash register,12,88,<
2507,comforter,animal,103,26,>
2508,window,skier,20,128,<
2509,toddler,pant,270,78,>
2510,spoon,plant,26,112,<
2511,radio,shirt,21,113,<
2512,pant,surf board,40,194,<
2513,bolt,pair,4,186,<
2514,shoe lace,cat,46,257,<
2515,stand,bottle,102,19,>
2516,dot,door,13,145,<
2517,sleeve,handle,80,22,>
2518,outfit,sock,170,24,>
2519,bear,whisker,127,7,>
2520,grill,letter,109,17,>
2521,sink,knife,162,44,>
2522,tip,ski,5,317,<
2523,toaster,door,26,247,<
2524,roof,barn,26,178,<
2525,harness,ear,191,14,>
2526,number,knob,19,147,<
2527,knob,banana,7,94,<
2528,cat,kite,39,113,<
2529,bunch,ear,483,49,>
2530,display,pair,102,43,>
2531,flag,skyscraper,6,106,<
2532,salad,liquid,85,15,>
2533,thumb,banana,4,321,<
2534,bowl,scarf,24,95,<
2535,tail,ripple,33,114,<
2536,mushroom,knife,49,147,<
2537,crowd,light,638,172,>
2538,fish,bag,11,92,<
2539,key,paper,94,1099,<
2540,rock,container,40,95,<
2541,orange,stem,1764,84,>
2542,tape,box,50,153,<
2543,jet,airplane nose,189,10,>
2544,skate boarder,helmet,90,10,>
2545,letter,building,554,7302,<
2546,walkway,jacket,238,52,>
2547,spot,wood,66,646,<
2548,bus,plant,399,136,>
2549,cow,container,280,71,>
2550,backpack,handle,353,22,>
2551,outfit,stripe,149,21,>
2552,ear,brick,88,262,<
2553,dolphin,boat,22,94,<
2554,hat,whisker,122,28,>
2555,sheep,face,1275,157,>
2556,stair,helmet,97,13,>
2557,lamb,leaf,244,39,>
2558,patch,umbrella,139,596,<
2559,button,suit,56,1290,<
2560,zebra,landscape,112,378,<
2561,forearm,shirt,10,98,<
2562,cone,guy,32,393,<
2563,pad,tree,84,419,<
2564,television,comforter,29,101,<
2565,cage,eye,134,2,>
2566,leg,sheet,53,138,<
2567,donut,candle,92,34,>
2568,sauce,board,22,135,<
2569,pair,monitor,28,188,<
2570,shirt,chip,178,23,>
2571,ski,bag,235,50,>
2572,blender,pot,142,27,>
2573,bed,eye,754,12,>
2574,scooter,light,403,41,>
2575,bowl,pillow,87,411,<
2576,lip,baby,10,129,<
2577,chain,tree,481,1692,<
2578,table,base,504,164,>
2579,curtain,banana,398,106,>
2580,ski,body,189,49,>
2581,light,surface,105,320,<
2582,day,bear,181,55,>
2583,label,letter,444,63,>
2584,level,number,138,1,>
2585,blanket,string,73,29,>
2586,dish,carrot,628,103,>
2587,blanket,board,133,26,>
2588,phone,cup,592,250,>
2589,leaf,patio,7,106,<
2590,shirt,faucet,320,43,>
2591,chain,weed,28,122,<
2592,finger,beard,23,98,<
2593,wood,paw,101,13,>
2594,balcony,seat,108,20,>
2595,plaque,train,5,165,<
2596,pad,paper,32,83,<
2597,label,bear,53,184,<
2598,track,rider,74,26,>
2599,giraffe,knob,321,23,>
2600,light,sheep,111,333,<
2601,belly,horse,52,458,<
2602,handle,number,341,73,>
2603,belt,watch,87,14,>
2604,wrist,jacket,3,99,<
2605,cow,pant,950,135,>
2606,flag,letter,1103,253,>
2607,lid,donut,42,155,<
2608,mud,elephant,261,912,<
2609,head,wave,139,2972,<
2610,watch,building,28,255,<
2611,box,cat,557,2071,<
2612,spot,arm,35,254,<
2613,tip,plane,58,1441,<
2614,giraffe,sport,122,3,>
2615,letter,post,259,1426,<
2616,button,plant,51,271,<
2617,seed,bowl,6,179,<
2618,plane,stripe,3701,534,>
2619,catcher,cap,435,48,>
2620,bush,horn,400,33,>
2621,packet,bowl,21,146,<
2622,number,base,52,452,<
2623,light,store,88,309,<
2624,pole,horn,156,62,>
2625,cat,latch,287,3,>
2626,couch,foot,317,34,>
2627,seat,spot,111,38,>
2628,train,car,6667,1185,>
2629,bench,helmet,567,78,>
2630,bird,needle,91,27,>
2631,outlet,toilet,12,676,<
2632,window,shed,21,122,<
2633,signpost,tree,59,190,<
2634,post,hole,136,23,>
2635,lettering,arm,30,98,<
2636,stair,jean,183,72,>
2637,dish,cheese,457,117,>
2638,dog,bucket,422,54,>
2639,roof,beach,27,117,<
2640,cat,grain,109,7,>
2641,monitor,sticker,129,6,>
2642,television,pizza,12,145,<
2643,tip,bag,3,130,<
2644,eye,tennis,4,264,<
2645,guy,goggle,344,27,>
2646,glass,house,105,440,<
2647,cap,t-shirt,147,664,<
2648,bull,number,130,8,>
2649,fruit,produce,53,189,<
2650,pier,bird,217,80,>
2651,table,piano,47,113,<
2652,microwave,object,103,21,>
2653,car,stain,128,54,>
2654,ear,lamp,15,164,<
2655,doll,shelf,20,108,<
2656,cloth,design,111,35,>
2657,keyboard,drawer,94,223,<
2658,decoration,elephant,26,119,<
2659,vest,boot,180,49,>
2660,spot,couple,11,125,<
2661,field,umbrella,418,100,>
2662,dog,speck,97,28,>
2663,clothing,bike,25,79,<
2664,chest,pillow,294,81,>
2665,pant,walkway,42,224,<
2666,hand,coat,283,1224,<
2667,flower,field,131,1183,<
2668,watch,fence,14,232,<
2669,pie,dessert,23,120,<
2670,shower,rug,81,23,>
2671,microwave,display,243,9,>
2672,batter,belt,659,16,>
2673,tattoo,guy,16,432,<
2674,wing,eagle,36,119,<
2675,duck,wing,289,68,>
2676,rider,shoe,110,10,>
2677,wrist,dog,4,137,<
2678,salad,sauce,310,25,>
2679,beard,finger,98,23,>
2680,tooth brush,bristle,193,9,>
2681,field,foot,363,15,>
2682,frame,leaf,248,101,>
2683,teddy,leaf,98,23,>
2684,bow tie,vest,19,256,<
2685,tomato,tip,77,24,>
2686,hat,poster,82,200,<
2687,hand,pillar,46,242,<
2688,logo,banner,31,210,<
2689,coat,statue,37,161,<
2690,patch,banana,38,166,<
2691,bike,lettering,252,17,>
2692,telephone,carpet,8,116,<
2693,series,car,126,37,>
2694,guy,stack,194,55,>
2695,table,book,3485,1093,>
2696,lamp,chandelier,104,276,<
2697,logo,sleeve,8,145,<
2698,couch,collar,163,2,>
2699,towel,stove,69,576,<
2700,day,track,154,19,>
2701,sticker,post,52,135,<
2702,glass,blouse,79,299,<
2703,cup,ketchup,141,57,>
2704,stove,toaster,218,8,>
2705,logo,car,138,1128,<
2706,triangle,shirt,47,148,<
2707,tie,bicycle,21,108,<
2708,chain,bus,18,135,<
2709,shirt,pick,32,103,<
2710,dial,window,26,148,<
2711,tip,tail,19,115,<
2712,cap,kite,199,786,<
2713,couch,fan,312,31,>
2714,snow boarding,pant,119,8,>
2715,elephant task,elephant,10,398,<
2716,bar,bed,25,138,<
2717,sneaker,arm,96,274,<
2718,rug,frame,208,65,>
2719,bear,bubble,529,156,>
2720,umbrella,sticker,214,15,>
2721,beard,bottle,133,27,>
2722,elephant,butt,100,24,>
2723,tooth,rock,43,148,<
2724,boat,stair,415,76,>
2725,toilet,brick,611,109,>
2726,truck,eye,128,6,>
2727,keyboard,plug,136,22,>
2728,table,outlet,558,8,>
2729,pitcher,pizza,39,302,<
2730,star,snow,5,164,<
2731,dessert,sugar,167,5,>
2732,toilet,screw,203,2,>
