,o1,o2,>,<,typical
3478,potato,tan,108,24,>
3479,sign,scooter,127,885,<
3480,shirt,shore,47,212,<
3481,tree,feather,599,110,>
3482,race,number,136,3,>
3483,light,collection,25,98,<
3484,letter,pick,12,105,<
3485,jockey,jacket,119,24,>
3486,switch,jacket,1,132,<
3487,microphone,jacket,56,183,<
3488,spot,bus,26,163,<
3489,dress,lamp,214,58,>
3490,step,pillow,80,27,>
3491,hole,bus,0,144,<
3492,number,lamp,32,168,<
3493,paper,fruit,56,178,<
3494,strap,giraffe,8,134,<
3495,pad,paper,32,83,<
3496,apple,donut,27,102,<
3497,ball,field,238,1046,<
3498,dog,jar,129,34,>
3499,van,box,202,72,>
3500,shoe,hotdog,13,113,<
3501,building,bolt,328,14,>
3502,bag,passenger,20,261,<
3503,batter,belt,659,16,>
3504,sign,luggage,288,920,<
3505,leather,pillow,144,21,>
3506,building,field,361,1126,<
3507,tie,flag,187,504,<
3508,ostrich,spot,141,3,>
3509,lamb,spot,126,7,>
3510,broccoli,flower,231,56,>
3511,onion,vegetable,269,1199,<
3512,table,holder,201,53,>
3513,cross,tree,74,324,<
3514,field,flag,294,73,>
3515,light,house,235,1136,<
3516,tire,walkway,8,100,<
3517,bottle,wheel,17,105,<
3518,sprig,plate,17,202,<
3519,jean,couch,238,698,<
3520,couple,glove,103,12,>
3521,limb,zebra,19,113,<
3522,bottom,blind,22,92,<
3523,object,track,36,123,<
3524,costume,bag,147,5,>
3525,barrel,truck,35,253,<
3526,rack,bag,132,54,>
3527,fur,shoe,52,163,<
3528,sneaker,ramp,32,251,<
3529,tree,vest,1239,406,>
3530,car,frisbee,508,1212,<
3531,train,animal,97,22,>
3532,shirt,skater,502,1416,<
3533,container,counter,116,345,<
3534,bottle,bar,76,537,<
3535,object,tv,36,205,<
3536,stand,handle,158,19,>
3537,helmet,boat,26,412,<
3538,lamb,herd,4,107,<
3539,orange,shape,123,51,>
3540,mouse,computer,110,1964,<
3541,pan,orange,80,31,>
3542,leg,umpire,28,426,<
3543,beach,bucket,233,12,>
3544,plate,spinach,598,145,>
3545,umpire,cap,426,41,>
3546,apple,utensil,19,110,<
3547,letter,body,21,471,<
3548,glass,mustache,280,85,>
3549,dirt,train,203,637,<
3550,wire,wheel,333,81,>
3551,seat,paper,148,54,>
3552,fork,pepper,289,114,>
3553,window,officer,27,178,<
3554,container,board,119,410,<
3555,light,costume,18,106,<
3556,fridge,board,106,5,>
3557,mammal,zebra,101,28,>
3558,door,thermostat,114,5,>
3559,window,air plane,27,151,<
3560,bedspread,pattern,97,11,>
3561,toy,fence,25,84,<
3562,podium,tie,162,8,>
3563,stool,blind,18,88,<
3564,fence,cleat,152,22,>
3565,duck,body,152,46,>
3566,number,crowd,32,408,<
3567,dirt,arm,283,92,>
3568,cabinet,button,278,18,>
3569,eye,pile,1,290,<
3570,guy,smile,128,7,>
3571,stripe,zebras,52,137,<
3572,fruit,potato,233,59,>
3573,stroller,baby,195,78,>
3574,knob,faucet,68,190,<
3575,letter,railing,17,267,<
3576,cat,stack,948,399,>
3577,moss,leaf,459,195,>
3578,branch,eye,921,26,>
3579,sheet,phone,242,55,>
3580,bag,handle,1955,294,>
3581,helmet,surface,14,238,<
3582,polka,umbrella,28,82,<
3583,tattoo,surfer,6,108,<
3584,minivan,building,97,242,<
3585,brick,baby,37,284,<
3586,leaf,pane,118,3,>
3587,pair,outlet,111,2,>
3588,helmet,mouth,177,26,>
3589,computer,finger,93,14,>
3590,logo,elephant,5,146,<
3591,zebra grazing,leaf,231,21,>
3592,kitten,paw,191,9,>
3593,tent,stripe,89,29,>
3594,shirt,shoe,17453,3295,>
3595,wing,bird,908,4941,<
3596,paper,mustard,209,58,>
3597,leg,beak,154,39,>
3598,fork,watch,101,26,>
3599,container,bike,28,113,<
3600,median,sign,202,19,>
3601,switch,board,0,132,<
3602,sandal,camera,21,86,<
3603,curtain,doorknob,101,0,>
3604,bird,bridge,145,355,<
3605,knife,olive,222,38,>
3606,necklace,bird,43,123,<
3607,orange,dot,195,21,>
3608,giraffe,hoof,1476,45,>
3609,jean,apple,96,28,>
3610,truck,strap,88,20,>
3611,ceiling,microwave,85,21,>
3612,shelf,fridge,64,373,<
3613,frisbee,paw,130,9,>
3614,pizza,watch,583,29,>
3615,mouth,pole,19,218,<
3616,hat,wrinkle,96,22,>
3617,reflector,bicycle,2,387,<
3618,glass,knob,354,58,>
3619,body,field,19,119,<
3620,coat,cone,94,28,>
3621,bottom,elephant,92,804,<
3622,house,leaf,1910,445,>
3623,fruit,blueberry,183,49,>
3624,helmet,cement,16,93,<
3625,park,car,368,99,>
3626,bride,bouquet,110,10,>
3627,hand,hole,341,62,>
3628,table,backpack,335,115,>
3629,day,jacket,527,31,>
3630,window,signage,57,140,<
3631,place mat,fork,313,50,>
3632,ear,tent,11,90,<
3633,roof,cone,102,28,>
3634,bin,apple,281,70,>
3635,umbrella,glass,2709,536,>
3636,eye,tail,67,781,<
3637,sheep,dog nose,176,9,>
3638,hill,glove,825,31,>
3639,bottom,tv,49,168,<
3640,napkin,bottom,151,32,>
3641,beer,pizza,177,668,<
3642,stand,building,82,208,<
3643,ear,wire,77,448,<
3644,chef,glass,99,29,>
3645,skiing,shirt,95,7,>
3646,leaf,vegetable,186,762,<
3647,stand,helmet,278,44,>
3648,pant,hill,127,1129,<
3649,clock,day time,5,109,<
3650,socket,sink,0,194,<
3651,dress,flag,416,161,>
3652,ear,t-shirt,18,536,<
3653,lamp,bus,41,211,<
3654,helmet,dress,47,155,<
3655,train,eye,124,0,>
3656,leaf,greenery,27,272,<
3657,pizza,blind,92,26,>
3658,fixture,pole,41,115,<
3659,cup,tablet,10,90,<
3660,blind,toaster,104,10,>
3661,ladder,house,47,118,<
3662,dress,costume,15,98,<
3663,object,bike,32,139,<
3664,skater,cone,582,38,>
3665,tree,firetruck,34,80,<
3666,seat,auditorium,8,102,<
3667,apple,number,200,14,>
3668,cement,bus,53,131,<
3669,flight,window,106,17,>
3670,button,beach,4,112,<
3671,bleacher,sign,100,13,>
3672,board,surfer,894,2187,<
3673,wire,computer,78,447,<
3674,spectator,tennis,190,734,<
3675,bench,orange,502,178,>
3676,clock,microwave,12,397,<
3677,bleacher,shirt,647,210,>
3678,pant,boat,205,803,<
3679,number,boat,99,1457,<
3680,desk,eye,123,2,>
3681,pole,body,73,253,<
3682,cake,woman,118,40,>
3683,sun glass,jean,24,112,<
3684,flag,beach,169,594,<
3685,wheel,gold,20,91,<
3686,sofa,vase,454,21,>
3687,bracelet,cellphone,31,169,<
3688,boat,flower,905,114,>
3689,gate,stripe,135,56,>
3690,curtain,ball,212,11,>
3691,leg,ring,86,15,>
3692,bit,giraffe,29,89,<
3693,paper,bottle,498,184,>
3694,lamb,leaf,244,39,>
3695,boot,biker,3,113,<
3696,window,jeep,36,447,<
3697,cup,brush,86,22,>
3698,vase,car,79,25,>
3699,coconut,donut,34,136,<
3700,umbrella,plastic,131,30,>
3701,hat,collar,339,50,>
3702,cover,banana,43,149,<
3703,bunch,ear,483,49,>
3704,mammal,elephant,74,28,>
3705,gold,sink,27,93,<
3706,light,wii,32,365,<
3707,clothing,ear,100,1,>
3708,head,toilet,19,125,<
3709,bracelet,door,6,151,<
3710,tan,letter,395,35,>
3711,truck,antenna,112,19,>
3712,speaker,rug,31,240,<
3713,ribbon,letter,217,53,>
3714,guy,pack,155,20,>
3715,cow grazing,ear,113,10,>
3716,paper,mouth,121,41,>
3717,wheel,skate board,49,1135,<
3718,ripple,shore,40,146,<
3719,dessert,sugar,167,5,>
3720,mirror,design,357,112,>
3721,vegetation,branch,111,38,>
3722,bench,ship,150,58,>
3723,arm,glove,408,140,>
3724,string,guitar,3,237,<
3725,umbrella,tshirt,109,25,>
3726,base,bat,56,360,<
3727,cloth,pizza,119,377,<
3728,ball,cow,7,165,<
3729,vest,board,34,83,<
3730,person,beach,30,284,<
3731,helmet,chalk,8,99,<
3732,moss,bear,215,1115,<
3733,couch,refrigerator,99,39,>
3734,bike,bird,178,71,>
3735,head,bicycle,34,297,<
3736,goalie,shirt,80,23,>
3737,belt,bench,13,279,<
3738,shaft,umbrella,7,264,<
3739,pie,dessert,23,120,<
3740,table,skin,113,42,>
3741,rock,giraffe nose,117,11,>
3742,snow,person,1069,197,>
3743,control,paper,33,98,<
3744,brick,bus,395,1138,<
3745,crosswalk,coat,132,27,>
3746,logo,shoe,262,732,<
3747,sleeve,mouth,91,25,>
3748,comforter,curtain,458,169,>
3749,glare,toilet,1,103,<
3750,hand,ear,1650,115,>
3751,bowl,counter,205,638,<
3752,belt,watch,87,14,>
3753,sign,air conditioner,365,40,>
3754,lamp,jacket,105,304,<
3755,stand,base,134,33,>
3756,collar,mouth,244,52,>
3757,number,bumper,13,207,<
3758,beach,glass,171,23,>
3759,beach,house,544,229,>
3760,bike,brick,979,403,>
3761,lettering,bat,6,96,<
3762,guy,balloon,87,16,>
3763,roof,barn,26,178,<
3764,person,truck,40,100,<
3765,tissue,table,27,78,<
3766,dress,beach,46,211,<
3767,home,roof,107,19,>
3768,horse,carrot,129,20,>
3769,hill,engine,89,27,>
3770,bed,jacket,266,44,>
3771,tier,flower,143,20,>
3772,skater,pair,305,129,>
3773,candle,tie,38,198,<
3774,bag,elephant,45,568,<
3775,center,lamp,151,43,>
3776,cat,card,100,10,>
3777,vehicle,window,4947,721,>
3778,crowd,shirt,3361,546,>
3779,foliage,leaf,658,73,>
3780,tank,pipe,101,37,>
3781,belt,cake,7,152,<
3782,umbrella,pole,3139,901,>
3783,wheel,aircraft,16,369,<
3784,crown,sign,32,92,<
3785,ski,window,467,53,>
3786,eye,clothe,7,134,<
3787,bird,leg,3518,377,>
3788,board,napkin,154,18,>
3789,surf board,ripple,619,130,>
3790,feather,horse,15,225,<
3791,box,sandwich,71,208,<
3792,carrot,strawberry,163,57,>
3793,uniform,catcher,851,248,>
3794,cake,blueberry,95,5,>
3795,shirt,lamb,22,101,<
3796,watch,building,28,255,<
3797,apron,kitchen,45,440,<
3798,baby,sink,89,37,>
3799,boat,bow,628,76,>
3800,door,dot,145,13,>
3801,ski,arm,332,69,>
3802,fence,ball,1550,353,>
3803,table,design,1011,320,>
3804,hat,eyebrow,185,3,>
3805,key,keyboard,308,7793,<
3806,donut,fork,213,86,>
3807,shirt,family,32,813,<
3808,fog,horse,104,39,>
3809,eye,object,36,269,<
3810,flower,bull,11,155,<
3811,church,brick,81,31,>
3812,bench,plane,31,81,<
3813,tape,scissors,36,150,<
3814,stubble,shirt,22,155,<
3815,paper,kitchen,11,162,<
3816,mouth,bat,4,110,<
3817,surf board,design,241,22,>
3818,cow,horn,4761,550,>
3819,pillow,lampshade,689,236,>
3820,sneaker,wheel,485,141,>
3821,building,screw,109,5,>
3822,carriage,seat,98,9,>
3823,beard,sweater,58,218,<
3824,trash,letter,228,56,>
3825,cup,number,241,45,>
3826,car,leg,450,141,>
3827,frame,outlet,158,2,>
3828,streetlight,bus,100,501,<
3829,horse,splash,89,13,>
3830,box,giraffe,35,317,<
3831,wood,speaker,159,29,>
3832,celery,board,31,81,<
3833,ball,horse,7,196,<
3834,shirt,sneaker,3856,772,>
3835,slope,boot,106,11,>
3836,necklace,couch,9,204,<
3837,day,orange,100,14,>
3838,dog nose,dog,347,16498,<
3839,bird,boat,1367,3756,<
3840,lamp,house,16,167,<
3841,keyboard,blind,49,358,<
3842,train,trim,352,87,>
3843,window,signpost,15,118,<
3844,couch,wheel,105,6,>
3845,wheel,hose,25,97,<
3846,arm,bush,80,239,<
3847,candle,towel,32,349,<
3848,tire,plate,100,41,>
3849,mouth,plant,23,261,<
3850,paw,dog,240,3589,<
3851,tile,switch,442,28,>
3852,balcony,train,29,225,<
3853,stack,monitor,33,394,<
3854,eye,banana,44,1150,<
3855,cat,stand,249,98,>
3856,elephant,house,315,132,>
3857,keyboard,whisker,90,14,>
3858,skier,cap,629,62,>
3859,door,jar,214,26,>
3860,counter,faucet,517,49,>
3861,face,statue,57,198,<
3862,logo,net,21,292,<
3863,shirt,antenna,102,43,>
3864,hand,t-shirt,324,1385,<
3865,brick,house,176,614,<
3866,suit,mustache,180,17,>
3867,bar,bottle,537,76,>
3868,statue,cap,98,8,>
3869,cake,card,202,85,>
3870,giraffe,nostril,825,4,>
3871,ladder,plane,104,485,<
3872,bulb,mirror,3,204,<
3873,shirt,sail boat,28,85,<
3874,stripe,mountain,102,545,<
3875,bear,tire,307,119,>
3876,stove,toaster,218,8,>
3877,umbrella,magazine,137,51,>
3878,candle,piano,0,107,<
3879,sun glass,umbrella,15,215,<
3880,handle,pepper,30,78,<
3881,table,wrist,160,4,>
3882,hotdog,cap,101,11,>
3883,cord,surf board,30,187,<
3884,cake,lettering,209,26,>
3885,toilet,plant,486,142,>
3886,plate,coaster,331,49,>
3887,tennis,head band,286,5,>
3888,plate,sprig,202,17,>
3889,station,shirt,145,34,>
3890,stair,shirt,1115,331,>
3891,mountain,bull,84,33,>
3892,bottle,pole,32,94,<
3893,fruit,portion,95,14,>
3894,pillar,house,51,190,<
3895,t-shirt,spectator,46,133,<
3896,brownie,cake,41,109,<
3897,door,door way,32,108,<
3898,fence,bin,126,29,>
3899,wheel,biker,31,91,<
3900,table,horse,82,267,<
3901,jersey,shoe,572,102,>
3902,number,building,243,5074,<
3903,couple,sweater,192,39,>
3904,logo,box,59,470,<
3905,curtain,banana,398,106,>
3906,car,lamp,402,153,>
3907,tennis,dirt,94,33,>
3908,door,holder,166,32,>
3909,van,window,6530,587,>
3910,sail,pole,158,55,>
3911,handle,steel,26,201,<
3912,bottom,tan,57,135,<
3913,fridge,stack,132,18,>
3914,net,light,156,35,>
3915,kid,flower,343,60,>
3916,bike,plant,607,174,>
3917,lace,pant,3,181,<
3918,number,knife,19,114,<
3919,forest,leg,213,9,>
3920,necklace,arm,30,132,<
3921,tree,bottle,554,121,>
3922,shrimp,dish,20,84,<
3923,train,luggage,545,113,>
3924,donut,cash register,12,88,<
3925,banana,nail,156,4,>
3926,plate,tub,81,26,>
3927,juice,fruit,23,92,<
3928,deer,spot,125,11,>
3929,kid,backpack,266,44,>
3930,figure,umbrella,31,81,<
3931,frame,giraffe,23,95,<
3932,keyboard,poster,56,209,<
3933,ring,bottle,47,222,<
3934,bowl,blueberry,324,30,>
3935,cord,computer,84,661,<
3936,tree,tube,191,33,>
3937,sofa,ear,168,13,>
3938,blender,cat,2,109,<
3939,zebra,photograph,2,145,<
3940,neck,plant,46,109,<
3941,leaf,yard,30,237,<
3942,silver,window,89,19,>
3943,counter,handle,573,83,>
3944,letter,stroller,15,133,<
3945,spoon,plant,26,112,<
3946,tusk,rock,30,152,<
3947,letter,monitor,9,302,<
3948,hand,bus,111,675,<
3949,refrigerator,vent,177,8,>
3950,weather,pole,145,14,>
3951,wrist band,spectator,2,173,<
3952,wii,cup,185,13,>
3953,ear,calf,26,491,<
3954,sink,fridge,21,284,<
3955,elephant trainer,elephant,44,217,<
3956,weed,number,111,12,>
3957,helmet,dirt,333,1694,<
3958,canopy,lamp,104,14,>
3959,outfit,window,320,92,>
3960,pair,sheet,55,154,<
3961,mast,sail boat,32,92,<
3962,saucer,dish,31,95,<
3963,plate,skin,250,30,>
3964,orange,apron,45,181,<
3965,bunch,foot,80,33,>
3966,fruit,pepper,338,62,>
3967,shelf,bottom,179,69,>
3968,mountain,backpack,907,110,>
3969,toilet,wire,162,13,>
3970,tire,sticker,273,43,>
3971,vegetation,eye,204,4,>
3972,bowl,ceiling,20,82,<
3973,stand,stripe,117,37,>
3974,baby,tail,157,12,>
3975,bar,curtain,36,152,<
3976,sign,median,19,202,<
3977,plate,suit,32,209,<
3978,glass,scarf,280,748,<
3979,flower,truck,149,454,<
3980,farm,cow,167,32,>
3981,bell,number,127,41,>
3982,van,field,16,103,<
3983,cabinet,knife,385,41,>
3984,door,train,896,9764,<
3985,ware,plate,21,238,<
3986,advertisement,hat,363,73,>
3987,bunch,patch,116,36,>
3988,dog,band,419,33,>
3989,table,carton,141,29,>
3990,chain,necklace,31,87,<
3991,paper,crate,26,74,<
3992,statue,cross,143,42,>
3993,apple,tie,16,86,<
3994,person,ear,122,24,>
3995,track,hat,935,75,>
3996,engine,window,1136,193,>
3997,bracelet,pant,33,599,<
3998,sheep,foot,425,127,>
3999,calf,tail,145,10,>
4000,saddle,helmet,277,69,>
4001,head,forest,19,262,<
4002,design,mountain,11,122,<
4003,tree,chain,1692,481,>
4004,cape,bull,2,109,<
4005,vase,toilet,54,169,<
4006,cap,seat,65,243,<
4007,jean,band,261,7,>
4008,lettuce,dish,59,194,<
4009,pant,ear,1154,65,>
4010,jean,kid,261,762,<
4011,car,watch,199,27,>
4012,handle,bristle,97,12,>
4013,object,button,269,43,>
4014,leaf,dog,973,4832,<
4015,landscape,horse,280,70,>
4016,mousepad,keyboard,63,344,<
4017,claw,pair,3,100,<
4018,seed,bowl,6,179,<
4019,flower,plane,81,378,<
4020,skatepark,guy,104,30,>
4021,brick,kid,60,228,<
4022,tip,hat,23,169,<
4023,sheep nose,lamb,2,192,<
4024,fork,plant,37,117,<
4025,pair,bench,421,2855,<
4026,couple,shoe,427,46,>
4027,basket,building,64,287,<
4028,helmet,snow boarding,4,99,<
4029,faucet,light,225,653,<
4030,light,pastry,26,122,<
4031,truck,window,8717,796,>
4032,carrot,peice,89,31,>
4033,bed,seat,106,18,>
4034,sticker,post,52,135,<
4035,lid,letter,88,34,>
4036,plate,finger nail,122,0,>
4037,pair,pocket,264,63,>
4038,light,jet,51,387,<
4039,handle,blind,10,329,<
4040,meal,flower,115,1,>
4041,frame,key,173,7,>
4042,stair,handle,91,15,>
4043,cabin,sign,85,27,>
4044,motorcyclist,glove,113,2,>
4045,cord,sink,42,131,<
4046,spectator,hat,1260,127,>
4047,pant,collar,239,18,>
4048,shoe,sport,10,98,<
4049,eye,fish,1,170,<
4050,logo,bike,30,621,<
4051,jacket,keyboard,233,25,>
4052,fur,bench,9,155,<
4053,poster,umbrella,78,216,<
4054,t-shirt,net,61,159,<
4055,flag,wood,36,203,<
4056,skateboarding,pant,313,16,>
4057,sandwich,fruit,93,14,>
4058,van,crane,24,82,<
4059,trash,seat,41,106,<
4060,bus,leaf,3682,468,>
4061,plant,computer,52,129,<
4062,traffic,sign,739,186,>
4063,object,boat,118,813,<
4064,blanket,string,73,29,>
4065,dresser,tv,211,56,>
4066,blanket,telephone,221,8,>
4067,herd,shirt,348,22,>
4068,pillow,linen,21,88,<
4069,phone,pen,304,53,>
4070,vegetable,meal,32,350,<
4071,horse,bandana,126,30,>
4072,mouth,vase,9,258,<
4073,watch,sign,98,263,<
4074,fence,person,207,44,>
4075,bucket,sweater,11,97,<
4076,pasture,dog,105,3,>
4077,ripple,ear,262,85,>
4078,bear,handle,243,44,>
4079,cat,screw,331,0,>
4080,lettering,railing,19,83,<
4081,tomato,umbrella,11,96,<
4082,basket,onion,143,50,>
4083,skin,tie,29,100,<
4084,watch,wii,13,189,<
4085,expanse,boat,165,29,>
4086,mountain,leaf,1443,107,>
4087,glass,cow,62,228,<
4088,sweater,pan,137,15,>
4089,sign,day,71,925,<
4090,bowl,soda,148,32,>
4091,fence,lamp,116,21,>
4092,cap,t-shirt,147,664,<
4093,bench,day,33,525,<
4094,chest,pillow,294,81,>
4095,screen,microphone,137,21,>
4096,shower,sink,473,97,>
4097,spot,fork,36,224,<
4098,basket,shelf,89,249,<
4099,skirt,watch,115,12,>
4100,bottle,salad,25,104,<
4101,hill,vest,111,14,>
4102,collar,tooth,103,25,>
4103,drawer,bedspread,16,119,<
4104,field,horn,455,18,>
4105,kid,leaf,546,78,>
4106,duck,bridge,33,168,<
4107,bike,case,99,15,>
4108,cap,day,0,138,<
4109,tower,track,33,114,<
4110,menu,napkin,158,61,>
4111,arm,pizza,96,330,<
4112,bottle,blind,15,273,<
4113,balcony,house,44,257,<
4114,pattern,dog,296,803,<
4115,chain,bus,18,135,<
4116,bottle,box,248,707,<
4117,base,keyboard,52,162,<
4118,helmet,guy,235,1831,<
4119,t-shirt,lettering,91,13,>
4120,shoe,shoe lace,465,29,>
4121,cake,strawberry,962,106,>
4122,sign,hook,106,11,>
4123,tarp,stripe,98,31,>
4124,bracket,sign,49,465,<
4125,rim,bowl,78,298,<
4126,train,track ballast,157,5,>
4127,glass,tank,11,90,<
4128,woman,glove,104,31,>
4129,bar,pitcher,107,14,>
4130,dog,crack,579,119,>
4131,glass,base,308,109,>
4132,train,wood,473,184,>
4133,dog,number,743,61,>
4134,window,bell,268,97,>
4135,eye,bowl,47,352,<
4136,surf board,foam,161,383,<
4137,ring,baby,12,236,<
4138,tile,bench,207,909,<
4139,cellphone,dress,58,167,<
4140,basket,tv,28,166,<
4141,pot,letter,275,34,>
4142,basket,sweater,26,138,<
4143,bench,helmet,567,78,>
4144,shelf,bed,76,672,<
4145,towel,guy,31,131,<
4146,orange,ear,515,46,>
4147,pole,vent,85,34,>
4148,bottle,blouse,9,102,<
4149,nail,finger,7,210,<
4150,zebra,skin,363,35,>
4151,soccer,car,162,4,>
4152,telephone,pillow,38,892,<
4153,donut,pile,97,322,<
4154,marina,boat,495,69,>
4155,shirt,handkerchief,165,5,>
4156,plate,foam,118,22,>
4157,tooth,umbrella,13,94,<
4158,cord,beach,36,137,<
4159,label,bear,53,184,<
4160,baby,basket,120,32,>
4161,letter,ladder,25,171,<
4162,kite,trunk,131,17,>
4163,pillow,ball,124,51,>
4164,dog,strawberry,109,5,>
4165,eyelash,shirt,3,105,<
4166,ball,frisbee,55,186,<
4167,brick,tower,156,542,<
4168,wine,letter,233,10,>
4169,belt,kite,22,162,<
4170,eye,boot,3,104,<
4171,counter,vent,76,31,>
4172,zebras nose,zebra,10,257,<
4173,wire,mouth,91,16,>
4174,cap,bear,108,378,<
4175,hat,dirt,232,1239,<
4176,gentleman,hat,106,26,>
4177,plant,sticker,229,42,>
4178,book,tan,83,297,<
4179,ring,tooth,14,95,<
4180,handle,trunk,5,171,<
4181,couch,pillow,7797,591,>
4182,triangle,train,0,105,<
4183,field,tusk,120,0,>
4184,light,cab,32,222,<
4185,tire,scooter,33,744,<
4186,pole,rail,174,545,<
4187,moon,snow,4,112,<
4188,curtain,light,2473,440,>
4189,tip,jacket,7,271,<
4190,mug,cake,44,198,<
4191,plate,dollop,158,35,>
4192,spoon,toast,16,125,<
4193,leaf,day time,1,422,<
4194,court,cap,307,31,>
4195,elephant,weed,838,200,>
4196,balloon,string,85,21,>
4197,snow,dot,104,2,>
4198,table,woman,242,69,>
4199,cushion,bench,28,186,<
4200,rim,number,110,27,>
4201,tip,kite,4,358,<
4202,towel,mouth,96,11,>
4203,cone,propeller,14,108,<
4204,scooter,wheel,829,52,>
4205,event,kite,106,39,>
4206,pant,jump,8,100,<
4207,purse,crowd,32,128,<
4208,guy,stack,194,55,>
4209,rectangle,train,4,137,<
4210,forest,rock,538,66,>
4211,family,plate,119,2,>
4212,cabinet,pot,852,155,>
4213,horn,horse,53,247,<
4214,salad,liquid,85,15,>
4215,wrist,jean,7,130,<
4216,tattoo,phone,39,171,<
4217,television,mouse,101,5,>
4218,keyboard,base,162,52,>
4219,button,pot,21,138,<
4220,pant,photograph,22,108,<
4221,wire,light,1876,396,>
4222,microwave,table,190,613,<
4223,fork,arm,30,90,<
4224,bed,object,377,7,>
4225,cushion,button,224,6,>
4226,sweater,plant,353,80,>
4227,moss,bush,35,108,<
4228,leaf,trunk,351,1086,<
4229,fence,vine,89,34,>
4230,wood,elephant,230,729,<
4231,muffin,egg,82,28,>
4232,sign,elephant,166,1213,<
4233,path,train,91,222,<
4234,object,cat,206,1002,<
4235,shoe,bunch,15,210,<
4236,sweater,tie,442,119,>
4237,couch,controller,380,83,>
4238,kid,scarf,111,37,>
4239,phone,cup,592,250,>
4240,bunch,key,132,9,>
4241,bleacher,cap,112,9,>
4242,sandwich,sign,330,62,>
4243,snow boarder,goggle,167,9,>
4244,table,fur,142,53,>
4245,soccer,orange,143,3,>
4246,menu,tomato,90,20,>
4247,car,ring,133,36,>
4248,switch,window,18,709,<
4249,wave,beard,167,11,>
4250,skirt,band,95,5,>
4251,glass,bench,253,2073,<
4252,trainer,elephant,48,202,<
4253,shelf,cable,100,16,>
4254,lettuce,bean,79,26,>
4255,surf board,arm,526,137,>
4256,anchor,boat,18,302,<
4257,cup,tshirt,7,116,<
4258,rock,zebra,2468,10144,<
4259,cup,sleeve,44,125,<
4260,shirt,step,442,1117,<
4261,field,umbrella,418,100,>
4262,shot,tree,226,29,>
4263,jean,ring,307,28,>
4264,sheet,bedspread,40,131,<
4265,pedestrian,bus,83,515,<
4266,tv,plant,667,221,>
4267,window,weather,14,206,<
4268,baseman,batter,8,95,<
4269,fan,letter,249,20,>
4270,cat,bedsheet,125,33,>
4271,branch,foot,157,27,>
4272,center,dog,89,240,<
4273,zipper,ski,8,111,<
4274,catcher,camera,176,52,>
4275,face,tennis,2,257,<
4276,broccoli,bit,101,22,>
4277,ramp,window,475,64,>
4278,fruit,sticker,908,12,>
4279,wave,board,4927,1553,>
4280,cat nose,cat,134,13035,<
4281,bag,knob,264,25,>
4282,lamp,quilt,24,275,<
4283,bike,bottom,211,68,>
4284,leaf,strawberry,51,225,<
4285,bag,ski,50,235,<
4286,sign,overpass,27,332,<
4287,ear,couch,18,541,<
4288,zebra,wood log,108,27,>
4289,lettering,paper,43,128,<
4290,bride,flower,952,50,>
4291,beach,sandal,221,10,>
4292,seat,strap,113,28,>
4293,skateboarding,shoe,537,8,>
4294,letter,court,17,526,<
4295,logo,sleeve,8,145,<
4296,helmet,athlete,2,185,<
4297,ring,strap,11,145,<
4298,jean,smile,98,13,>
4299,rug,fixture,210,49,>
4300,helmet,branch,46,108,<
4301,wire,microwave,23,111,<
4302,metal dog tag,dog,0,165,<
4303,trash,kitchen,1,167,<
4304,rope,forest,30,83,<
4305,herd,tusk,186,0,>
4306,umbrella,mask,140,59,>
4307,button,chef,4,104,<
4308,guy,ball,467,137,>
4309,orange,stain,111,13,>
4310,shoe,slope,4,99,<
4311,keyboard,coffee,87,27,>
4312,bench,litter,85,15,>
4313,day,cap,138,0,>
4314,curtain,pair,465,149,>
4315,brick,wire,145,384,<
4316,leg,pitcher,100,346,<
4317,light,scratch,33,90,<
4318,toddler,pant,270,78,>
4319,dog,herd,42,323,<
4320,sauce,dessert,14,113,<
4321,wrench,tool,12,109,<
4322,goat,pant,126,20,>
4323,plant,refrigerator,50,341,<
4324,star,door,42,134,<
4325,mouse,drawer,8,244,<
4326,board,paper,441,141,>
4327,truck,chain,220,70,>
4328,toilet,flush,130,8,>
4329,stair,jean,183,72,>
4330,broccoli,ham,33,77,<
4331,stripe,lettering,197,81,>
4332,meadow,zebra,104,26,>
4333,light,telephone,172,58,>
4334,leaf,locomotive,7,126,<
4335,bowl,label,207,39,>
4336,sack,jacket,11,105,<
4337,pillow,ribbon,113,17,>
4338,cap,racket,73,601,<
4339,snow,flag,1757,647,>
4340,mouth,bird,61,259,<
4341,curtain,trash,223,5,>
4342,batter,cooler,130,6,>
4343,bagel,egg,162,37,>
4344,hood,bench,11,157,<
4345,uniform,window,290,34,>
4346,curtain,handle,782,37,>
4347,drawer,curtain,69,567,<
4348,elephant,head,1010,139,>
4349,vegetable,surface,97,41,>
4350,cord,stand,28,110,<
4351,bark,zebra,37,181,<
4352,nut,tree,4,108,<
4353,hut,boat,25,86,<
4354,shirt,stain,210,33,>
4355,hill,tent,118,13,>
4356,tail,elephant,175,3105,<
4357,tooth,sink,151,21,>
4358,window,wave,39,292,<
4359,box,frisbee,26,88,<
4360,pair,couple,92,532,<
4361,chain,house,15,107,<
4362,bird,foliage,93,277,<
4363,light,station,20,146,<
4364,shoe,door,144,978,<
4365,ear,seat,28,312,<
