,o1,o2,>,<,typical
4062,dish,crust,122,18,>
4063,audience,catcher,136,19,>
4064,towel,doorknob,113,9,>
4065,fridge,stack,132,18,>
4066,blanket,telephone,221,8,>
4067,ball,rope,26,118,<
4068,stand,mouse,82,30,>
4069,person,beach,30,284,<
4070,leaf,yard,30,237,<
4071,icing,pastry,27,104,<
4072,ketchup,hand,22,168,<
4073,eye,scissors,8,217,<
4074,jacket,kid,543,1449,<
4075,bag,handle,1955,294,>
4076,tire,stair,33,144,<
4077,leaf,spinach,46,111,<
4078,horn,dog,0,117,<
4079,eye glass,window,19,117,<
4080,collar,bush,12,132,<
4081,jacket,skier,1847,6266,<
4082,arm,train,40,453,<
4083,cat,pupil,574,6,>
4084,track,tower,114,33,>
4085,beach,bucket,233,12,>
4086,sleeve,eye,233,36,>
4087,sweater,guy,140,435,<
4088,orange,window,2070,874,>
4089,carrot,dog,16,166,<
4090,rock,glove,227,52,>
4091,ear,kid,21,561,<
4092,table,meal,177,540,<
4093,outlet,jean,1,112,<
4094,basket,pillow,93,248,<
4095,shirt,skater,502,1416,<
4096,rock,jet,13,113,<
4097,sugar,potato,219,32,>
4098,train,patch,685,136,>
4099,chicken,carrot,471,107,>
4100,sock,goalie,12,107,<
4101,display,number,265,26,>
4102,refrigerator,microwave,1525,119,>
4103,rice,pile,57,144,<
4104,lettering,paper,43,128,<
4105,bridge,tire,179,35,>
4106,device,dog,20,113,<
4107,bag,bush,133,328,<
4108,animal,wrinkle,122,29,>
4109,glass,mountain,53,275,<
4110,spatula,shirt,59,232,<
4111,fork,window,86,223,<
4112,day,bike,199,20,>
4113,window,ski,53,467,<
4114,tv,control,631,91,>
4115,bed,cord,684,25,>
4116,cleat,tree,43,134,<
4117,bulb,lamp,13,109,<
4118,orange,bench,178,502,<
4119,tan,refrigerator,24,83,<
4120,audience,shirt,542,96,>
4121,hat,barrier,17,184,<
4122,clock,tennis,1,140,<
4123,drawer,button,149,11,>
4124,mug,liquid,94,20,>
4125,stripe,cat nose,162,3,>
4126,egg,dish,79,192,<
4127,glass,lunch,15,171,<
4128,luggage,box,254,67,>
4129,arm,pizza,96,330,<
4130,locomotive,tree,281,109,>
4131,handle,backpack,22,353,<
4132,bagel,plate,96,412,<
4133,whisker,dog,92,886,<
4134,gum,candy,122,19,>
4135,field,tusk,120,0,>
4136,pillow,table cloth,32,86,<
4137,toaster,bowl,109,20,>
4138,fire extinguisher,wood,22,92,<
4139,dirt,glass,116,43,>
4140,ear,coat,24,665,<
4141,clock,skeleton,76,26,>
4142,trail,pole,115,34,>
4143,zebra grazing,eye,303,4,>
4144,marina,boat,495,69,>
4145,orange,desk,38,121,<
4146,tennis,outfit,242,31,>
4147,elephant,dot,145,35,>
4148,pant,uniform,131,667,<
4149,number,pot,4,159,<
4150,rock,cat,188,517,<
4151,television,basket,144,12,>
4152,ear,scarf,60,267,<
4153,pillow,speaker,264,84,>
4154,glove,dirt,143,941,<
4155,tree,sleeve,489,171,>
4156,cover,ear,156,25,>
4157,vase,ring,143,15,>
4158,handle,toaster,24,139,<
4159,cone,guy,32,393,<
4160,speaker,mirror,17,108,<
4161,grain,broccoli,15,121,<
4162,key,carpet,15,227,<
4163,elephant,tire,719,105,>
4164,cone,kite,52,188,<
4165,stand,arm,91,31,>
4166,day time,train,143,2,>
4167,crosswalk,awning,163,13,>
4168,trailer,number,100,7,>
4169,tip,ski,5,317,<
4170,face,cat,281,975,<
4171,fence,box,288,89,>
4172,pole,deck,26,136,<
4173,luggage,bottle,98,6,>
4174,peach,pillow,120,30,>
4175,sofa,ear,168,13,>
4176,field,pair,1158,121,>
4177,finger,door,26,100,<
4178,panel,microwave,29,83,<
4179,cow,windmill,36,113,<
4180,batter,belt,659,16,>
4181,zebra,whisker,229,28,>
4182,bed,bed spread,292,110,>
4183,eye,chain,21,159,<
4184,bar,banana,153,54,>
4185,pitcher,cabinet,11,190,<
4186,skate boarder,helmet,90,10,>
4187,letter,tent,17,359,<
4188,clock,book shelf,9,97,<
4189,head,mane,395,128,>
4190,trash,jean,54,208,<
4191,foam,bear,19,94,<
4192,stripe,banana,131,429,<
4193,tip,plane,58,1441,<
4194,tip,jacket,7,271,<
4195,slat,bench,153,1387,<
4196,purse,luggage,63,262,<
4197,tire,cab,11,136,<
4198,skirt,band,95,5,>
4199,crack,letter,180,28,>
4200,kitchen,curtain,168,21,>
4201,soda,straw,131,19,>
4202,knife,dress,63,301,<
4203,fan,number,190,13,>
4204,hump,elephant,5,251,<
4205,counter,faucet,517,49,>
4206,horse,wheel,3465,318,>
4207,house,elephant,132,315,<
4208,bulb,light,106,329,<
4209,watch,computer,11,162,<
4210,sheep,head,1730,228,>
4211,paw,cat,377,4549,<
4212,lock,sign,37,118,<
4213,window,fan,513,193,>
4214,kid,flower,343,60,>
4215,sink,burner,121,51,>
4216,vest,boot,180,49,>
4217,handle,broccoli,38,135,<
4218,seat,speaker,100,6,>
4219,wood,towel,465,162,>
4220,wood,elephant,230,729,<
4221,costume,wave,11,236,<
4222,cap,cow,64,324,<
4223,towel,hook,101,7,>
4224,tile,bench,207,909,<
4225,hoodie,skier,8,94,<
4226,button,pan,12,133,<
4227,tile,photograph,16,84,<
4228,animal,eye,3075,44,>
4229,tree,tail,5545,349,>
4230,pillar,head,104,13,>
4231,truck,brick,583,210,>
4232,jean,tattoo,299,33,>
4233,person,skirt,27,84,<
4234,keyboard,cat,735,1879,<
4235,arm,bush,80,239,<
4236,label,pile,14,133,<
4237,crack,curb,34,129,<
4238,name,shirt,135,384,<
4239,jacket,cup,950,117,>
4240,luggage,shoe,646,79,>
4241,dress,belt,487,18,>
4242,steeple,bird,102,32,>
4243,spectator,hat,1260,127,>
4244,object,television,29,105,<
4245,pole,fur,103,41,>
4246,sock,dog,62,625,<
4247,ring,bottle,47,222,<
4248,car,sandwich,20,125,<
4249,frisbee,sock,1348,252,>
4250,monitor,lamp,225,87,>
4251,onion,variety,1,104,<
4252,swan,boat,74,263,<
4253,wave,paddle,411,131,>
4254,chili,dog,19,183,<
4255,plant,candle,253,74,>
4256,handle,leg,67,168,<
4257,window,sandwich,77,209,<
4258,name,dog,31,168,<
4259,car,bat,79,209,<
4260,field,baby,132,42,>
4261,tree,locomotive,109,281,<
4262,banana,berry,87,23,>
4263,suv,shoe,78,22,>
4264,flag,wood,36,203,<
4265,dog,holder,181,38,>
4266,cake,star,707,32,>
4267,shrub,spot,173,27,>
4268,handle,dirt,32,147,<
4269,lettering,boat,30,431,<
4270,crumb,paper,18,124,<
4271,elephant,foot,1467,106,>
4272,seat,bus,192,718,<
4273,screw,letter,57,193,<
4274,hand,bat,163,602,<
4275,toilet,bar,482,165,>
4276,bear,bus,39,106,<
4277,cellphone,bench,45,232,<
4278,pizza,beer,668,177,>
4279,flower,apron,37,206,<
4280,swan,leaf,187,28,>
4281,ribbon,eye,331,31,>
4282,drain,tile,58,628,<
4283,bean sprout,plate,11,97,<
4284,dog,fork,399,134,>
4285,eye,shoe,51,425,<
4286,bolt,wire,8,162,<
4287,watercraft,boat,34,97,<
4288,pizza,stem,152,0,>
4289,arm,snow,350,1578,<
4290,elephant,pair,1101,334,>
4291,trash,dirt,45,132,<
4292,sandwich,fruit,93,14,>
4293,sofa,blanket,428,95,>
4294,mushroom,pizza,293,3220,<
4295,truck,train,158,798,<
4296,glass,eye,1565,167,>
4297,door,glass,2062,701,>
4298,button,stand,24,132,<
4299,shirt,clip,295,67,>
4300,cable,car,250,83,>
4301,paper,utensil,81,32,>
4302,t-shirt,luggage,31,133,<
4303,bottle,pair,203,546,<
4304,elephant,puddle,208,84,>
4305,bubble,bear,156,529,<
4306,bird,terrain,14,101,<
4307,seat,spot,111,38,>
4308,face,blanket,54,168,<
4309,building,head,1085,170,>
4310,glove,rock,52,227,<
4311,snout,leaf,30,97,<
4312,shirt,handkerchief,165,5,>
4313,whisker,window,32,236,<
4314,tree,drum,95,17,>
4315,window,crane,77,649,<
4316,collar,tan,11,147,<
4317,shirt,button,5906,895,>
4318,toilet,screw,203,2,>
4319,microwave,knob,1746,42,>
4320,hand,refrigerator,22,161,<
4321,monitor,office,7,156,<
4322,skateboarding,wheel,479,3,>
4323,vegetable,hole,101,5,>
4324,couch,eye,454,10,>
4325,barrette,shirt,16,117,<
4326,trash,truck,69,305,<
4327,vehicle,building,1154,2904,<
4328,light,passenger,46,189,<
4329,scarf,woman,138,57,>
4330,sign,flyer,38,93,<
4331,toy,jacket,53,126,<
4332,leaf,mirror,183,520,<
4333,tomato,hotdog,23,130,<
4334,leaf,patio,7,106,<
4335,baby,tail,157,12,>
4336,shirt,hole,771,149,>
4337,fan,plate,76,31,>
4338,frisbee,paw,130,9,>
4339,gentleman,jacket,88,30,>
4340,sticker,truck,23,396,<
4341,drawer,eye,118,7,>
4342,chain,pipe,42,113,<
4343,boot,kite,28,247,<
4344,tree,bottle,554,121,>
4345,handle,bristle,97,12,>
4346,hand,outfit,35,322,<
4347,window,outlet,1082,41,>
4348,stair,helmet,97,13,>
4349,sticker,monitor,6,129,<
4350,ear,television,16,176,<
4351,building,bag,2766,495,>
4352,cone,track,5,96,<
4353,ridge,plate,35,86,<
4354,window,doorknob,177,12,>
4355,cap,seat,65,243,<
4356,sticker,post,52,135,<
4357,flower,net,15,146,<
4358,kitten,keyboard,171,36,>
4359,van,crane,24,82,<
4360,logo,box,59,470,<
4361,day time,sign,403,2,>
4362,cage,bird,470,197,>
4363,couple,arm,165,62,>
4364,cabinet,knife,385,41,>
4365,horse,decoration,129,12,>
4366,eye,window,129,1135,<
4367,board,bike,56,135,<
4368,pillow,logo,156,5,>
4369,cloth,mirror,62,238,<
4370,woman,eye,122,31,>
4371,tile,shower,121,636,<
4372,blanket,elephant,241,814,<
4373,glove,flag,73,188,<
4374,coaster,couch,0,106,<
4375,wave,towel,97,26,>
4376,crowd,bag,483,53,>
4377,bumper,boat,21,186,<
4378,collection,tv,20,81,<
4379,umbrella,shutter,127,45,>
4380,helmet,bike,483,5280,<
4381,tv,paper,276,49,>
4382,glare,shirt,27,89,<
4383,ear,apron,3,194,<
4384,number,control,5,302,<
4385,toddler,cake,123,47,>
4386,carrot,fish,21,118,<
4387,baby,eyebrow,149,4,>
4388,jacket,ribbon,232,56,>
4389,uniform,sign,373,62,>
4390,sign,hill,242,1079,<
4391,column,truck,37,90,<
4392,fruit,sandwich,14,93,<
4393,pair,wheel,1294,255,>
4394,kitten,paw,191,9,>
4395,wine,letter,233,10,>
4396,bird,beach,519,1309,<
4397,sofa,sock,143,8,>
4398,tree,seat,1229,454,>
4399,table,handle,1677,291,>
4400,hand,statue,103,609,<
4401,pack,jean,52,155,<
4402,microwave,table,190,613,<
4403,light,leather,7,109,<
4404,tape,horse,10,204,<
4405,plant,bolt,108,5,>
4406,truck,entrance,84,30,>
4407,kitchen,container,446,12,>
4408,tire,logo,404,123,>
4409,logo,tie,49,215,<
4410,fog,horse,104,39,>
4411,person,fence,44,207,<
4412,catcher,sneaker,160,32,>
4413,paw,animal,31,382,<
4414,weed,number,111,12,>
4415,duck,tail,286,27,>
4416,curtain,cat nose,114,0,>
4417,yak,animal,51,154,<
4418,bumper,fence,21,85,<
4419,window,sail,4,100,<
4420,house,hill,162,787,<
4421,eye,phone,67,1077,<
4422,belly,cow,53,389,<
4423,mustache,guy,12,141,<
4424,book,marker,103,34,>
4425,box,tv,98,578,<
4426,bus,bag,2498,227,>
4427,plate,coaster,331,49,>
4428,keyboard,whisker,90,14,>
4429,surf board,string,91,16,>
4430,clothing,light,151,45,>
4431,shirt,menu,419,177,>
4432,ceiling,umbrella,146,62,>
4433,tree,pattern,502,173,>
4434,bracelet,window,19,287,<
4435,name,fence,42,107,<
4436,refrigerator,house,80,26,>
4437,fork,watch,101,26,>
4438,roof,hand,378,62,>
4439,bracelet,pant,33,599,<
4440,pine,window,97,7,>
4441,base,shelf,32,79,<
4442,cow,rope,1611,440,>
4443,bag,elephant,45,568,<
4444,faucet,stove,18,275,<
4445,scissors,number,173,1,>
4446,wheel,surface,30,232,<
4447,hand,thumb,1450,140,>
4448,guy,cellphone,231,79,>
4449,statue,light,483,169,>
4450,letter,boat,80,2867,<
4451,rock,container,40,95,<
4452,flower,bulb,113,31,>
4453,zebra,body,211,54,>
4454,pole,table,207,614,<
4455,kitchen,letter,102,1,>
4456,umbrella,pool,156,464,<
4457,jacket,star,134,26,>
4458,cream,cake,83,497,<
4459,mountain,pick,109,6,>
4460,building,mouth,239,19,>
4461,stove,kettle,329,35,>
4462,phone,cup,592,250,>
4463,day,building,1041,120,>
4464,chest,eye,162,12,>
4465,hole,chocolate,13,100,<
4466,snow,scarf,706,179,>
4467,board,surfer,894,2187,<
4468,moss,eye,135,2,>
4469,pair,soccer,4,406,<
4470,animal,twig,103,10,>
4471,hoodie,horse,70,252,<
4472,steel,kitchen,25,156,<
4473,snow,field,217,527,<
4474,light,cabinet,455,1988,<
4475,jacket,spectator,83,333,<
4476,bicycle,hand,443,108,>
4477,dress,costume,15,98,<
4478,pile,couch,30,118,<
4479,tip,head,20,152,<
4480,clothing,bench,30,151,<
4481,bear,handle,243,44,>
4482,variety,shirt,150,41,>
4483,car,park,99,368,<
4484,bit,broccoli,22,101,<
4485,snowsuit,jacket,166,49,>
4486,house,object,121,40,>
4487,vase,sign,315,78,>
4488,wheel,tarp,25,120,<
4489,bowl,soda,148,32,>
4490,socket,sink,0,194,<
4491,giraffe,antler,280,7,>
4492,umbrella,label,137,50,>
4493,suit,name tag,109,7,>
4494,shoe,rock,132,320,<
4495,number,bull,8,130,<
4496,uniform,catcher,851,248,>
4497,eye,ceiling,6,121,<
4498,race,number,136,3,>
4499,ear,helmet,6,155,<
4500,pant,fencing,45,141,<
4501,shoe,slope,4,99,<
4502,star,snow,5,164,<
4503,dog,lunch,5,136,<
4504,apple,candle,91,18,>
4505,jacket,decoration,105,25,>
4506,coffee,handle,120,15,>
4507,counter,stack,257,67,>
4508,foot,body,9,144,<
4509,person,kid,31,151,<
4510,car,cap,948,270,>
4511,button,bowl,74,528,<
4512,cooler,car,15,91,<
4513,dirt,mirror,93,39,>
4514,ware,plate,21,238,<
4515,fridge,towel,253,20,>
4516,podium,tie,162,8,>
4517,mountain,ripple,395,124,>
4518,wrap,shirt,44,143,<
4519,woman,glove,104,31,>
4520,outfit,boat,31,96,<
4521,keyboard,poster,56,209,<
4522,dirt,mitt,141,12,>
4523,wood,cord,338,53,>
4524,leg,sneaker,363,96,>
4525,shoe,door,144,978,<
4526,paper,cat,406,2302,<
4527,path,train,91,222,<
4528,triangle,train,0,105,<
4529,pile,backpack,120,38,>
4530,eye,couch,10,454,<
4531,driveway,window,876,9,>
4532,spot,bear,94,925,<
4533,cow,rock,2366,892,>
4534,button,bow,17,84,<
4535,rug,frame,208,65,>
4536,bus,uniform,121,9,>
4537,backpack,letter,495,51,>
4538,fixture,tub,21,87,<
4539,horn,mane,28,268,<
4540,faucet,frame,7,130,<
4541,cross,clock,138,358,<
4542,train,animal,97,22,>
4543,bottle,button,540,146,>
4544,pair,bead,115,13,>
4545,train,plank,292,31,>
4546,shoe,railing,46,435,<
4547,cap,bear,108,378,<
4548,surf board,foam,161,383,<
4549,crumb,crust,19,108,<
4550,pillow,book,3067,1303,>
4551,cap,day,0,138,<
4552,bench,photograph,10,165,<
4553,dog,deck,73,202,<
4554,decoration,jacket,25,105,<
4555,wii,hand,489,118,>
4556,couch,refrigerator,99,39,>
4557,macaroni,plate,127,314,<
4558,tree,belly,267,16,>
4559,car,hat,2258,734,>
4560,glob,plate,18,124,<
4561,petal,rose,35,474,<
4562,pant,bowl,282,78,>
4563,drawer,stack,155,28,>
4564,lamb,face,194,27,>
4565,wave,outfit,123,29,>
4566,boot,wood,18,98,<
4567,beak,animal,3,108,<
4568,hat,donkey,4,104,<
4569,sandal,camera,21,86,<
4570,foot,toy,37,184,<
4571,surfer,tail,97,11,>
4572,leaf,decoration,53,186,<
4573,table,face,591,177,>
4574,post,horn,94,25,>
4575,crumb,table,98,323,<
4576,couch,armrest,94,16,>
4577,phone,snow,19,98,<
4578,weather,flag,117,3,>
4579,ladder,train,75,708,<
4580,bird,bark,234,99,>
4581,horse,boat,492,186,>
4582,ketchup,bowl,33,148,<
4583,pile,toilet,59,207,<
4584,kite,hand,1487,351,>
4585,buckle,tie,0,113,<
4586,towel,t-shirt,22,122,<
4587,house,cap,246,73,>
4588,strap,curtain,15,135,<
4589,shirt,race,10,115,<
4590,truck,balcony,212,60,>
4591,tire,taxi,6,210,<
4592,blanket,ball,143,18,>
4593,garbage,table,10,153,<
4594,couch,bottle,424,8,>
4595,frame,leaf,248,101,>
4596,strap,bus,9,167,<
4597,apartment,window,159,16,>
4598,wheel,skate board,49,1135,<
4599,seat,head,178,63,>
4600,design,table cloth,33,163,<
4601,stack,building,95,235,<
4602,flag,string,41,165,<
4603,clothing,building,53,244,<
4604,skate board,shoe,930,153,>
4605,bench,bracelet,266,23,>
4606,windmill,pole,180,1,>
4607,whisker,table,13,117,<
4608,ear,cow nose,173,68,>
4609,door,sock,153,33,>
4610,sticker,bottom,57,179,<
4611,cleat,pant,42,252,<
4612,crown,clock,16,125,<
4613,curtain,banana,398,106,>
4614,dog,graffiti,138,45,>
4615,day,foot,122,0,>
4616,mouse,poster,6,218,<
4617,refrigerator,steel,88,19,>
4618,lampshade,rug,9,163,<
4619,fruit,pepper,338,62,>
4620,camera,sink,53,186,<
4621,table,holder,201,53,>
4622,outfit,bike,55,138,<
4623,elephant,light,1367,369,>
4624,leg,toy,64,255,<
4625,brick,table,239,770,<
4626,bed spread,light,121,10,>
4627,letter,ladder,25,171,<
4628,bunch,knife,120,32,>
4629,bag,pedestrian,24,201,<
4630,bowl,toaster,20,109,<
4631,lid,curtain,29,114,<
4632,baby,collar,138,22,>
4633,bowl,vessel,109,45,>
4634,jacket,bow,81,27,>
4635,bear,stripe,380,104,>
4636,tree,fire,72,29,>
4637,horse,post,1809,320,>
4638,suit,logo,723,28,>
4639,groom,flower,342,36,>
4640,cap,step,14,151,<
4641,spot,knife,29,316,<
4642,fruit,seed,191,7,>
4643,crowd,hoodie,91,14,>
4644,couple,glove,103,12,>
4645,tent,bottle,98,8,>
4646,frisbee,hill,90,343,<
4647,bear,step,210,81,>
4648,decoration,donut,29,154,<
4649,fish,bag,11,92,<
4650,calf,eye,118,2,>
4651,screw,cat,0,331,<
4652,hat,path,35,281,<
4653,comforter,blind,139,27,>
4654,bike,peddle,97,5,>
4655,gold,stripe,90,31,>
4656,arrow,guy,16,99,<
4657,counter,cap,90,18,>
4658,snow,shirt,1712,688,>
4659,foot,wood,67,271,<
4660,controller,strap,83,18,>
4661,screen,glass,455,192,>
4662,horse,shoulder,145,3,>
4663,jean,apple,96,28,>
4664,car,tyre,83,28,>
4665,icicle,sign,36,150,<
4666,rock,foliage,73,246,<
4667,train,track ballast,157,5,>
4668,mountain,mirror,155,57,>
4669,stripe,outlet,190,4,>
4670,cleat,pitcher,7,184,<
4671,window,traffic,61,383,<
4672,tent,building,162,469,<
4673,crowd,light,638,172,>
4674,vent,tree,34,317,<
4675,statue,church,13,162,<
4676,glass,mustache,280,85,>
4677,lettering,arm,30,98,<
4678,diamond,shirt,43,221,<
4679,dress,eye glass,100,6,>
4680,bowl,umbrella,24,108,<
4681,window,symbol,288,86,>
4682,sleeve,handle,80,22,>
4683,tree,ring,460,69,>
4684,box,rug,118,342,<
4685,wave,something,130,46,>
4686,hole,head,41,122,<
4687,body,arm,201,32,>
4688,cow,clothe,102,34,>
4689,deer,leg,116,26,>
4690,seed,orange,28,669,<
4691,pattern,shelf,29,74,<
4692,kid,hole,129,5,>
4693,light,entrance,51,178,<
4694,knob,window,54,1753,<
4695,mouth,head,96,1895,<
4696,light,switch,398,36,>
4697,decoration,cat,64,186,<
4698,light,cable,119,384,<
4699,pant,eye glass,212,20,>
4700,wheel,machine,15,133,<
4701,building,graffiti,795,249,>
4702,jean,sneaker,1091,150,>
4703,vest,skier,59,401,<
4704,lampshade,table,43,322,<
4705,tank,pipe,101,37,>
4706,card,cake,85,202,<
4707,orange,umpire,8,150,<
4708,sandwich,parsley,150,6,>
4709,label,hand,44,238,<
4710,marble,tile,165,39,>
4711,bottom,sink,105,417,<
4712,panel,leaf,186,43,>
4713,pile,bag,766,293,>
4714,pile,stripe,234,78,>
4715,wheel,bench,92,548,<
4716,handle,bat,11,214,<
4717,bucket,truck,17,184,<
4718,television,switch,193,1,>
4719,ripple,shirt,261,654,<
4720,roof,church,17,124,<
4721,tie,bicycle,21,108,<
4722,cellphone,flower,104,37,>
4723,star,pant,40,132,<
4724,shelf,wheel,125,30,>
4725,dot,glass,44,169,<
4726,bottom,towel,71,167,<
4727,dresser,bottle,104,10,>
4728,dog,hook,114,2,>
4729,dessert,chocolate,181,31,>
4730,bike,plant,607,174,>
4731,beach,ball,294,33,>
4732,monitor,paper,803,139,>
4733,train,stone,1435,257,>
4734,building,field,361,1126,<
4735,hat,couch,55,408,<
4736,beam,light,356,87,>
4737,rail,pole,545,174,>
4738,cleat,batter,23,248,<
4739,gate,hand,129,21,>
4740,tennis,sneaker,1304,22,>
4741,sculpture,sign,157,55,>
4742,petal,cat,14,150,<
4743,dog,trash can,90,20,>
4744,glass,nail,130,13,>
4745,stroller,bus,39,143,<
4746,clock,figure,467,170,>
4747,belt,sleeve,38,101,<
4748,eye,leg,54,1958,<
4749,watch,knife,16,204,<
4750,pimple,cat,0,149,<
4751,button,pot,21,138,<
4752,emblem,plane,7,222,<
4753,watch,pizza,29,583,<
4754,pile,pastry,77,29,>
4755,band,cat,1,135,<
4756,roof,bag,235,71,>
4757,mountain,backpack,907,110,>
4758,bikini,beach,107,512,<
4759,tail,vegetation,5,128,<
4760,ripple,shore,40,146,<
4761,center,mountain,32,81,<
4762,sandal,bush,13,117,<
4763,tip,apple,8,366,<
4764,light,streetlight,171,449,<
4765,day,pair,361,8,>
4766,seed,bowl,6,179,<
4767,dog,reflector,114,4,>
4768,bin,toilet,16,120,<
4769,bag,head,637,264,>
4770,bus,chain,135,18,>
4771,building,archway,461,149,>
4772,hand,railing,44,282,<
4773,computer,telephone,336,47,>
4774,boat,stair,415,76,>
4775,hoof,dirt,37,188,<
4776,fruit,portion,95,14,>
4777,wagon,hat,280,27,>
4778,stone,ear,616,92,>
4779,television,mouse,101,5,>
4780,cup,brush,86,22,>
4781,napkin,tomato,326,129,>
4782,t-shirt,pad,102,18,>
4783,moss,leaf,459,195,>
4784,dot,curtain,10,131,<
4785,outlet,toilet,12,676,<
4786,walkway,coat,90,28,>
4787,sandwich,napkin,1635,301,>
4788,shirt,wrist band,2408,112,>
4789,cheese,grape,136,38,>
4790,pizza,glass,7640,1141,>
4791,bag,shoe,2256,602,>
4792,utensil,cake,74,380,<
4793,jar,table,234,629,<
4794,meal,flower,115,1,>
4795,pastry,strawberry,110,16,>
4796,cup,tip,122,5,>
4797,air conditioner,sign,40,365,<
4798,umbrella,vase,251,58,>
4799,elephant,rock,7237,1867,>
4800,tower,glass,92,23,>
4801,backpack,train,111,1073,<
4802,shirt,wagon,46,199,<
4803,glove,hill,31,825,<
4804,bear,key,121,32,>
4805,tennis,banner,186,45,>
4806,leaf,cable,31,139,<
4807,panel,bus,38,161,<
4808,sweater,belt,135,11,>
4809,microwave,socket,194,0,>
4810,sweater,wine,166,67,>
4811,skin,tie,29,100,<
4812,plant,ear,1418,210,>
4813,window,necktie,35,107,<
4814,cow,spot,3733,406,>
4815,pole,frisbee,230,581,<
4816,uniform,seat,97,21,>
4817,outlet,cat,0,641,<
4818,flower,screen,30,146,<
4819,elephant,bleacher,142,17,>
4820,watch,stack,18,86,<
4821,foot,wheel,490,126,>
4822,bristle,tooth brush,9,193,<
4823,guard,hat,99,8,>
4824,window,bell,268,97,>
4825,hole,board,26,202,<
4826,eye,neck,42,675,<
4827,lamp,valance,31,84,<
4828,kite,cloth,109,17,>
4829,t-shirt,net,61,159,<
4830,toilet,cover,386,52,>
4831,number,sculpture,25,168,<
4832,cleat,pair,50,124,<
4833,napkin,handle,272,47,>
4834,hill,engine,89,27,>
4835,cat,stomach,275,72,>
4836,cap,roof,41,123,<
4837,pizza,decoration,162,54,>
4838,handle,tub,10,269,<
4839,kiwi,bowl,7,93,<
4840,skater,cone,582,38,>
4841,bottom,cake,73,388,<
4842,table,seed,173,25,>
4843,dog,sock,625,62,>
4844,bike,beard,109,19,>
4845,plate,tine,223,12,>
4846,cake,fruit,333,65,>
4847,umpire,arm,235,11,>
4848,keyboard,cup,986,157,>
4849,wrist band,cap,20,92,<
4850,wire,flower,319,126,>
4851,umbrella,star,162,15,>
4852,flower,bike,121,685,<
4853,elephant,mirror,121,43,>
4854,banana,apple,3939,1674,>
4855,paint,ear,110,20,>
4856,rail,letter,254,36,>
4857,bike,design,132,33,>
4858,eyebrow,dog,4,280,<
4859,sleeve,jacket,105,338,<
4860,blanket,glass,430,120,>
4861,uniform,elephant,31,138,<
4862,bell,building,40,325,<
4863,dish,orange,279,100,>
4864,pillow,blanket,1839,6397,<
4865,broccoli,flower,231,56,>
4866,hand,pitcher,57,264,<
4867,pitcher,crowd,56,198,<
4868,tip,dirt,10,116,<
4869,mattress,pile,88,19,>
4870,building,cathedral,35,86,<
4871,kid,hood,130,12,>
4872,bow,button,84,17,>
4873,baby,basket,120,32,>
4874,woman,tree,86,519,<
4875,rim,glass,65,336,<
4876,rug,fixture,210,49,>
4877,sign,figure,424,145,>
4878,pattern,handle,113,42,>
4879,chimney,house,23,1150,<
4880,couch,fan,312,31,>
4881,garbage,toilet,72,533,<
4882,mouse,carpet,12,129,<
4883,case,latch,105,11,>
4884,building,jersey,84,21,>
4885,foot,uniform,20,125,<
4886,wheel,dog,497,1703,<
4887,surface,stone,93,35,>
4888,bolt,bush,2,115,<
4889,flag,weather,3,117,<
4890,rock,pond,42,381,<
4891,cat,bottle,2790,479,>
4892,deer,rock,40,103,<
4893,stone,bike,114,426,<
4894,umbrella,lantern,90,21,>
4895,tie,curtain,127,380,<
4896,pad,skater,38,198,<
4897,spot,board,20,292,<
4898,candle,pant,27,139,<
4899,arrow,house,44,286,<
4900,potato,tan,108,24,>
4901,lamp,mouse,516,27,>
4902,lettering,banner,27,102,<
4903,brick,t-shirt,66,184,<
4904,fruit,bicycle,24,96,<
4905,hill,leg,390,25,>
4906,toilet,ring,159,7,>
4907,field,bush,1119,293,>
4908,portion,fence,94,244,<
4909,kite,bicycle,302,102,>
4910,frame,sofa,37,195,<
4911,shirt,taxi,78,266,<
4912,bottom,hill,69,235,<
4913,handle,step,17,139,<
4914,door,knife,182,21,>
4915,window,slide,11,123,<
4916,handle,pot,110,940,<
4917,computer,cable,356,53,>
4918,stove,towel,576,69,>
4919,cow,garbage,86,15,>
4920,pad,dog,64,261,<
4921,cup,tablet,10,90,<
4922,raft,ripple,108,33,>
4923,couch,dresser,113,47,>
4924,bottle,salad,25,104,<
4925,cement,train,84,299,<
4926,t-shirt,lettering,91,13,>
4927,wire,computer,78,447,<
4928,cat,hole,595,36,>
4929,paper,plate,490,1186,<
4930,sticker,pant,10,213,<
4931,foot,racket,65,154,<
4932,hand,pan,66,173,<
4933,sock,jacket,77,462,<
4934,fish,carrot,118,21,>
4935,shoe,lawn,10,143,<
4936,athlete,helmet,185,2,>
4937,paw,pair,9,134,<
4938,number,cellphone,11,261,<
4939,bunch,patch,116,36,>
4940,box,rack,40,126,<
4941,cable,surfer,18,98,<
4942,cone,propeller,14,108,<
4943,racket,necklace,206,24,>
4944,hat,paddle,45,225,<
4945,tree,balloon,289,91,>
4946,tile,kitchen,94,860,<
4947,cup,ketchup,141,57,>
4948,dress,flag,416,161,>
4949,surfing,ripple,84,25,>
4950,tv,light,1307,402,>
