,o1,o2,>,<,typical
11908,leather sofa,couch pillow,121,10,>
11909,market umbrella,age building,46,96,">,<"
11910,cement skateboard ramp,jean,86,24,>
11911,paw,toy cat,7,117,<
11912,laptop mouse,hand side,48,63,">,<"
11913,wood kitchen table,food plate,50,64,">,<"
11914,horse,camera,156,14,>
11915,shirt,pant leg,122,38,>
11916,baby mouth,baby shirt,2,109,<
11917,rock bird,part,598,55,>
11918,hoodie,guy,39,83,">,<"
11919,motorcycle wheel,dirt bike,14,144,<
11920,pair,wilson tennis racket,47,100,">,<"
11921,spot,adult cat,3,210,<
11922,wood park bench,field front,95,93,">,<"
11923,street sign,mountain,46,219,<
11924,shirt,market table,57,155,<
11925,street lamp,clock tower,17,151,<
11926,chili cheese dog,plaid shirt,47,68,">,<"
11927,snow skit boot,ski jacket,9,151,<
11928,suede couch,couch pillow,255,8,>
11929,plant stem,bunch banana,90,41,">,<"
11930,police motorcycle,flag,110,6,>
11931,ramp skateboarder,tennis shoe,105,7,>
11932,soup bowl,soup spoon,983,280,>
11933,front,enclosure fence,58,42,">,<"
11934,dress shirt,draft horse,15,86,<
11935,license plate,pickup truck,3,390,<
11936,rail train,train engine windshield,351,29,>
11937,town car,license plate number,140,5,>
11938,cat eye,cat reflection,4,200,<
11939,bread,breakfast plate,66,204,<
11940,sugar,napkin,66,93,">,<"
11941,baseball player,bench,267,109,>
11942,kitchen cabinet door,wood kitchen cabinet,42,198,<
11943,part,lampshade,61,91,">,<"
11944,brick building,brick part,251,12,>
11945,traffic light,commuter train,7,94,<
11946,tennis racquet,tennis court net,20,117,<
11947,stone building,brick,98,13,>
11948,tile,faucet,646,224,>
11949,cooking spoon,onion,71,38,">,<"
11950,brick,jacket,126,339,<
11951,traffic light,glass bus window,304,144,">,<"
11952,nike hat,skater,11,106,<
11953,bathroom mirror,toothbrush holder,152,0,>
11954,oil spot,milk cow,2,149,<
11955,vegetation,mom giraffe,91,167,">,<"
11956,adult hand,glass,58,50,">,<"
11957,toilet handle,tile,36,219,<
11958,cupcake,cake tray,23,142,<
11959,chair cat,spot,387,29,>
11960,tow rope,bush,60,51,">,<"
11961,toilet bowl,toilet seat,645,658,">,<"
11962,group,street bike,115,67,">,<"
11963,neck giraffe,structure,87,19,>
11964,kitchen stove,cabinet handle,103,5,>
11965,snowboard,snow goggle,1359,71,>
11966,girl riding horse,shade tree,138,61,">,<"
11967,obstacle cone,skating helmet,120,188,">,<"
11968,jet engine,air france plane,121,975,<
11969,sugar donut,batter hand,60,137,">,<"
11970,zebra belly,adult zebra,100,1484,<
11971,bus stop bench,shade tree,51,189,<
11972,baby elephant trunk,sand elephant,9,106,<
11973,train track,willow tree,158,100,">,<"
11974,graffiti,skateboarder,162,337,">,<"
11975,track fence,rail train,100,269,<
11976,batter glove,home plate,85,112,">,<"
11977,shirt,swim shirt,100,59,">,<"
11978,sun,top,69,33,">,<"
11979,oak tree,grass patch,139,33,>
11980,flower,cake,42,191,<
11981,toilet tank,toilet seat lid,78,59,">,<"
11982,pillow,flower vase,108,87,">,<"
11983,tuxedo cat,cat,1299,887,">,<"
11984,day,surfer riding wave,154,23,>
11985,block building,surfboard,33,135,<
11986,fork side,breakfast food,14,158,<
11987,backpack,couple,26,167,<
11988,chilli dog,sausage dog,171,93,">,<"
11989,glass window,hotel building,8,143,<
11990,plumbing pipe,toilet lid,23,81,<
11991,maple leaf,tree,46,322,<
11992,mama elephant,leaf,710,90,>
11993,ceiling fan,coffee table,101,182,">,<"
11994,freight train,gravel,743,311,>
11995,pizza plate,water glass,429,63,>
11996,airplane engine,air canada plane,4,159,<
11997,wine glass,woman,96,30,>
11998,kitchen floor tile,counter dishwasher,38,85,">,<"
11999,snowboard jacket,ski hat,663,96,>
12000,blanket,curtain,175,218,">,<"
12001,street light,double-decker bus,70,393,<
12002,clothing,jean,89,39,">,<"
12003,palm tree,grass elephant,32,116,<
12004,bunch,leaf,245,73,>
12005,deli sandwich,glass,91,26,>
12006,snowboarder,ski goggle,228,12,>
12007,tent,shirt,116,80,">,<"
12008,leaf,tree branch,525,1423,<
12009,wave,tail tip,233,4,>
12010,tail light,brick building,1,136,<
12011,teddy bear,phone book,55,46,">,<"
12012,sweatshirt,crystal glass,222,51,>
12013,cluster,mom giraffe,35,115,<
12014,cargo train,train front,418,19,>
12015,video game,pant,139,15,>
12016,police boat,ripple,197,49,>
12017,nike headband,tennis ball,79,160,">,<"
12018,vegetable,soup bowl,84,193,">,<"
12019,train track,chain link fence,80,35,">,<"
12020,ear,work horse,5,359,<
12021,grass patch,wood park bench,68,498,<
12022,traffic light,paint,78,114,">,<"
12023,eyeglass,t-shirt,45,239,<
12024,bathroom toilet,hand rail,104,19,>
12025,hotel bed,suitcase,143,46,>
12026,greenery,chicken sandwich,0,100,<
12027,brick,grass patch,88,94,">,<"
12028,pant,leaf,395,90,>
12029,surfer riding wave,surf board,1768,170,>
12030,pitcher,batter shirt,512,133,>
12031,stop sign,metal sign pole,161,21,>
12032,town car,dormer window,494,25,>
12033,towel,pedestal bathroom sink,127,242,">,<"
12034,room light,coffee table,79,344,<
12035,bus front,double-decker bus,232,1932,<
12036,train destination sign,decker train,12,213,<
12037,blind,bedspread,19,83,<
12038,beach umbrella,foot track,84,43,">,<"
12039,tennis racket,shoe lace,126,5,>
12040,christmas tree,christmas tree ornament,349,14,>
12041,dog mouth,dog head,12,355,<
12042,glass train window,stripe bullet train,25,836,<
12043,duck,duck boat,52,59,">,<"
12044,shade tree,stone bench,101,34,>
12045,napkin,picnic table,27,88,<
12046,mac keyboard,printer,49,59,">,<"
12047,belt,dirt,16,341,<
12048,tan,snow,48,67,">,<"
12049,herd animal,adult elephant,67,43,">,<"
12050,part,cow tail,64,58,">,<"
12051,window front,picture frame,90,29,>
12052,rubber tip,surfboard,8,372,<
12053,suv,bus front,49,53,">,<"
12054,spruce tree,tree branch,185,53,>
12055,sandwich plate,meat slice,81,22,>
12056,ramp skateboarder,skate ramp,94,244,<
12057,airport,luggage bag,205,51,>
12058,front,row house,34,76,">,<"
12059,board surfer,beach,98,106,">,<"
12060,front,stop sign,152,207,">,<"
12061,dog paw,couch pillow,3,99,<
12062,tulip flower,glass part,86,18,>
12063,kitchen stove,faucet,144,13,>
12064,print letter,train track,7,103,<
12065,water body,wetsuit,979,203,>
12066,passenger train,pant,179,5,>
12067,tank top,toilet,14,280,<
12068,pepperoni slice,pizza sauce,47,54,">,<"
12069,bottom,fighter plane,14,113,<
12070,sheep,metal gate,59,86,">,<"
12071,surfer,surf board,176,61,>
12072,tennis racket,flag,85,43,">,<"
12073,house window,porch,5,188,<
12074,flag,front,63,156,<
12075,base tree,iron leaf,119,18,>
12076,plant,leaf,689,183,>
12077,window,shirt button,81,20,>
12078,train front,train,375,1745,<
12079,baseball uniform,baseball shoe,853,32,>
12080,tennis player,person head,470,15,>
12081,pizza cheese,food paper,54,89,">,<"
12082,bush,street pole,79,52,">,<"
12083,chair bear,sign letter,174,2,>
12084,skateboard,wheel skateboard,169,88,">,<"
12085,baseball catcher,baseball bat,909,380,>
12086,lettering,text,74,111,">,<"
12087,broccoli top,tomato,94,84,">,<"
12088,refrigerator,water bottle,277,8,>
12089,wood,giraffe eye,119,2,>
12090,structure,mom giraffe,49,151,<
12091,traffic arrow,pole street sign,50,99,">,<"
12092,bench,bunch,49,54,">,<"
12093,horse,horse mane,1785,220,>
12094,skateboard,shirt riding skateboard,13,109,<
12095,palm tree,lamp post,160,44,>
12096,front,chain link fence,57,77,">,<"
12097,church window,stone,9,121,<
12098,gravel,flower,297,64,>
12099,propeller plane,runway sign,175,0,>
12100,baseball,jacket,136,86,">,<"
12101,lunch plate,coffee cup,94,13,>
12102,dog mouth,dog fur,25,93,<
12103,floor lamp,lamp shade,215,10,>
12104,arm,shirt,188,323,">,<"
12105,sport bag,backpack,53,68,">,<"
12106,rectangle tile,bathroom towel,10,125,<
12107,backpack,hoodie,69,145,">,<"
12108,roof,street sign,37,63,">,<"
12109,view,snowboard,89,117,">,<"
12110,buildinga building,couple,123,43,>
12111,motorbike,street bus,74,36,">,<"
12112,pizza crust,cheese pizza,351,1343,<
12113,parrot,bird neck,110,16,>
12114,edge,tree,87,202,">,<"
12115,giraffe,head,131,5,>
12116,cat,poodle dog,16,92,<
12117,portion,brick,105,27,>
12118,bread plate,pastry,111,67,">,<"
12119,traffic light post,tree,27,105,<
12120,sun hat,glass window,112,1,>
12121,luggage,train stack,61,141,">,<"
12122,bush tree,truck front,146,86,">,<"
12123,church bench,plant,100,4,>
12124,cross section,brownie cup cake,0,119,<
12125,bench,outfield fence,33,67,">,<"
12126,bench,bicycle,76,121,">,<"
12127,longhorn cow,hoof,146,1,>
12128,salad vegetable,food plate,62,155,<
12129,side,giraffe head,64,116,">,<"
12130,cop car,taxi,57,139,<
12131,church tower,tower window,168,10,>
12132,bathroom mirror,camera,129,10,>
12133,water body,cruise boat,128,58,">,<"
12134,flag,road side,43,142,<
12135,dog reflection,mirror,8,142,<
12136,cereal box,china bowl,88,26,>
12137,bush,elephant trunk,471,157,>
12138,orange,bunch banana,80,90,">,<"
12139,bike number,bike wheel,9,105,<
12140,shower door,shower tile,234,35,>
12141,beer bottle,amber beer,76,76,">,<"
12142,pine tree,boat motor,7,100,<
12143,road side,emergency vehicle,89,61,">,<"
12144,towel,marble sink,72,268,<
12145,ear,toddler,2,199,<
12146,railroad bridge,train car,89,18,>
12147,mac book,cat,74,315,<
12148,bush,rock bird,136,63,">,<"
12149,toothpick,bread sandwich,2,205,<
12150,ocean shore,ocean beach,79,101,">,<"
12151,spoon,table plate,21,148,<
12152,bed comforter,part,175,10,>
12153,kitchen,stove handle,272,2,>
12154,university building,person skateboard,72,54,">,<"
12155,tree,kid,165,111,">,<"
12156,tree giraffe,bush tree,118,154,">,<"
12157,shirt,nike shirt,306,265,">,<"
12158,bus,car top,448,75,>
12159,bus wheel,city bus,9,421,<
12160,scooter,fron tire,273,5,>
12161,soccer ball,soccer jersey,116,330,<
12162,toilet,bolt,162,0,>
12163,breakfast,egg,325,3,>
12164,hedge bush,leaf,302,90,>
12165,sausage,breakfast plate,55,371,<
12166,dog fur,sheep dog,163,426,<
12167,life jacket,snow,16,87,<
12168,van,frisbee,68,132,">,<"
12169,brick building,street bus,87,24,>
12170,jean,batter hand,340,113,>
12171,mirror,bathroom sink,97,66,">,<"
12172,bus windshield,bus number,496,31,>
12173,paper plate,shirt,28,88,<
12174,building front,passenger van,21,114,<
12175,baseball bat,netting,7,93,<
12176,powder snow,arm,378,122,>
12177,door handle,bathroom door,1,172,<
12178,baseball team logo,baseball bat,11,104,<
12179,clock face,parliament building,5,210,<
12180,train engine,tree,277,140,">,<"
12181,skateboard wheel,skateboarding,4,416,<
12182,candle,sofa,7,148,<
12183,baby giraffe,giraffe horn,513,13,>
12184,traffic light,crosswalk sign,143,95,">,<"
12185,part,pant kid,6,279,<
12186,bird beak,snow,16,109,<
12187,sheep dog,toy dog,278,383,">,<"
12188,foot print,powder snow,76,142,">,<"
12189,bus front,snow,66,178,<
12190,body wetsuit,skim board,165,63,>
12191,portion,tree trunk,33,67,">,<"
12192,fur collar,toy dog,11,112,<
12193,sheep,sheep face,2683,406,>
12194,pastry,fork,180,41,>
12195,burger,fry plate,90,38,>
12196,leg,baseball glove,111,23,>
12197,group,rock building,226,66,>
12198,fruit bowl,onion,90,21,>
12199,train wire,gravel,300,94,>
12200,stack,sausage pizza,12,109,<
12201,dish food,tablecloth,94,56,">,<"
12202,curbside,skateboard wheel,100,16,>
12203,house cat,window reflection,101,10,>
12204,structure,tree,56,110,">,<"
12205,person hand,sweatshirt,11,175,<
12206,cop car,focus tree,74,287,<
12207,ocean beach,wetsuit,639,162,>
12208,counter top,cabinet door,137,104,">,<"
12209,horse,bay horse,635,657,">,<"
12210,bottle,mac laptop,9,235,<
12211,shade tree,capitol building,70,38,">,<"
12212,toilet seat lid,bathroom sink,17,85,<
12213,wood,toilet seat,119,67,">,<"
12214,ziplock bag,purse,74,73,">,<"
12215,waterfront,snow,65,65,">,<"
12216,head,snout,113,1,>
12217,ear,baseball bat,0,197,<
12218,head scarf,group,7,130,<
12219,lizard kite,kite festival,104,14,>
12220,group,apple,284,88,>
12221,ship,boat window,379,8,>
12222,window front,kitchen table,65,57,">,<"
12223,umbrella canopy,beach umbrella,59,97,">,<"
12224,brick,church window,81,52,">,<"
12225,car,plane kite,20,122,<
12226,pillar,traffic light,39,111,<
12227,pair,footprint,67,103,">,<"
12228,part,christmas tree,23,132,<
12229,towel bar,shower tile,79,56,">,<"
12230,airline airplane,fedex plane,60,50,">,<"
12231,tomato,cabbage,22,80,<
12232,spoon,ice cream,72,126,">,<"
12233,snowboarding pant,powder snow,665,1958,<
12234,maple leaf,shade tree,30,202,<
12235,city clock,arch,63,78,">,<"
12236,rooftop,ferry boat,15,86,<
12237,glass window,tower clock,111,161,">,<"
12238,window,window frame,97,73,">,<"
12239,city building,building front,96,52,">,<"
12240,steak knife,dish food,54,167,<
12241,steam engine train,railroad tie,133,5,>
12242,onion slice,onion pizza,3,364,<
12243,skateboarding shoe,nike shirt,277,1050,<
12244,toy animal,flower,114,20,>
12245,lettering,freight train,1,130,<
12246,skateboarder arm,part,135,36,>
12247,counter,pizza plate,62,43,">,<"
12248,type toilet,toilet paper,186,3,>
12249,glass,collard shirt,194,1004,<
12250,downhill skier,skiing helmet,374,21,>
12251,skateboard,apartment window,243,60,>
12252,soccer shirt,soccer jersey,113,95,">,<"
12253,pile,library book,133,20,>
12254,tower clock,cement stone,36,71,">,<"
12255,book bag,purse,76,36,">,<"
12256,couch pillow,tv set,15,93,<
12257,front,cat ear,183,10,>
12258,living room window,rug,87,90,">,<"
12259,sky kite,orange,100,15,>
12260,letter,wetsuit,1,139,<
12261,ski goggle,snowboard jacket,33,390,<
12262,neck giraffe,giraffe eye,2831,77,>
12263,tree,parking lot sign,81,35,">,<"
12264,bird food,bird,73,149,">,<"
12265,door knob,pillow,0,144,<
12266,freight train,view,63,42,">,<"
12267,street sign pole,shade tree,45,168,<
12268,trunk tree,part,318,33,>
12269,selfie,cell phone,205,34,>
12270,cow nose,grass cow,3,390,<
12271,house cat,cement stone,51,64,">,<"
12272,toilet,towel rack,414,44,>
12273,photograph,dog,23,98,<
12274,plate table,food plate,136,341,<
12275,sofa pillow,living room window,9,230,<
12276,trash bag,bathroom trash,12,126,<
12277,downtown building,motorcycle,43,118,<
12278,league baseball player,baseball glove,380,53,>
12279,leaf,foothill,10,181,<
12280,wall tile,toilet seat,87,202,">,<"
12281,sheep dog,blanket,93,66,">,<"
12282,hoodie,frisbee,115,110,">,<"
12283,traffic light,market umbrella,28,146,<
12284,flower,bench side,19,86,<
12285,snowboard track,ski hill,82,128,">,<"
12286,car,adult zebra,7,122,<
12287,bench slat,metal park bench,19,82,<
12288,building window,bird,84,62,">,<"
12289,bird beak,breast,4,104,<
12290,part,bus tire,113,114,">,<"
12291,passenger,delta airplane,40,78,">,<"
12292,sponsor advertisement,tennis court,50,307,<
12293,water elephant,boulder rock,102,84,">,<"
12294,metal pole,street number,133,14,>
12295,saucer,breakfast plate,22,134,<
12296,laptop computer,phone book,112,21,>
12297,living room window,dining room table,25,77,<
12298,room light,flatscreen tv,64,170,<
12299,hat,car,67,99,">,<"
12300,outfield fence,guy,103,41,>
12301,car front,van,35,120,<
12302,person arm,tennis racket,270,677,<
12303,beach flying kite,box kite,64,57,">,<"
12304,boat reflection,ripple,199,73,>
12305,zebra,shade tree,372,492,">,<"
12306,tomato pizza,spinach pizza,242,187,">,<"
12307,pasture field,cow,369,116,>
12308,house cat,jean,55,66,">,<"
12309,bank building,building clock,84,29,>
12310,bus sign,car,137,53,>
12311,amtrak train,train identification number,152,5,>
12312,glove catcher,grass patch,60,80,">,<"
12313,apple usb keyboard,computer screen,28,174,<
12314,mac keyboard,case letter,110,9,>
12315,curtain,door handle,135,0,>
12316,salad bowl,onion piece,178,6,>
12317,cell phone,denim jean,70,44,">,<"
12318,napkin,shirt,48,127,<
12319,wii controller,nintendo wii controller,87,91,">,<"
12320,veggie pizza,olive,689,38,>
12321,sky plane,plane,11,97,<
12322,delta jet,jet window,183,5,>
12323,mug,pen,57,43,">,<"
12324,motorcycle,bike tire,760,114,>
12325,platform light,train track,27,215,<
12326,rubber ball,bear,12,110,<
12327,leaf,tree,405,2169,<
12328,bathroom toilet,porcelain pedestal sink,127,129,">,<"
12329,toilet,orange,124,50,>
12330,towel,bathroom shelf,242,150,">,<"
12331,chain link fence,batter shirt,403,55,>
12332,table knife,steak knife,59,47,">,<"
12333,couch pillow,couch,242,2664,<
12334,glove skier,snowboard jacket,96,28,>
12335,carnation flower,vase flower,226,582,<
12336,part,car,177,915,<
12337,deck bus,glass bus window,176,4,>
12338,mom giraffe,animal ear,4590,150,>
12339,chili cheese dog,cheese bread,278,104,>
12340,row window,storefront window,72,104,">,<"
12341,pizza top,sauce pizza,38,112,<
12342,fruit bowl,cherry wood,72,53,">,<"
12343,wetsuit,wave design,149,14,>
12344,sign arrow,lane sign,12,98,<
12345,t-shirt,crystal glass,187,47,>
12346,meat,vegetable,152,57,>
12347,baseball hat,base ball hat,73,79,">,<"
12348,pizza slice,bread knife,122,32,>
12349,metal street pole,pole street sign,75,38,">,<"
12350,shirt,print shirt,48,79,">,<"
12351,ski helmet,ski coat,83,551,<
12352,pair,cell phone camera,76,144,">,<"
12353,path,horse,95,54,">,<"
12354,view mirror,shirt,22,81,<
12355,part,box car,38,65,">,<"
12356,herd,elephant leg,366,0,>
12357,bus,bus mirror,771,99,>
12358,waste basket,bathroom mirror,5,126,<
12359,draft horse,chain,178,19,>
12360,bus window,parking meter,13,89,<
12361,broccoli floret,lunch plate,37,314,<
12362,street sign,newspaper box,35,65,">,<"
12363,stop sign,conifer tree,177,73,>
12364,pair,window front,45,178,<
12365,cockpit,fighter plane,3,303,<
12366,rail train,train light,541,25,>
12367,giraffe horn,baby tree,1,207,<
12368,batter hand,dozen donut,202,227,">,<"
12369,price sign,gala apple,47,126,<
12370,person head,coat,8,132,<
12371,mac laptop,sheet,85,19,>
12372,kid shirt,baseball cap,150,51,>
12373,sheep,flower,723,244,>
12374,iron leaf,news van,37,104,<
12375,street clock,hour hand,449,35,>
12376,bench,baseball,105,155,">,<"
12377,tree,boat house,203,77,>
12378,dog,tattoo,160,31,>
12379,bowl food,spoon,103,52,">,<"
12380,garbage bag,building window,134,33,>
12381,peacoat,draft horse,25,119,<
12382,deck passenger bus,greyhound bus,64,42,">,<"
12383,blueberry,banana,20,143,<
12384,focus tree,bus tire,202,22,>
12385,chair cat,orange,315,260,">,<"
12386,suitcase,bunch,34,108,<
12387,bird reflection,swan,70,131,">,<"
12388,apple,fruit box,87,290,<
12389,motorcycle,metal bike,84,49,">,<"
12390,motor cycle helmet,sunglass,86,54,">,<"
12391,shade tree,window front,89,100,">,<"
12392,range microwave,tile,90,23,>
12393,office window,traffic sign,12,91,<
12394,souffle cup,salad,23,86,<
12395,wood,cow,168,159,">,<"
12396,cheesecake,whip cream,110,4,>
12397,glass window,u-turn sign,2,106,<
12398,motorcycle,handlebar,256,10,>
12399,shirt,scooter,43,204,<
12400,kitchen,kitchen counter top,126,11,>
12401,bird,roof top,97,81,">,<"
12402,tail plane,plane number,174,5,>
12403,dog,license plate,265,18,>
12404,skateboard,scooter,131,50,>
12405,frisbee,scarf,99,25,>
12406,water glass,restaurant table,57,324,<
12407,coffee cup,table knife,97,83,">,<"
12408,bed side,hotel room bed,17,142,<
12409,speaker,cell phone,46,195,<
12410,train door,metal,25,106,<
12411,maple leaf,jean,52,96,">,<"
12412,sweatshirt,wii controller,236,92,>
12413,grease stain,toilet,0,114,<
12414,bacon,sandwich plate,78,248,<
12415,stadium advertisement,base ball player,68,83,">,<"
12416,restaurant window,street light,67,90,">,<"
12417,parchment paper,pizza crust,68,41,">,<"
12418,group,skateboard skater,61,61,">,<"
12419,market umbrella,raincoat,263,114,">,<"
12420,guy foot,toe,269,11,>
12421,banana,flower,36,77,">,<"
12422,sheep dog,shade tree,174,322,">,<"
12423,door car,cop car,113,51,">,<"
12424,shot glass,gala apple,19,146,<
12425,house cat,window sill,330,285,">,<"
12426,body board,surfer riding wave,33,321,<
12427,strawberry,navel orange,105,177,">,<"
12428,necklace,laptop,11,134,<
12429,bus stop sign,downtown building,17,103,<
12430,tree,signal light,103,13,>
12431,navel orange,wicker basket,43,129,<
12432,metal fence post,chain link fence,3,125,<
12433,banana plant,banana flower,101,49,">,<"
12434,screen television,room light,75,39,">,<"
12435,metal,shoe,124,23,>
12436,bicycle,street clock,51,135,<
12437,vase,base,135,12,>
12438,part,pickup truck,23,181,<
12439,dog,wood door,125,8,>
12440,stunt plane,plane cockpit,103,4,>
12441,mushroom,sausage pizza,29,303,<
12442,sandwich plate,restaurant table,178,217,">,<"
12443,fruit,blood orange,219,85,>
12444,rain umbrella,metal fence,79,79,">,<"
12445,flower,stone walkway,4,97,<
12446,range microwave,counter top,150,101,">,<"
12447,driftwood,part,124,10,>
12448,faucet,door reflection,11,248,<
12449,street light,mountain,39,204,<
12450,wood table,fork,181,43,>
12451,fabric,cloth,83,35,>
12452,hand,part,581,239,>
12453,curtain,house cat,500,217,">,<"
12454,snowboard,snow ski,77,62,">,<"
12455,pizza crust,steak knife,79,114,">,<"
12456,charter plane,delta airplane,99,153,">,<"
12457,tile,candle,80,29,>
12458,melamine cup,toilet,0,133,<
12459,horse,rock building,86,25,>
12460,vehicle beach,plane body,1,168,<
12461,scissors,pencil,206,26,>
12462,dessert plate,birthday candle,133,7,>
12463,brow tree,bus front,203,16,>
12464,shirt,pocket,91,15,>
12465,home plate,grass patch,22,96,<
12466,sausage pizza,onion,375,21,>
12467,highway sign,street sign pole,145,110,">,<"
12468,ski jacket,rock building,88,161,">,<"
12469,tree limb,bird,166,79,">,<"
12470,cafeteria tray,breakfast food,58,82,">,<"
12471,train door,shirt,96,20,>
12472,food,lunch meat,126,19,>
12473,bathroom towel,porcelain bathroom sink,27,77,<
12474,vase flower,daisy flower,216,100,">,<"
12475,grass giraffe,spot giraffe,209,179,">,<"
12476,jalapeno pepper,vegetable,28,72,<
12477,track fence,tree,70,114,">,<"
12478,leather jacket,pant,85,36,>
12479,letter,pillow,2,338,<
12480,arm,head,110,61,">,<"
12481,baseball uniform shirt,baseball fan,47,126,<
12482,cowboy hat,horse leg,56,48,">,<"
12483,pigeon,tree,23,83,<
12484,frisbee,plant,66,58,">,<"
12485,tabby cat,whisker,99,6,>
12486,luggage,suit case handle,178,23,>
12487,pine leaf,road side,38,100,<
12488,sun,surfboard riding wave,68,75,">,<"
12489,ivory,grass elephant,1,135,<
12490,stripe shirt,suitcase,58,123,">,<"
12491,conifer tree,sunglass,117,17,>
12492,ocean foam,surfboard riding wave,50,117,<
12493,traffic signal,cop car,38,172,<
12494,person hand,apron,9,95,<
12495,train side,engine train,30,172,<
12496,boot,rain umbrella,44,165,<
12497,steel oven,stove temperature knob,103,2,>
12498,mac computer,laptop mouse,140,2,>
12499,motorcycle glove,focus tree,9,139,<
12500,sink handle,towel,3,136,<
12501,street light,person skateboard,64,229,<
12502,skyscraper,street sign,172,56,>
12503,leg,catcher,19,121,<
12504,hotdog bun,napkin,96,81,">,<"
12505,laptop,cel phone,79,22,>
12506,group,clothing,101,15,>
12507,ripple,cow,106,303,<
12508,living room window,liing room sofa,87,214,<
12509,train logo,freight train,2,127,<
12510,wall building,house cat,75,26,>
12511,toothpaste tube,toothbrush bristle,119,10,>
12512,hotel room bed,picture frame,140,7,>
12513,zebra hoof,grass field zebra,25,795,<
12514,sandwich plate,meat,78,58,">,<"
12515,traffic arrow,bus window,142,63,">,<"
12516,mama elephant,tree trunk,274,117,>
12517,iron fence,metal fence,63,99,">,<"
12518,glass window,police boat,1,191,<
12519,motorcycle,field front,221,30,>
12520,part,bat batter,131,965,<
12521,freezer part,shower curtain,19,227,<
12522,water hole,zebra,41,71,">,<"
12523,railroad train,train front,327,39,>
12524,boulder rock,rock stone,117,258,">,<"
12525,train track,dirt,95,42,">,<"
12526,police horse,plaid shirt,132,3,>
12527,toilet paper,toilet paper roll,461,149,>
12528,grizzly bear,river edge,98,44,">,<"
12529,part,wood table,19,85,<
12530,ski boot,kid,20,158,<
12531,window screen,house cat,60,63,">,<"
12532,chair cat,front,131,139,">,<"
12533,field front,baseball game,33,97,<
12534,zebras nose,adult zebra,3,150,<
12535,tile,stove temperature knob,115,7,>
12536,focus tree,adult zebra,273,627,">,<"
12537,field front,baseball jersey,84,99,">,<"
12538,leaf tree,glass window,126,3,>
12539,broccoli top,navel orange,60,91,">,<"
12540,water bear,ripple,946,115,>
12541,dog,maple leaf,120,31,>
12542,couple,wood,69,45,">,<"
12543,cargo car,truck front,48,80,">,<"
12544,shirt collar,mouth,134,15,>
12545,water glass,breakfast plate,24,188,<
12546,soccer shoe,soccer game,7,110,<
12547,train platform,train engine,28,99,<
12548,baseball shoe,league baseball player,69,479,<
12549,sheep,firewood,44,132,<
12550,toilet,wicker basket,104,5,>
12551,ski mountain,person leg,129,1,>
12552,ski jacket,snow skit boot,151,9,>
12553,cop car,fall tree,14,163,<
12554,apple laptop,computer desk,14,127,<
12555,league baseball player,sox player,120,94,">,<"
12556,sign letter,curtain,6,95,<
12557,race horse,horse tail,376,16,>
12558,tail wing,plane engine,231,50,>
12559,trolley,train front,187,13,>
12560,tennis shoe,shot pole,38,99,<
12561,propeller,cargo plane,33,286,<
12562,jelly,jelly donut,20,163,<
12563,spruce tree,snow board,95,110,">,<"
12564,bulldog,dog fur,123,32,>
12565,bird,roof,46,117,<
12566,baseball player,bat,761,154,>
12567,shade tree,sheep,2074,1126,">,<"
12568,leaf,baby giraffe,76,258,<
12569,base ball player,face mask,167,8,>
12570,pizza slice,exit sign,99,8,>
12571,plane,airport window,68,97,">,<"
12572,sun,iron leaf,95,36,>
12573,food plate,desert plate,63,38,">,<"
12574,metal train track,freight train,71,220,<
12575,train head light,track,23,269,<
12576,bedspread,bedside table lamp,214,4,>
12577,bus windshield,coach bus,59,248,<
12578,street light,vehicle,55,81,">,<"
12579,view,giraffe,48,108,">,<"
12580,water bottle,pizza slice,25,130,<
12581,dirt bike,helmet,533,28,>
12582,tree trunk,person skateboard,58,94,">,<"
12583,frisbee,utility building,77,62,">,<"
12584,shirt,doorway,52,107,">,<"
12585,base ball player,stripe,161,50,>
12586,city bus,bus window,512,32,>
12587,bathroom towel,round bathroom sink,36,83,">,<"
12588,wire fence,head,86,19,>
12589,jet airplane,bottom,101,10,>
12590,ski glove,ski pole,77,570,<
12591,log bench,house cat,114,15,>
12592,glass coffee table,sofa pillow,94,9,>
12593,ski top,ski pole,359,467,">,<"
12594,baby bear,teddy bear,58,104,">,<"
12595,platform,part,201,51,>
12596,dozen donut,bunch,109,127,">,<"
12597,bathroom toilet,sink handle,175,3,>
12598,us flag,police patrol motorcycle,21,116,<
12599,frisbee,beach,689,1743,<
12600,metal fence,acacia tree,43,57,">,<"
12601,soup bowl,chopstick,174,119,">,<"
12602,wind surfer,wave,82,34,>
12603,backpack,pedestrian,29,82,<
12604,plate top,bread plate,35,77,">,<"
12605,laptop,power cord,157,50,>
12606,girl riding horse,ear,334,4,>
12607,clock face number,part,87,149,">,<"
12608,bus number,bus tire,57,138,<
12609,stack,work paper,59,50,">,<"
12610,shower curtain,glass part,172,36,>
12611,blind,floor carpet,82,32,>
12612,fence,head,107,16,>
12613,motorcycle,trash,182,9,>
12614,tabby cat,amber eye,105,0,>
12615,animal ear,body part,70,30,>
12616,pair,wrinkle,103,22,>
12617,crowd,plane kite,16,131,<
12618,window building,fire hydrant,110,24,>
12619,portion,traffic light,98,44,">,<"
12620,zebras,zebra leg,129,23,>
